---,EmblemPartsId,Name,EmblemPartsType,DefaultEmblemPartsFlag,IsEditable,Texture,FlagTexture,Descprition
199,20164,香川,Main,False,True,Texture2D'/Game/GUI/Common/Tex/Emblem/02/Tex_Emblem_02_0164.Tex_Emblem_02_0164',Texture2D'/Game/GUI/Common/Tex/Emblem/02/Tex_Emblem_02_0164_Flag.Tex_Emblem_02_0164_Flag',
200,20165,愛媛,Main,False,True,Texture2D'/Game/GUI/Common/Tex/Emblem/02/Tex_Emblem_02_0165.Tex_Emblem_02_0165',Texture2D'/Game/GUI/Common/Tex/Emblem/02/Tex_Emblem_02_0165_Flag.Tex_Emblem_02_0165_Flag',
201,20166,高知,Main,False,True,Texture2D'/Game/GUI/Common/Tex/Emblem/02/Tex_Emblem_02_0166.Tex_Emblem_02_0166',Texture2D'/Game/GUI/Common/Tex/Emblem/02/Tex_Emblem_02_0166_Flag.Tex_Emblem_02_0166_Flag',
202,20167,福岡,Main,False,True,Texture2D'/Game/GUI/Common/Tex/Emblem/02/Tex_Emblem_02_0167.Tex_Emblem_02_0167',Texture2D'/Game/GUI/Common/Tex/Emblem/02/Tex_Emblem_02_0167_Flag.Tex_Emblem_02_0167_Flag',
203,20168,佐賀,Main,False,True,Texture2D'/Game/GUI/Common/Tex/Emblem/02/Tex_Emblem_02_0168.Tex_Emblem_02_0168',Texture2D'/Game/GUI/Common/Tex/Emblem/02/Tex_Emblem_02_0168_Flag.Tex_Emblem_02_0168_Flag',
204,20169,長崎,Main,False,True,Texture2D'/Game/GUI/Common/Tex/Emblem/02/Tex_Emblem_02_0169.Tex_Emblem_02_0169',Texture2D'/Game/GUI/Common/Tex/Emblem/02/Tex_Emblem_02_0169_Flag.Tex_Emblem_02_0169_Flag',
205,20170,熊本,Main,False,True,Texture2D'/Game/GUI/Common/Tex/Emblem/02/Tex_Emblem_02_0170.Tex_Emblem_02_0170',Texture2D'/Game/GUI/Common/Tex/Emblem/02/Tex_Emblem_02_0170_Flag.Tex_Emblem_02_0170_Flag',
206,20171,大分,Main,False,True,Texture2D'/Game/GUI/Common/Tex/Emblem/02/Tex_Emblem_02_0171.Tex_Emblem_02_0171',Texture2D'/Game/GUI/Common/Tex/Emblem/02/Tex_Emblem_02_0171_Flag.Tex_Emblem_02_0171_Flag',
207,20172,宮崎,Main,False,True,Texture2D'/Game/GUI/Common/Tex/Emblem/02/Tex_Emblem_02_0172.Tex_Emblem_02_0172',Texture2D'/Game/GUI/Common/Tex/Emblem/02/Tex_Emblem_02_0172_Flag.Tex_Emblem_02_0172_Flag',
208,20173,鹿児島,Main,False,True,Texture2D'/Game/GUI/Common/Tex/Emblem/02/Tex_Emblem_02_0173.Tex_Emblem_02_0173',Texture2D'/Game/GUI/Common/Tex/Emblem/02/Tex_Emblem_02_0173_Flag.Tex_Emblem_02_0173_Flag',
209,20174,沖縄,Main,False,True,Texture2D'/Game/GUI/Common/Tex/Emblem/02/Tex_Emblem_02_0174.Tex_Emblem_02_0174',Texture2D'/Game/GUI/Common/Tex/Emblem/02/Tex_Emblem_02_0174_Flag.Tex_Emblem_02_0174_Flag',
210,20175,初心者,Main,True,True,Texture2D'/Game/GUI/Common/Tex/Emblem/02/Tex_Emblem_02_0091.Tex_Emblem_02_0091',Texture2D'/Game/GUI/Common/Tex/Emblem/02/Tex_Emblem_02_0091_Flag.Tex_Emblem_02_0091_Flag',
211,30001,クロスライト,Sub,True,True,Texture2D'/Game/GUI/Common/Tex/Emblem/03/Tex_Emblem_03_0001.Tex_Emblem_03_0001',Texture2D'/Game/GUI/Common/Tex/Emblem/03/Tex_Emblem_03_0001_Flag.Tex_Emblem_03_0001_Flag',
212,30002,シャイニングフロスト,Sub,False,True,Texture2D'/Game/GUI/Common/Tex/Emblem/03/Tex_Emblem_03_0002.Tex_Emblem_03_0002',Texture2D'/Game/GUI/Common/Tex/Emblem/03/Tex_Emblem_03_0002_Flag.Tex_Emblem_03_0002_Flag',
213,30003,ツインドラゴン,Sub,False,True,Texture2D'/Game/GUI/Common/Tex/Emblem/03/Tex_Emblem_03_0003.Tex_Emblem_03_0003',Texture2D'/Game/GUI/Common/Tex/Emblem/03/Tex_Emblem_03_0003_Flag.Tex_Emblem_03_0003_Flag',
214,30004,バーニング,Sub,False,True,Texture2D'/Game/GUI/Common/Tex/Emblem/03/Tex_Emblem_03_0004.Tex_Emblem_03_0004',Texture2D'/Game/GUI/Common/Tex/Emblem/03/Tex_Emblem_03_0004_Flag.Tex_Emblem_03_0004_Flag',
215,30005,ザ・サン,Sub,False,True,Texture2D'/Game/GUI/Common/Tex/Emblem/03/Tex_Emblem_03_0005.Tex_Emblem_03_0005',Texture2D'/Game/GUI/Common/Tex/Emblem/03/Tex_Emblem_03_0005_Flag.Tex_Emblem_03_0005_Flag',
216,30006,スパイダーネット,Sub,False,True,Texture2D'/Game/GUI/Common/Tex/Emblem/03/Tex_Emblem_03_0006.Tex_Emblem_03_0006',Texture2D'/Game/GUI/Common/Tex/Emblem/03/Tex_Emblem_03_0006_Flag.Tex_Emblem_03_0006_Flag',
217,30007,ビーハウス,Sub,False,True,Texture2D'/Game/GUI/Common/Tex/Emblem/03/Tex_Emblem_03_0007.Tex_Emblem_03_0007',Texture2D'/Game/GUI/Common/Tex/Emblem/03/Tex_Emblem_03_0007_Flag.Tex_Emblem_03_0007_Flag',
218,30008,ポリスバッジ,Sub,False,True,Texture2D'/Game/GUI/Common/Tex/Emblem/03/Tex_Emblem_03_0008.Tex_Emblem_03_0008',Texture2D'/Game/GUI/Common/Tex/Emblem/03/Tex_Emblem_03_0008_Flag.Tex_Emblem_03_0008_Flag',
219,30009,コースター,Sub,True,True,Texture2D'/Game/GUI/Common/Tex/Emblem/03/Tex_Emblem_03_0009.Tex_Emblem_03_0009',Texture2D'/Game/GUI/Common/Tex/Emblem/03/Tex_Emblem_03_0009_Flag.Tex_Emblem_03_0009_Flag',
220,30010,折り紙,Sub,False,True,Texture2D'/Game/GUI/Common/Tex/Emblem/03/Tex_Emblem_03_0010.Tex_Emblem_03_0010',Texture2D'/Game/GUI/Common/Tex/Emblem/03/Tex_Emblem_03_0010_Flag.Tex_Emblem_03_0010_Flag',
221,30011,シルエットダイヤ,Sub,False,True,Texture2D'/Game/GUI/Common/Tex/Emblem/03/Tex_Emblem_03_0011.Tex_Emblem_03_0011',Texture2D'/Game/GUI/Common/Tex/Emblem/03/Tex_Emblem_03_0011_Flag.Tex_Emblem_03_0011_Flag',
222,30012,シルエットスター,Sub,False,True,Texture2D'/Game/GUI/Common/Tex/Emblem/03/Tex_Emblem_03_0012.Tex_Emblem_03_0012',Texture2D'/Game/GUI/Common/Tex/Emblem/03/Tex_Emblem_03_0012_Flag.Tex_Emblem_03_0012_Flag',
223,30013,シルエットハート,Sub,False,True,Texture2D'/Game/GUI/Common/Tex/Emblem/03/Tex_Emblem_03_0013.Tex_Emblem_03_0013',Texture2D'/Game/GUI/Common/Tex/Emblem/03/Tex_Emblem_03_0013_Flag.Tex_Emblem_03_0013_Flag',
224,30014,禁止,Sub,False,True,Texture2D'/Game/GUI/Common/Tex/Emblem/03/Tex_Emblem_03_0014.Tex_Emblem_03_0014',Texture2D'/Game/GUI/Common/Tex/Emblem/03/Tex_Emblem_03_0014_Flag.Tex_Emblem_03_0014_Flag',
225,30015,ローテーション,Sub,False,True,Texture2D'/Game/GUI/Common/Tex/Emblem/03/Tex_Emblem_03_0015.Tex_Emblem_03_0015',Texture2D'/Game/GUI/Common/Tex/Emblem/03/Tex_Emblem_03_0015_Flag.Tex_Emblem_03_0015_Flag',
226,30016,フロストダイヤ,Sub,False,True,Texture2D'/Game/GUI/Common/Tex/Emblem/03/Tex_Emblem_03_0016.Tex_Emblem_03_0016',Texture2D'/Game/GUI/Common/Tex/Emblem/03/Tex_Emblem_03_0016_Flag.Tex_Emblem_03_0016_Flag',
227,30017,シルエットクラウン,Sub,False,True,Texture2D'/Game/GUI/Common/Tex/Emblem/03/Tex_Emblem_03_0017.Tex_Emblem_03_0017',Texture2D'/Game/GUI/Common/Tex/Emblem/03/Tex_Emblem_03_0017_Flag.Tex_Emblem_03_0017_Flag',
228,30018,もみじリーフ,Sub,False,True,Texture2D'/Game/GUI/Common/Tex/Emblem/03/Tex_Emblem_03_0018.Tex_Emblem_03_0018',Texture2D'/Game/GUI/Common/Tex/Emblem/03/Tex_Emblem_03_0018_Flag.Tex_Emblem_03_0018_Flag',
229,30019,サークルエッジ,Sub,False,True,Texture2D'/Game/GUI/Common/Tex/Emblem/03/Tex_Emblem_03_0019.Tex_Emblem_03_0019',Texture2D'/Game/GUI/Common/Tex/Emblem/03/Tex_Emblem_03_0019_Flag.Tex_Emblem_03_0019_Flag',
230,30020,スプラッシュ,Sub,False,True,Texture2D'/Game/GUI/Common/Tex/Emblem/03/Tex_Emblem_03_0020.Tex_Emblem_03_0020',Texture2D'/Game/GUI/Common/Tex/Emblem/03/Tex_Emblem_03_0020_Flag.Tex_Emblem_03_0020_Flag',
231,30021,ダスト,Sub,False,True,Texture2D'/Game/GUI/Common/Tex/Emblem/03/Tex_Emblem_03_0021.Tex_Emblem_03_0021',Texture2D'/Game/GUI/Common/Tex/Emblem/03/Tex_Emblem_03_0021_Flag.Tex_Emblem_03_0021_Flag',
232,30022,アングリー,Sub,False,True,Texture2D'/Game/GUI/Common/Tex/Emblem/03/Tex_Emblem_03_0022.Tex_Emblem_03_0022',Texture2D'/Game/GUI/Common/Tex/Emblem/03/Tex_Emblem_03_0022_Flag.Tex_Emblem_03_0022_Flag',
233,30023,バニシング,Sub,False,True,Texture2D'/Game/GUI/Common/Tex/Emblem/03/Tex_Emblem_03_0023.Tex_Emblem_03_0023',Texture2D'/Game/GUI/Common/Tex/Emblem/03/Tex_Emblem_03_0023_Flag.Tex_Emblem_03_0023_Flag',
234,30024,ギャラクシー,Sub,False,True,Texture2D'/Game/GUI/Common/Tex/Emblem/03/Tex_Emblem_03_0024.Tex_Emblem_03_0024',Texture2D'/Game/GUI/Common/Tex/Emblem/03/Tex_Emblem_03_0024_Flag.Tex_Emblem_03_0024_Flag',
235,30025,サークルスラッシュ,Sub,False,True,Texture2D'/Game/GUI/Common/Tex/Emblem/03/Tex_Emblem_03_0025.Tex_Emblem_03_0025',Texture2D'/Game/GUI/Common/Tex/Emblem/03/Tex_Emblem_03_0025_Flag.Tex_Emblem_03_0025_Flag',
236,30026,ダブルスター,Sub,False,True,Texture2D'/Game/GUI/Common/Tex/Emblem/03/Tex_Emblem_03_0026.Tex_Emblem_03_0026',Texture2D'/Game/GUI/Common/Tex/Emblem/03/Tex_Emblem_03_0026_Flag.Tex_Emblem_03_0026_Flag',
237,30027,ツインタイド,Sub,False,True,Texture2D'/Game/GUI/Common/Tex/Emblem/03/Tex_Emblem_03_0027.Tex_Emblem_03_0027',Texture2D'/Game/GUI/Common/Tex/Emblem/03/Tex_Emblem_03_0027_Flag.Tex_Emblem_03_0027_Flag',
238,30028,ダイヤサークル,Sub,False,True,Texture2D'/Game/GUI/Common/Tex/Emblem/03/Tex_Emblem_03_0028.Tex_Emblem_03_0028',Texture2D'/Game/GUI/Common/Tex/Emblem/03/Tex_Emblem_03_0028_Flag.Tex_Emblem_03_0028_Flag',
239,30029,ツインハート,Sub,False,True,Texture2D'/Game/GUI/Common/Tex/Emblem/03/Tex_Emblem_03_0029.Tex_Emblem_03_0029',Texture2D'/Game/GUI/Common/Tex/Emblem/03/Tex_Emblem_03_0029_Flag.Tex_Emblem_03_0029_Flag',
240,30030,ハナマル,Sub,False,True,Texture2D'/Game/GUI/Common/Tex/Emblem/03/Tex_Emblem_03_0030.Tex_Emblem_03_0030',Texture2D'/Game/GUI/Common/Tex/Emblem/03/Tex_Emblem_03_0030_Flag.Tex_Emblem_03_0030_Flag',
241,30031,音符記号,Sub,False,True,Texture2D'/Game/GUI/Common/Tex/Emblem/03/Tex_Emblem_03_0031.Tex_Emblem_03_0031',Texture2D'/Game/GUI/Common/Tex/Emblem/03/Tex_Emblem_03_0031_Flag.Tex_Emblem_03_0031_Flag',
242,30032,アングリーマーク,Sub,False,True,Texture2D'/Game/GUI/Common/Tex/Emblem/03/Tex_Emblem_03_0032.Tex_Emblem_03_0032',Texture2D'/Game/GUI/Common/Tex/Emblem/03/Tex_Emblem_03_0032_Flag.Tex_Emblem_03_0032_Flag',
243,30033,ビックリマーク,Sub,False,True,Texture2D'/Game/GUI/Common/Tex/Emblem/03/Tex_Emblem_03_0033.Tex_Emblem_03_0033',Texture2D'/Game/GUI/Common/Tex/Emblem/03/Tex_Emblem_03_0033_Flag.Tex_Emblem_03_0033_Flag',
244,30034,クエスチョンマーク,Sub,False,True,Texture2D'/Game/GUI/Common/Tex/Emblem/03/Tex_Emblem_03_0034.Tex_Emblem_03_0034',Texture2D'/Game/GUI/Common/Tex/Emblem/03/Tex_Emblem_03_0034_Flag.Tex_Emblem_03_0034_Flag',
245,30035,ダブルダレマーク,Sub,False,True,Texture2D'/Game/GUI/Common/Tex/Emblem/03/Tex_Emblem_03_0035.Tex_Emblem_03_0035',Texture2D'/Game/GUI/Common/Tex/Emblem/03/Tex_Emblem_03_0035_Flag.Tex_Emblem_03_0035_Flag',
246,30036,プレイボタン,Sub,False,True,Texture2D'/Game/GUI/Common/Tex/Emblem/03/Tex_Emblem_03_0036.Tex_Emblem_03_0036',Texture2D'/Game/GUI/Common/Tex/Emblem/03/Tex_Emblem_03_0036_Flag.Tex_Emblem_03_0036_Flag',
247,30037,スピードアップ,Sub,False,True,Texture2D'/Game/GUI/Common/Tex/Emblem/03/Tex_Emblem_03_0037.Tex_Emblem_03_0037',Texture2D'/Game/GUI/Common/Tex/Emblem/03/Tex_Emblem_03_0037_Flag.Tex_Emblem_03_0037_Flag',
248,30038,ターゲット,Sub,False,True,Texture2D'/Game/GUI/Common/Tex/Emblem/03/Tex_Emblem_03_0038.Tex_Emblem_03_0038',Texture2D'/Game/GUI/Common/Tex/Emblem/03/Tex_Emblem_03_0038_Flag.Tex_Emblem_03_0038_Flag',
249,30039,ト音記号,Sub,False,True,Texture2D'/Game/GUI/Common/Tex/Emblem/03/Tex_Emblem_03_0039.Tex_Emblem_03_0039',Texture2D'/Game/GUI/Common/Tex/Emblem/03/Tex_Emblem_03_0039_Flag.Tex_Emblem_03_0039_Flag',
250,30040,矢印,Sub,False,True,Texture2D'/Game/GUI/Common/Tex/Emblem/03/Tex_Emblem_03_0040.Tex_Emblem_03_0040',Texture2D'/Game/GUI/Common/Tex/Emblem/03/Tex_Emblem_03_0040_Flag.Tex_Emblem_03_0040_Flag',
251,30041,マインドライト,Sub,False,True,Texture2D'/Game/GUI/Common/Tex/Emblem/03/Tex_Emblem_03_0041.Tex_Emblem_03_0041',Texture2D'/Game/GUI/Common/Tex/Emblem/03/Tex_Emblem_03_0041_Flag.Tex_Emblem_03_0041_Flag',
252,30042,コメントLOVE,Sub,False,True,Texture2D'/Game/GUI/Common/Tex/Emblem/03/Tex_Emblem_03_0042.Tex_Emblem_03_0042',Texture2D'/Game/GUI/Common/Tex/Emblem/03/Tex_Emblem_03_0042_Flag.Tex_Emblem_03_0042_Flag',
253,30043,コンフューズド,Sub,False,True,Texture2D'/Game/GUI/Common/Tex/Emblem/03/Tex_Emblem_03_0043.Tex_Emblem_03_0043',Texture2D'/Game/GUI/Common/Tex/Emblem/03/Tex_Emblem_03_0043_Flag.Tex_Emblem_03_0043_Flag',
254,30044,ラウンドビックリマーク,Sub,False,True,Texture2D'/Game/GUI/Common/Tex/Emblem/03/Tex_Emblem_03_0044.Tex_Emblem_03_0044',Texture2D'/Game/GUI/Common/Tex/Emblem/03/Tex_Emblem_03_0044_Flag.Tex_Emblem_03_0044_Flag',
255,30045,ダウンサンダー,Sub,False,True,Texture2D'/Game/GUI/Common/Tex/Emblem/03/Tex_Emblem_03_0045.Tex_Emblem_03_0045',Texture2D'/Game/GUI/Common/Tex/Emblem/03/Tex_Emblem_03_0045_Flag.Tex_Emblem_03_0045_Flag',
256,30046,プラント,Sub,False,True,Texture2D'/Game/GUI/Common/Tex/Emblem/03/Tex_Emblem_03_0046.Tex_Emblem_03_0046',Texture2D'/Game/GUI/Common/Tex/Emblem/03/Tex_Emblem_03_0046_Flag.Tex_Emblem_03_0046_Flag',
257,30047,通信OK,Sub,False,True,Texture2D'/Game/GUI/Common/Tex/Emblem/03/Tex_Emblem_03_0047.Tex_Emblem_03_0047',Texture2D'/Game/GUI/Common/Tex/Emblem/03/Tex_Emblem_03_0047_Flag.Tex_Emblem_03_0047_Flag',
258,30048,レイニー,Sub,False,True,Texture2D'/Game/GUI/Common/Tex/Emblem/03/Tex_Emblem_03_0048.Tex_Emblem_03_0048',Texture2D'/Game/GUI/Common/Tex/Emblem/03/Tex_Emblem_03_0048_Flag.Tex_Emblem_03_0048_Flag',
259,30049,サンオアクラウド,Sub,False,True,Texture2D'/Game/GUI/Common/Tex/Emblem/03/Tex_Emblem_03_0049.Tex_Emblem_03_0049',Texture2D'/Game/GUI/Common/Tex/Emblem/03/Tex_Emblem_03_0049_Flag.Tex_Emblem_03_0049_Flag',
260,30050,チェックオーケー,Sub,False,True,Texture2D'/Game/GUI/Common/Tex/Emblem/03/Tex_Emblem_03_0050.Tex_Emblem_03_0050',Texture2D'/Game/GUI/Common/Tex/Emblem/03/Tex_Emblem_03_0050_Flag.Tex_Emblem_03_0050_Flag',
261,30051,スペースサークル,Sub,False,True,Texture2D'/Game/GUI/Common/Tex/Emblem/03/Tex_Emblem_03_0051.Tex_Emblem_03_0051',Texture2D'/Game/GUI/Common/Tex/Emblem/03/Tex_Emblem_03_0051_Flag.Tex_Emblem_03_0051_Flag',
262,30052,スリースターズ,Sub,False,True,Texture2D'/Game/GUI/Common/Tex/Emblem/03/Tex_Emblem_03_0052.Tex_Emblem_03_0052',Texture2D'/Game/GUI/Common/Tex/Emblem/03/Tex_Emblem_03_0052_Flag.Tex_Emblem_03_0052_Flag',
263,30053,サターン,Sub,False,True,Texture2D'/Game/GUI/Common/Tex/Emblem/03/Tex_Emblem_03_0053.Tex_Emblem_03_0053',Texture2D'/Game/GUI/Common/Tex/Emblem/03/Tex_Emblem_03_0053_Flag.Tex_Emblem_03_0053_Flag',
264,30054,クアンタムサークル,Sub,False,True,Texture2D'/Game/GUI/Common/Tex/Emblem/03/Tex_Emblem_03_0054.Tex_Emblem_03_0054',Texture2D'/Game/GUI/Common/Tex/Emblem/03/Tex_Emblem_03_0054_Flag.Tex_Emblem_03_0054_Flag',
265,30055,スタースパーク,Sub,False,True,Texture2D'/Game/GUI/Common/Tex/Emblem/03/Tex_Emblem_03_0055.Tex_Emblem_03_0055',Texture2D'/Game/GUI/Common/Tex/Emblem/03/Tex_Emblem_03_0055_Flag.Tex_Emblem_03_0055_Flag',
266,30056,ラインスター,Sub,False,True,Texture2D'/Game/GUI/Common/Tex/Emblem/03/Tex_Emblem_03_0056.Tex_Emblem_03_0056',Texture2D'/Game/GUI/Common/Tex/Emblem/03/Tex_Emblem_03_0056_Flag.Tex_Emblem_03_0056_Flag',
267,30057,アース,Sub,False,True,Texture2D'/Game/GUI/Common/Tex/Emblem/03/Tex_Emblem_03_0057.Tex_Emblem_03_0057',Texture2D'/Game/GUI/Common/Tex/Emblem/03/Tex_Emblem_03_0057_Flag.Tex_Emblem_03_0057_Flag',
268,30058,シャイニングスター,Sub,False,True,Texture2D'/Game/GUI/Common/Tex/Emblem/03/Tex_Emblem_03_0058.Tex_Emblem_03_0058',Texture2D'/Game/GUI/Common/Tex/Emblem/03/Tex_Emblem_03_0058_Flag.Tex_Emblem_03_0058_Flag',
269,30059,クロスソード,Sub,False,True,Texture2D'/Game/GUI/Common/Tex/Emblem/03/Tex_Emblem_03_0059.Tex_Emblem_03_0059',Texture2D'/Game/GUI/Common/Tex/Emblem/03/Tex_Emblem_03_0059_Flag.Tex_Emblem_03_0059_Flag',
270,30060,バットウイング,Sub,False,True,Texture2D'/Game/GUI/Common/Tex/Emblem/03/Tex_Emblem_03_0060.Tex_Emblem_03_0060',Texture2D'/Game/GUI/Common/Tex/Emblem/03/Tex_Emblem_03_0060_Flag.Tex_Emblem_03_0060_Flag',
271,30061,ダブルバッド,Sub,False,True,Texture2D'/Game/GUI/Common/Tex/Emblem/03/Tex_Emblem_03_0061.Tex_Emblem_03_0061',Texture2D'/Game/GUI/Common/Tex/Emblem/03/Tex_Emblem_03_0061_Flag.Tex_Emblem_03_0061_Flag',
272,30062,ツインユニコーン,Sub,False,True,Texture2D'/Game/GUI/Common/Tex/Emblem/03/Tex_Emblem_03_0062.Tex_Emblem_03_0062',Texture2D'/Game/GUI/Common/Tex/Emblem/03/Tex_Emblem_03_0062_Flag.Tex_Emblem_03_0062_Flag',
273,30063,ひび割れハート,Sub,False,True,Texture2D'/Game/GUI/Common/Tex/Emblem/03/Tex_Emblem_03_0063.Tex_Emblem_03_0063',Texture2D'/Game/GUI/Common/Tex/Emblem/03/Tex_Emblem_03_0063_Flag.Tex_Emblem_03_0063_Flag',
274,30064,エンジェルウイング,Sub,False,True,Texture2D'/Game/GUI/Common/Tex/Emblem/03/Tex_Emblem_03_0064.Tex_Emblem_03_0064',Texture2D'/Game/GUI/Common/Tex/Emblem/03/Tex_Emblem_03_0064_Flag.Tex_Emblem_03_0064_Flag',
275,30065,レインボーゲート,Sub,False,True,Texture2D'/Game/GUI/Common/Tex/Emblem/03/Tex_Emblem_03_0065.Tex_Emblem_03_0065',Texture2D'/Game/GUI/Common/Tex/Emblem/03/Tex_Emblem_03_0065_Flag.Tex_Emblem_03_0065_Flag',
276,30066,しだれ藤,Sub,False,True,Texture2D'/Game/GUI/Common/Tex/Emblem/03/Tex_Emblem_03_0066.Tex_Emblem_03_0066',Texture2D'/Game/GUI/Common/Tex/Emblem/03/Tex_Emblem_03_0066_Flag.Tex_Emblem_03_0066_Flag',
277,30067,グローリーリース,Sub,False,True,Texture2D'/Game/GUI/Common/Tex/Emblem/03/Tex_Emblem_03_0067.Tex_Emblem_03_0067',Texture2D'/Game/GUI/Common/Tex/Emblem/03/Tex_Emblem_03_0067_Flag.Tex_Emblem_03_0067_Flag',
278,30068,シューティングスター,Sub,False,True,Texture2D'/Game/GUI/Common/Tex/Emblem/03/Tex_Emblem_03_0068.Tex_Emblem_03_0068',Texture2D'/Game/GUI/Common/Tex/Emblem/03/Tex_Emblem_03_0068_Flag.Tex_Emblem_03_0068_Flag',
279,30069,効果A,Sub,False,True,Texture2D'/Game/GUI/Common/Tex/Emblem/03/Tex_Emblem_03_0069.Tex_Emblem_03_0069',Texture2D'/Game/GUI/Common/Tex/Emblem/03/Tex_Emblem_03_0069_Flag.Tex_Emblem_03_0069_Flag',
280,30070,効果B,Sub,False,True,Texture2D'/Game/GUI/Common/Tex/Emblem/03/Tex_Emblem_03_0070.Tex_Emblem_03_0070',Texture2D'/Game/GUI/Common/Tex/Emblem/03/Tex_Emblem_03_0070_Flag.Tex_Emblem_03_0070_Flag',
281,30071,効果C,Sub,False,True,Texture2D'/Game/GUI/Common/Tex/Emblem/03/Tex_Emblem_03_0071.Tex_Emblem_03_0071',Texture2D'/Game/GUI/Common/Tex/Emblem/03/Tex_Emblem_03_0071_Flag.Tex_Emblem_03_0071_Flag',
282,30072,効果D,Sub,False,True,Texture2D'/Game/GUI/Common/Tex/Emblem/03/Tex_Emblem_03_0072.Tex_Emblem_03_0072',Texture2D'/Game/GUI/Common/Tex/Emblem/03/Tex_Emblem_03_0072_Flag.Tex_Emblem_03_0072_Flag',
283,30073,リーパーサイス,Sub,False,True,Texture2D'/Game/GUI/Common/Tex/Emblem/03/Tex_Emblem_03_0073.Tex_Emblem_03_0073',Texture2D'/Game/GUI/Common/Tex/Emblem/03/Tex_Emblem_03_0073_Flag.Tex_Emblem_03_0073_Flag',
284,30074,オールドクラウン,Sub,False,True,Texture2D'/Game/GUI/Common/Tex/Emblem/03/Tex_Emblem_03_0074.Tex_Emblem_03_0074',Texture2D'/Game/GUI/Common/Tex/Emblem/03/Tex_Emblem_03_0074_Flag.Tex_Emblem_03_0074_Flag',
285,30075,フラッグス,Sub,False,True,Texture2D'/Game/GUI/Common/Tex/Emblem/03/Tex_Emblem_03_0075.Tex_Emblem_03_0075',Texture2D'/Game/GUI/Common/Tex/Emblem/03/Tex_Emblem_03_0075_Flag.Tex_Emblem_03_0075_Flag',
286,30076,ウインドマーク,Sub,False,True,Texture2D'/Game/GUI/Common/Tex/Emblem/03/Tex_Emblem_03_0076.Tex_Emblem_03_0076',Texture2D'/Game/GUI/Common/Tex/Emblem/03/Tex_Emblem_03_0076_Flag.Tex_Emblem_03_0076_Flag',
287,30077,ウイングソード,Sub,False,True,Texture2D'/Game/GUI/Common/Tex/Emblem/03/Tex_Emblem_03_0077.Tex_Emblem_03_0077',Texture2D'/Game/GUI/Common/Tex/Emblem/03/Tex_Emblem_03_0077_Flag.Tex_Emblem_03_0077_Flag',
288,30078,フィフススクウェア,Sub,False,True,Texture2D'/Game/GUI/Common/Tex/Emblem/03/Tex_Emblem_03_0078.Tex_Emblem_03_0078',Texture2D'/Game/GUI/Common/Tex/Emblem/03/Tex_Emblem_03_0078_Flag.Tex_Emblem_03_0078_Flag',
289,30079,リーフスターク,Sub,False,True,Texture2D'/Game/GUI/Common/Tex/Emblem/03/Tex_Emblem_03_0079.Tex_Emblem_03_0079',Texture2D'/Game/GUI/Common/Tex/Emblem/03/Tex_Emblem_03_0079_Flag.Tex_Emblem_03_0079_Flag',
290,30080,クロスクローバー,Sub,False,True,Texture2D'/Game/GUI/Common/Tex/Emblem/03/Tex_Emblem_03_0080.Tex_Emblem_03_0080',Texture2D'/Game/GUI/Common/Tex/Emblem/03/Tex_Emblem_03_0080_Flag.Tex_Emblem_03_0080_Flag',
291,30081,ティアラ,Sub,False,True,Texture2D'/Game/GUI/Common/Tex/Emblem/03/Tex_Emblem_03_0081.Tex_Emblem_03_0081',Texture2D'/Game/GUI/Common/Tex/Emblem/03/Tex_Emblem_03_0081_Flag.Tex_Emblem_03_0081_Flag',
292,30082,サンクレスト,Sub,False,True,Texture2D'/Game/GUI/Common/Tex/Emblem/03/Tex_Emblem_03_0082.Tex_Emblem_03_0082',Texture2D'/Game/GUI/Common/Tex/Emblem/03/Tex_Emblem_03_0082_Flag.Tex_Emblem_03_0082_Flag',
293,30083,フォーウイングス,Sub,False,True,Texture2D'/Game/GUI/Common/Tex/Emblem/03/Tex_Emblem_03_0083.Tex_Emblem_03_0083',Texture2D'/Game/GUI/Common/Tex/Emblem/03/Tex_Emblem_03_0083_Flag.Tex_Emblem_03_0083_Flag',
294,1001,シンボル：ヒカリ,Main,False,False,Texture2D'/Game/GUI/Common/Tex/Emblem/CompleteSet/01/Tex_Emblem_Comp_01_0001.Tex_Emblem_Comp_01_0001',Texture2D'/Game/GUI/Common/Tex/Emblem/CompleteSet/01/Tex_Emblem_Comp_01_0001_Flag.Tex_Emblem_Comp_01_0001_Flag',
295,1002,シンボル：レイカ,Main,False,False,Texture2D'/Game/GUI/Common/Tex/Emblem/CompleteSet/01/Tex_Emblem_Comp_01_0002.Tex_Emblem_Comp_01_0002',Texture2D'/Game/GUI/Common/Tex/Emblem/CompleteSet/01/Tex_Emblem_Comp_01_0002_Flag.Tex_Emblem_Comp_01_0002_Flag',
296,1003,シンボル：シャーリー,Main,False,False,Texture2D'/Game/GUI/Common/Tex/Emblem/CompleteSet/01/Tex_Emblem_Comp_01_0003.Tex_Emblem_Comp_01_0003',Texture2D'/Game/GUI/Common/Tex/Emblem/CompleteSet/01/Tex_Emblem_Comp_01_0003_Flag.Tex_Emblem_Comp_01_0003_Flag',
