---,PrjName,PrjAssetPath,AttackID,GrapID,HitGroup,HitCheckThis,HitCheckPlayer,HitCheckMob,HitCheckBuilding,HitCheckObject,HitCheckShield,InitSpeed,LimitSpeed,FinalSpeed,InitSpeedKeepTime,SpeedUpTime,LimitSpeedKeepTime,FinalSpeedUpTime,Gravity,InitPitch,InitYaw,ForceTargetPitch,ForceTargetYaw,ApplyOwnerPitch,ApplyOwnerYaw,ApplyOwnerRoll,InitSizeX,InitSizeY,InitSizeZ,InitRadius,InitScale,MaxScale,ScaleTime,LifeSpan,StopAfterLifeSpan,LimitMoveLength,AddLimitMoveLength,CrossBreakExtensionRate,MultiHitMaxPlayer,MultiHitMaxNotPlayer,MultiHitInterval,HitCharaProc,HitBGProc,HitBgCharaProc,HitShieldProc,LimitMoveLengthProc,DestroyOwnerDie,IgnorePreHitCheck,DistanceAttenuation,DistanceAttenuation_Max,DistanceAttenuation_MinDamageRate,StrongholdDistanceAttenuation,DodgeCheckEnable,IsHyperHoming,HomingNearOutLookAngle,HomingNearOutLookRange,HomingFarOutLookAngle,HomingFarOutLookRange,HorizontalHomingAbility_Start,HorizontalHomingAbility_End,HorizontalHomingAbility_Time,VerticalHomingAbility_Start,VerticalHomingAbility_End,VerticalHomingAbility_Time,HomingStartTime,HomingEndNearTargetRange,HomingEndTotalMovingDistance,HomingEndTime,IsHorizontalHomingSiteRate,IsVerticalHomingSiteRate,SuperHomingRate,TargetPositionOffset,MinRandomTargetOffset,MaxRandomTargetOffset,MinRandomTargetOffsetTime,MaxRandomTargetOffsetTime,RandomTargetOffsetNearLength,HorizontalVelocityRandomMin,HorizontalVelocityRandomMax,VerticalVelocityRandomMin,VerticalVelocityRandomMax,ShieldType,PrjVital,CoopProjectileID_LifeSpan,CoopProjectileID_HitChara,CoopProjectileID_HitBG,CoopProjectileID_Order,PierceEffectPath,IsObject,ShowHomingAlert,ReportFlag
PRJ_BeamHandGunType03_Bullet01,新・マーノムガン02,/Game/Projectile/wp00207/BP_PrjBeamHandGunType03Bullet01.uasset,174,0,EnemyAll,Through,Enemy,Enemy,Enemy,Enemy,Enemy,55000,58000,0,-1,0.3,-1,-1,0,0,0,True,True,True,True,True,1,1,1,1,1,1,0,1.5,0,50000,0,1,0,0,0,Ignore,Die,Die,Die,Die,False,False,0,0,1,0,True,False,60,500,60,500,45,45,0,45,45,0,0,2000,0,0,True,True,1.5,None,0,0,0,0,0,0,0,0,0,None,0,0,0,0,0,,False,False,True
PRJ_IceLineBomb_Bullet01,氷結ボンバルド (投擲弾),/Game/Projectile/wp00208/BP_PrjIceLineBombBullet01.uasset,0,0,EnemyAll,Through,Enemy,Enemy,Enemy,Enemy,Enemy,20000,20000,0,-1,0,-1,-1,90000,15,0,False,False,True,True,True,1,1,1,1,0.1,1,0.3,60,0,10000000,0,1,0,0,0,Die,Die,Die,Die,StopDie,False,False,0,0,1,0,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,True,0,None,0,0,0,0,0,0,0,0,0,None,0,301,301,301,300,,False,False,True
PRJ_InvincibleShield_Barrier01,無敵デ・ファンス,/Game/Projectile/wp00209/BP_PrjInvincibleShieldBarrier01.uasset,0,0,None,Through,Through,Through,Through,Through,Enemy,0,0,0,-1,0,-1,-1,0,0,0,False,False,False,False,False,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,Ignore,Ignore,Ignore,Die,Stop,True,False,0,0,1,0,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,0,None,0,0,0,0,0,0,0,0,0,DirectivityImmortalAllMighty,-1,0,0,0,0,,False,False,False
PRJ_BlizzardGunType02_Bullet01,氷結銃(X7133 右),/Game/Projectile/wp00210/BP_PrjBlizzardGunType02Bullet01.uasset,175,0,EnemyAll,Through,Enemy,Enemy,Enemy,Enemy,Enemy,50000,40000,0,-1,0.5,-1,-1,0,0,0,True,True,True,True,True,1,1,1,1,1,1,0,1.5,0,50000,0,1,0,0,0,Die,Die,Die,Die,StopDie,False,False,0,0,1,0,True,False,30,5000,30,5000,30,30,0,30,30,0,0,2000,0,0,True,True,1.5,None,0,0,0,0,0,0,0,0,0,None,0,0,0,0,0,,False,False,True
PRJ_BlizzardGunType03_Bullet01,氷結放射(x7133 左),/Game/Projectile/wp00211/BP_PrjBlizzardGunType03Bullet01.uasset,176,0,EnemyAll,Through,Enemy,Enemy,Enemy,Enemy,Enemy,57600,38000,0,-1,0.5,-1,-1,0,0,0,False,False,True,True,True,1,1,1,1,1,10,0.25,5,0,21600,0,1,0,0,0,Ignore,Die,Die,Die,StopDie,False,False,0,0,1,0,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,True,1.2,None,0,0,0,0,0,-0.8,0.8,-0.2,0.3,None,0,0,0,0,0,,False,False,True
PRJ_OptionsShieldType02_Bullet01,シールドヴァイト(右版),/Game/Projectile/wp00212/BP_PrjOptionsShieldType02Bullet01.uasset,177,0,FriendPlayer,Through,Friend,Through,Through,Through,Enemy,30000,30000,0,-1,0,-1,-1,0,0,0,True,True,True,True,True,1,1,1,1,1,1,0,3,0,50000,0,1,0,0,0,Die,Die,Die,Die,Die,False,False,0,0,1,0,False,True,180,100000,180,100000,180,180,0.5,180,180,0.5,0,0,0,0,True,True,1.2,None,0,0,0,0,0,0,0,0,0,None,0,0,0,0,302,,False,False,True
PRJ_ShotGunType03_Bullet01,ポンプショットガン(散弾1回目),/Game/Projectile/wp00213/BP_PrjShotGunType03Bullet01.uasset,178,0,EnemyAll,Through,Enemy,Enemy,Enemy,Enemy,Enemy,55000,20000,0,0.1,0.1,-1,-1,0,0,0,True,True,True,True,True,1,1,1,1,1.2,1.2,0,1,0,13500,0,1,0,0,0,Die,Die,Die,Die,Die,False,False,0,0,1,0,True,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,True,1.1,None,0,0,0,0,0,0,0,0,0,None,0,0,0,0,0,,False,False,True
PRJ_ShotGunType03_Bullet02,ポンプショットガン(散弾2回目),/Game/Projectile/wp00213/BP_PrjShotGunType03Bullet02.uasset,179,0,EnemyAll,Through,Enemy,Enemy,Enemy,Enemy,Enemy,57000,21500,0,0.1,0.1,-1,-1,0,0,0,True,True,True,True,True,1,1,1,1,1.2,1.2,0,1,0,10000,0,1,0,0,0,Die,Die,Die,Die,Die,False,False,0,0,1,0,True,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,True,1.1,None,0,0,0,0,0,0,0,0,0,None,0,0,0,0,0,,False,False,True
PRJ_ShotGunType03_Bullet03,ポンプショットガン(散弾3回目),/Game/Projectile/wp00213/BP_PrjShotGunType03Bullet03.uasset,180,0,EnemyAll,Through,Enemy,Enemy,Enemy,Enemy,Enemy,59000,23000,0,0.1,0.1,-1,-1,0,0,0,True,True,True,True,True,1,1,1,1,1.2,1.2,0,1,0,12000,0,1,0,0,0,Die,Die,Die,Die,Die,False,False,0,0,1,0,True,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,True,1.1,None,0,0,0,0,0,0,0,0,0,None,0,0,0,0,0,,False,False,True
PRJ_ShotGunType03_Bullet04,ポンプショットガン(散弾4回目),/Game/Projectile/wp00213/BP_PrjShotGunType03Bullet04.uasset,181,0,EnemyAll,Through,Enemy,Enemy,Enemy,Enemy,Enemy,61000,24500,0,0.1,0.1,-1,-1,0,0,0,True,True,True,True,True,1,1,1,1,1.2,1.2,0,1,0,11000,0,1,0,0,0,Die,Die,Die,Die,Die,False,False,0,0,1,0,True,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,True,1.1,None,0,0,0,0,0,0,0,0,0,None,0,0,0,0,0,,False,False,True
PRJ_ShotGunType03_Bullet05,ポンプショットガン(散弾5回目),/Game/Projectile/wp00213/BP_PrjShotGunType03Bullet05.uasset,182,0,EnemyAll,Through,Enemy,Enemy,Enemy,Enemy,Enemy,63000,26000,0,0.1,0.1,-1,-1,0,0,0,True,True,True,True,True,1,1,1,1,1.2,1.2,0,1,0,13000,0,1,0,0,0,Die,Die,Die,Die,Die,False,False,0,0,1,0,True,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,True,1.1,None,0,0,0,0,0,0,0,0,0,None,0,0,0,0,0,,False,False,True
PRJ_BigShield_Barrier01,巨大デ・ファンス,/Game/Projectile/wp00214/BP_PrjBigShieldBarrier01.uasset,0,0,None,Through,Through,Through,Through,Through,Enemy,0,0,0,-1,0,-1,-1,0,0,0,False,False,False,False,False,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,Ignore,Ignore,Ignore,Die,Stop,True,False,0,0,1,0,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,0,None,0,0,0,0,0,0,0,0,0,DirectivityAllMighty,500,0,0,0,0,,False,False,False
PRJ_BeamRifleType05_Bullet01,3点射グレイン,/Game/Projectile/wp00215/BP_PrjBeamRifleType05Bullet01.uasset,183,0,EnemyAll,Through,Enemy,Enemy,Enemy,Enemy,Enemy,63000,68000,0.3,-1,0.3,-1,-1,0,0,0,True,True,True,True,True,1,1,1,1,1,1,0,2,0,50000,0,1,0,0,0,Ignore,Die,Die,Die,Die,False,False,0,0,1,0,True,False,45,500,45,500,32,32,0,32,32,0,0,2000,0,0,True,True,2,None,0,0,0,0,0,0,0,0,0,None,0,0,0,0,0,,False,False,True
PRJ_SentryGunType04_Bullet01,ターレットGT (投擲弾),/Game/Projectile/wp00216/BP_PrjSentryGunType04Bullet01.uasset,0,0,None,Through,Through,Through,All,Through,Enemy,15000,15000,0,-1,0,-1,-1,10000,20,0,False,False,True,True,True,1,1,1,1,1,1,0,60,0,7500,15000,1,0,0,0,Die,Die,Die,Die,StopDie,False,False,0,0,1,0,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,True,0,None,0,0,0,0,0,0,0,0,0,None,0,303,303,303,0,,False,False,True
PRJ_LaserType02_Bullet01,ラゼルⅡ,/Game/Projectile/wp00217/BP_PrjLaserType02Bullet01.uasset,184,0,EnemyAll,Through,Enemy,Enemy,Enemy,Enemy,Enemy,75000,75000,0,-1,0,-1,-1,0,0,0,False,False,True,True,True,1,1,1,1,1,1,0,100,0,50000,0,1,50,70,0.06,Ignore,Ignore,Ignore,Ignore,Extra,False,False,0,0,1,0,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,True,1.2,None,0,0,0,0,0,0,0,0,0,None,0,0,0,0,0,,False,False,True
PRJ_TrapBomb_Bullet01,センサーボム (投擲弾),/Game/Projectile/wp00218/BP_PrjTrapBombBullet01.uasset,0,0,EnemyAll,Through,Enemy,Enemy,Enemy,Enemy,Enemy,25000,25000,0,-1,0,-1,-1,16000,15,0,False,False,True,True,True,1,1,1,1,0.2,1.6,0.4,60,0,18000,0,1,0,0,0,Die,Die,Die,Die,StopDie,False,False,0,0,1,0,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,True,0,None,0,0,0,0,0,0,0,0,0,None,0,305,305,305,0,,False,False,True
PRJ_HandGatlingGun_Bullet01,ハンドガトリングガン,/Game/Projectile/wp00219/BP_PrjHandGatlingGunBullet01.uasset,185,0,EnemyAll,Through,Enemy,Enemy,Enemy,Enemy,Enemy,70000,70000,0,-1,0,-1,-1,0,0,0,True,True,True,True,True,1,1,1,1,1,1,0,2,0,55000,0,1,0,0,0,Die,Die,Die,Die,Die,False,False,0,0,1,0,True,False,20,1000,20,1000,20,20,0,20,20,0,0,1500,0,0,True,True,3,None,0,0,0,0,0,-0.5,0.5,-0.5,0.5,None,0,0,0,0,0,,False,False,True
PRJ_HandGatlingGun_Bullet02,ハンドガトリングガン　　　のけぞりなし,/Game/Projectile/wp00219/BP_PrjHandGatlingGunBullet02.uasset,186,0,EnemyAll,Through,Enemy,Enemy,Enemy,Enemy,Enemy,70000,70000,0,-1,0,-1,-1,0,0,0,True,True,True,True,True,1,1,1,1,1,1,0,2,0,55000,0,1,0,0,0,Die,Die,Die,Die,Die,False,False,0,0,1,0,True,False,20,1000,20,1000,20,20,0,20,20,0,0,1500,0,0,True,True,3,None,0,0,0,0,0,-0.5,0.5,-0.5,0.5,None,0,0,0,0,0,,False,False,True
PRJ_HandGunType04_Bullet01,2on2ハンドガン,/Game/Projectile/wp00220/BP_PrjHandGunType04Bullet01.uasset,187,0,EnemyAll,Through,Enemy,Enemy,Enemy,Enemy,Enemy,70000,70000,0,-1,0,-1,-1,0,0,0,True,True,True,True,True,1,1,1,1,1,2,0.15,1.5,0,50000,0,1,0,0,0,Die,Die,Die,Die,Die,False,False,0,0,1,0,True,False,90,500,90,500,45,45,0,45,45,0,0,2000,0,0,True,True,1.2,None,0,0,0,0,0,0,0,0,0,None,0,0,0,0,0,,False,False,True
Coop_PRJ,以下連携弾,,0,0,None,Through,Through,Through,Through,Through,Enemy,0,0,0,-1,0,-1,-1,0,0,0,False,False,False,False,False,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,Ignore,Ignore,Ignore,Ignore,Die,False,False,0,0,1,0,True,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,True,1.2,None,0,0,0,0,0,0,0,0,0,None,0,0,0,0,0,,False,False,False
Coop_PRJ_PulseGun_Coop01,パルスガン(爆発),/Game/Projectile/wp00003/BP_PrjPulseGunCoop01.uasset,189,0,EnemyAll,Through,Enemy,Enemy,Enemy,Enemy,Enemy,0,0,0,-1,0,-1,-1,0,0,0,False,False,True,True,True,1,1,1,500,0.001,3,0.2,0.25,0,0,0,1,0,0,0,Ignore,Ignore,Die,Ignore,Stop,False,False,0,0,1,0,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,1.2,None,0,0,0,0,0,0,0,0,0,None,0,0,0,0,0,,False,False,False
Coop_PRJ_RocketLauncher_Coop01,バースト・ボム改 E200),/Game/Projectile/wp00005/BP_PrjRocketLauncherCoop01.uasset,190,0,EnemyAll,Through,Enemy,Enemy,Enemy,Enemy,Enemy,0,0,0,-1,0,-1,-1,0,0,0,False,False,True,True,True,1,1,1,500,0.001,3,0.2,0.25,0,0,0,1,0,0,0,Ignore,Ignore,Die,Ignore,Stop,False,False,0,0,1,0,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,1.2,None,0,0,0,0,0,0,0,0,0,None,0,0,0,0,0,,False,False,False
Coop_PRJ_MultipleGrenadeLauncher_Coop01,多連装導弾 大蛇　(爆発)　　（マルチランチャー・AS）,/Game/Projectile/wp00015/BP_PrjMultipleGrenadeLauncherCoop01.uasset,192,0,EnemyAll,Through,Enemy,Enemy,Enemy,Enemy,Enemy,0,0,0,-1,0,-1,-1,0,0,0,False,False,False,False,False,1,1,1,500,0.001,1.5,0.2,0.25,0,0,0,1,0,0,0,Ignore,Ignore,Ignore,Ignore,Stop,False,False,0,0,1,0,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,0,None,0,0,0,0,0,0,0,0,0,None,0,0,0,0,0,,False,False,False
Coop_PRJ_IceGun_Coop03,アイスランガー （氷塊）　　　　　　　（氷結銃・SP）,/Game/Projectile/wp00025/BP_PrjIceGunCoop03.uasset,0,0,None,Through,Through,Through,Through,Through,Enemy,0,0,0,-1,0,-1,-1,0,0,0,False,False,False,False,False,1,1,1,500,0.001,3,2,10,0,0,0,1,0,0,0,Ignore,Ignore,Ignore,Ignore,Stop,False,False,0,0,1,0,True,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,0,None,0,0,0,0,0,0,0,0,0,None,700,0,0,0,0,,True,False,False
Coop_PRJ_RocketLauncherType02_Coop01,単装導弾 堕撃　(爆発)　（ロケットランチャー・AS左）,/Game/Projectile/wp00028/BP_PrjRocketLauncherType02Coop01.uasset,193,0,EnemyAll,Through,Enemy,Enemy,Enemy,Enemy,Enemy,0,0,0,-1,0,-1,-1,0,0,0,False,False,False,False,False,1,1,1,500,0.001,3,0.2,0.25,0,0,0,1,0,0,0,Ignore,Ignore,Ignore,Ignore,Stop,False,False,0,0,1,0,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,0,None,0,0,0,0,0,0,0,0,0,None,0,0,0,0,0,,False,False,False
Coop_PRJ_PlasmaGun_Coop01,エスプロジオ　(爆発)　　　　　（プラズマガン・AS）,/Game/Projectile/wp00030/BP_PrjPlasmaGunCoop01.uasset,194,0,EnemyAll,Through,Enemy,Enemy,Enemy,Enemy,Enemy,0,0,0,-1,0,-1,-1,0,0,0,False,False,False,False,False,1,1,1,500,0.001,2.8,0.2,0.7,0,0,0,1,7,7,0.09,Ignore,Ignore,Ignore,Ignore,Stop,False,False,0,0,1,0,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,0,None,0,0,0,0,0,0,0,0,0,None,0,0,0,0,0,,False,False,False
Coop_PRJ_BothHandsRocketLauncher_Coop01,単装導弾 双撃 (右)(爆発)　　　（両手ロケラン・AS）,/Game/Projectile/wp00031/BP_PrjBothHandsRocketLauncherCoop01.uasset,195,0,EnemyAll,Through,Enemy,Enemy,Enemy,Enemy,Enemy,0,0,0,-1,0,-1,-1,0,0,0,False,False,False,False,False,1,1,1,500,0.001,4,0.3,0.4,0,0,0,1,0,0,0,Ignore,Ignore,Ignore,Ignore,Stop,False,True,0,0,1,0,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,0,None,0,0,0,0,0,0,0,0,0,None,0,0,0,0,0,,False,False,False
Coop_PRJ_BothHandsRocketLauncher_Coop02,単装導弾 双撃 (左)(爆発),/Game/Projectile/wp00031/BP_PrjBothHandsRocketLauncherCoop02.uasset,196,0,EnemyAll,Through,Enemy,Enemy,Enemy,Enemy,Enemy,0,0,0,-1,0,-1,-1,0,0,0,False,False,False,False,False,1,1,1,500,0.001,4,0.3,0.4,0,0,0,1,0,0,0,Ignore,Ignore,Ignore,Ignore,Stop,False,True,0,0,1,0,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,0,None,0,0,0,0,0,0,0,0,0,None,0,0,0,0,0,,False,False,False
Coop_PRJ_GatlingGunAndRocketLauncher_Coop01,デモリッシュ (爆発)　　　　（ガトリングランチャー）,/Game/Projectile/wp00032/BP_PrjGatlingGunAndRocketLauncherCoop01.uasset,197,0,EnemyAll,Through,Enemy,Enemy,Enemy,Enemy,Enemy,0,0,0,-1,0,-1,-1,0,0,0,False,False,False,False,False,1,1,1,500,0.001,1.5,0.2,0.25,0,0,0,1,0,0,0,Ignore,Ignore,Ignore,Ignore,Stop,False,False,0,0,1,0,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,0,None,0,0,0,0,0,0,0,0,0,None,0,0,0,0,0,,False,False,False
Coop_PRJ_Cannon_Coop01,爆撃砲 龍星　(直進) (爆発)　　　　　（迫撃砲・AS）,/Game/Projectile/wp00033/BP_PrjCannonCoop01.uasset,198,0,EnemyAll,Through,Enemy,Enemy,Enemy,Enemy,Enemy,0,0,0,-1,0,-1,-1,0,0,0,False,False,False,False,False,1,1,1,500,0.001,5.2,0.2,0.6,0,0,0,1,0,0,0,Ignore,Ignore,Ignore,Ignore,Stop,False,True,0,0,1,0,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,0,None,0,0,0,0,0,0,0,0,0,None,0,0,0,0,0,,False,False,False
Coop_PRJ_Cannon_Coop02,爆撃砲 龍星　(曲射) (爆発),/Game/Projectile/wp00033/BP_PrjCannonCoop02.uasset,199,0,EnemyAll,Through,Enemy,Enemy,Enemy,Enemy,Enemy,0,0,0,-1,0,-1,-1,0,0,0,False,False,False,False,False,1,1,1,500,0.001,13,0.2,0.6,0,0,0,1,0,0,0,Ignore,Ignore,Ignore,Ignore,Stop,False,True,0,0,1,0,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,0,None,0,0,0,0,0,0,0,0,0,None,0,0,0,0,0,,False,False,False
Coop_PRJ_TwinBastardRifle_Coop01,プロトンブラスター (爆発)　8HIT　　（爆風レーザー）,/Game/Projectile/wp00034/BP_PrjTwinBastardRifleCoop01.uasset,200,0,EnemyAll,Through,Enemy,Enemy,Enemy,Enemy,Enemy,0,0,0,-1,0,-1,-1,0,0,0,False,False,False,False,False,1,1,1,500,1,13.5,0.6,1.2,0,0,0,1,8,1,0.1,Ignore,Ignore,Ignore,Ignore,Stop,False,True,0,0,1,0,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,0,None,0,0,0,0,0,0,0,0,0,None,0,0,0,0,0,,False,False,False
Coop_PRJ_TwinBastardRifle_Coop02,プロトンブラスター (空中爆発),/Game/Projectile/wp00034/BP_PrjTwinBastardRifleCoop02.uasset,201,0,EnemyAll,Through,Enemy,Enemy,Enemy,Enemy,Enemy,0,0,0,-1,0,-1,-1,0,0,0,False,False,False,False,False,1,1,1,500,1,10,0.6,1.2,0,0,0,1,8,1,0.1,Ignore,Ignore,Ignore,Ignore,Stop,False,True,0,0,1,0,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,0,None,0,0,0,0,0,0,0,0,0,None,0,0,0,0,0,,False,False,False
Coop_PRJ_SatelliteMortar_Etc01,エステジオン・ボム (発射台)　　　（衛星爆撃砲・SP）,/Game/Projectile/wp00038/BP_PrjSatelliteMortarEtc01.uasset,0,0,None,Through,Through,Through,Through,Through,Enemy,0,0,0,-1,0,-1,-1,0,0,0,False,False,False,False,False,1,1,1,1,1,1,0,100,0,0,0,1,0,0,0,Ignore,Ignore,Ignore,Ignore,Stop,False,False,0,0,1,0,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,True,0,None,0,0,0,0,0,0,0,0,0,None,0,0,0,0,245,,False,False,True
Coop_PRJ_SatelliteMortar_Bullet01,エステジオン・ボム (弾),/Game/Projectile/wp00038/BP_PrjSatelliteMortarBullet01.uasset,202,0,EnemyAll,Through,Enemy,Enemy,Enemy,Enemy,Enemy,15000,40000,0,0.4,0,-1,-1,0,0,0,False,False,True,True,True,1,1,1,1,1,1,0,30,0,1000000,0,1,0,0,0,Die,Die,Die,Die,StopDie,False,False,0,0,1,0,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,0,None,0,0,0,0,0,0,0,0,0,None,0,246,246,246,0,,False,False,True
Coop_PRJ_SatelliteMortar_Coop01,エステジオン・ボム (爆発),/Game/Projectile/wp00038/BP_PrjSatelliteMortarCoop01.uasset,203,0,EnemyAll,Through,Enemy,Enemy,Enemy,Enemy,Enemy,0,0,0,-1,0,-1,-1,0,0,0,False,False,False,False,False,1,1,1,500,0.001,10,0.2,0.25,0,0,0,1,0,0,0,Ignore,Ignore,Ignore,Ignore,Stop,False,True,0,0,1,0,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,0,None,0,0,0,0,0,0,0,0,0,None,0,0,0,0,0,,False,False,False
Coop_PRJ_HarpoonGun_Coop01,ハープーン・エギユ (爆発)　　　　（ハープーン・SP）,/Game/Projectile/wp00040/BP_PrjHarpoonGunCoop01.uasset,204,0,EnemyAll,Through,Enemy,Enemy,Enemy,Enemy,Enemy,0,0,0,-1,0,-1,-1,0,0,0,False,False,False,False,False,1,1,1,500,0.001,3.3,0.2,0.6,0,0,0,1,0,0,0,Ignore,Ignore,Ignore,Ignore,Stop,False,False,0,0,1,0,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,0,None,0,0,0,0,0,0,0,0,0,None,0,0,0,0,0,,False,False,False
Coop_PRJ_SatelliteLaser_Etc01,エステジオン・レイ (発射台)　　（衛星レーザー・SP）,/Game/Projectile/wp00045/BP_PrjSatelliteLaserEtc01.uasset,0,0,None,Through,Through,Through,Through,Through,Enemy,0,0,0,-1,0,-1,-1,0,0,0,False,False,False,False,False,1,1,1,1,1,1,0,100,0,0,0,1,0,0,0,Ignore,Ignore,Ignore,Ignore,Stop,False,False,0,0,1,0,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,True,0,None,0,0,0,0,0,0,0,0,0,None,0,0,0,0,249,,False,False,True
Coop_PRJ_SatelliteLaser_Coop01,エステジオン・レイ (火柱),/Game/Projectile/wp00045/BP_PrjSatelliteLaserCoop01.uasset,206,0,EnemyAll,Through,Enemy,Enemy,Enemy,Enemy,Enemy,0,0,0,-1,0,-1,-1,0,0,0,False,False,False,False,False,1,1,1,1,1,3,0.1,1,0,0,0,1,0,0,0,Ignore,Ignore,Ignore,Ignore,Stop,False,True,0,0,1,0,True,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,0,None,0,0,0,0,0,0,0,0,0,None,0,0,0,0,0,,False,False,False
Coop_PRJ_TacticalNuclear_Coop01,爆撃砲 加具土 (爆発)　　　　　　　　　　（核・AS）,/Game/Projectile/wp00046/BP_PrjTacticalNuclearCoop01.uasset,207,0,EnemyAll,Hit,All,Enemy,Enemy,Enemy,Enemy,0,0,0,-1,0,-1,-1,0,0,0,False,False,False,False,False,1,1,1,420,0.001,35,2,3,0,0,0,1,30,30,0.1,Ignore,Ignore,Ignore,Ignore,Stop,False,True,0,0,1,0,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,0,None,0,0,0,0,0,0,0,0,0,None,0,0,0,0,0,,False,False,False
Coop_PRJ_BoundBubble_Coop01,跳射爆弾 泡沫 (爆発)　　　　（反射シャボン玉弾・SP）,/Game/Projectile/wp00048/BP_PrjBoundBubbleCoop01.uasset,208,0,EnemyAll,Through,Through,Through,Through,Through,Enemy,0,0,0,-1,0,-1,-1,0,0,0,False,False,False,False,False,1,1,1,500,0.001,7,0.1,0.25,0,0,0,1,0,0,0,Ignore,Ignore,Ignore,Ignore,Stop,False,False,0,0,1,0,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,0,None,0,0,0,0,0,0,0,0,0,None,0,0,0,0,0,,False,False,False
Coop_PRJ_MobHijackJammer_Coop01,モブ寝返りジャマー(爆発),/Game/Projectile/wp00050/BP_PrjMobHijackJammerCoop01.uasset,209,0,EnemyMob,Through,Through,Enemy,Through,Through,Enemy,0,0,0,-1,0,-1,-1,0,0,0,False,False,False,True,False,1,1,1,500,0.001,10,0.2,8,0,0,0,1,0,0,0,Ignore,Ignore,Die,Ignore,Stop,False,False,0,0,1,0,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,1.2,None,0,0,0,0,0,0,0,0,0,None,0,0,0,0,0,,False,False,False
Coop_PRJ_Hammer_Coop01,ブラックスミス (爆発）　　　（ハンマーキャノン・VG）,/Game/Projectile/wp00069/BP_PrjHammerCoop01.uasset,210,0,EnemyAll,Through,Enemy,Enemy,Enemy,Enemy,Enemy,0,0,0,-1,0,-1,-1,0,0,0,False,False,False,False,False,1,1,1,500,0.001,6.5,0.2,2,0,0,0,1,3,45,0.1,Ignore,Ignore,Ignore,Ignore,Stop,False,True,0,0,1,0,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,0,None,0,0,0,0,0,0,0,0,0,None,0,0,0,0,0,,True,False,False
Coop_PRJ_SentryGun_Character01,ターレットBR (発射台)　　　　　　（ターレット・SP）,/Game/Projectile/wp00071/BP_PrjSentryGunCharacter01.uasset,0,0,None,Through,Through,Through,Through,Through,Enemy,0,0,0,-1,0,-1,-1,0,0,0,True,True,True,True,True,1,1,1,100,1,1,0,11,0,0,0,1,0,0,0,Ignore,Ignore,Ignore,Ignore,Die,False,False,0,0,1,0,True,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,0,None,0,0,0,0,0,0,0,0,0,None,300,0,0,0,255,,True,False,False
