---,QuestId,QuestReleaseId,QuestReleaseItemId,IntValue,TimeValue
1141,5044,1,3,9,0001-01-01 00:00:00
1142,5044,1,1,5006,0001-01-01 00:00:00
1143,5045,1,11,0,2019-03-27 08:00:00
1144,5045,1,3,9,0001-01-01 00:00:00
1145,5045,1,1,5007,0001-01-01 00:00:00
1146,5046,1,11,0,2019-04-24 08:00:00
1147,5046,1,1,5042,0001-01-01 00:00:00
1148,5046,1,3,10,0001-01-01 00:00:00
1149,5047,1,11,0,2019-05-29 08:00:00
1150,5047,1,1,5027,0001-01-01 00:00:00
1151,5048,1,11,0,2036-01-01 08:00:00
1152,5048,2,2,6,0001-01-01 00:00:00
1153,5049,1,3,5,0001-01-01 00:00:00
1154,5049,1,12,0,2019-06-26 08:00:00
1155,5050,1,1,5049,0001-01-01 00:00:00
1156,5050,1,12,0,2019-06-26 08:00:00
1157,5051,1,1,5050,0001-01-01 00:00:00
1158,5051,1,12,0,2019-06-26 08:00:00
1159,5052,1,3,5,0001-01-01 00:00:00
1160,5052,1,12,0,2019-07-31 06:00:00
1161,5053,1,1,5052,0001-01-01 00:00:00
1162,5053,1,12,0,2019-07-31 06:00:00
1163,5054,1,1,5053,0001-01-01 00:00:00
1164,5054,1,12,0,2019-07-31 06:00:00
1165,5055,1,1,5054,0001-01-01 00:00:00
1166,5055,1,12,0,2019-07-31 06:00:00
1167,5056,1,11,0,2019-08-07 06:00:00
1168,5056,1,1,5047,0001-01-01 00:00:00
1169,5057,1,11,0,2019-08-07 06:00:00
1170,5057,1,1,5013,0001-01-01 00:00:00
1171,5058,1,11,0,2019-08-07 06:00:00
1172,5058,1,3,5,0001-01-01 00:00:00
1173,5059,1,11,0,2019-08-07 06:00:00
1174,5059,2,1,5058,0001-01-01 00:00:00
1175,5060,1,11,0,2019-08-07 06:00:00
1176,5060,2,1,5059,0001-01-01 00:00:00
1177,5061,1,11,0,2019-08-07 06:00:00
1178,5061,2,1,5060,0001-01-01 00:00:00
1179,5066,1,11,0,2019-09-11 08:00:00
1180,5066,1,12,0,2019-10-11 06:00:00
1181,5067,1,1,5066,2019-09-11 08:00:00
1182,5067,1,12,0,2019-10-11 06:00:00
1183,5068,1,1,5067,2019-09-11 08:00:00
1184,5068,1,12,0,2019-10-11 06:00:00
1185,5069,1,1,5068,2019-09-11 08:00:00
1186,5069,1,12,0,2019-10-11 06:00:00
1187,5070,1,11,0,2019-10-16 08:00:00
1188,5070,1,12,0,2019-11-15 06:00:00
1189,5071,1,1,5070,2019-10-16 08:00:00
1190,5071,1,12,0,2019-11-15 06:00:00
1191,5072,1,1,5071,2019-10-16 08:00:00
1192,5072,1,12,0,2019-11-15 06:00:00
1193,5073,1,1,5072,2019-10-16 08:00:00
1194,5073,1,12,0,2019-11-15 06:00:00
1195,5074,1,11,0,2019-10-30 08:00:00
1196,5074,1,12,0,2036-01-01 08:00:00
1197,5075,1,11,0,2019-11-06 08:00:00
1198,5075,1,1,5074,0001-01-01 00:00:00
1199,5075,1,12,0,2036-01-01 08:00:00
1200,5076,1,11,0,2019-11-13 08:00:00
1201,5076,1,1,5075,0001-01-01 00:00:00
1202,5076,1,12,0,2036-01-01 08:00:00
1203,5077,1,11,0,2019-11-20 08:00:00
1204,5077,1,1,5076,0001-01-01 00:00:00
1205,5077,1,12,0,2036-01-01 08:00:00
1206,5078,1,11,0,2019-11-27 08:00:00
1207,5078,1,1,5077,0001-01-01 00:00:00
1208,5078,1,12,0,2036-01-01 08:00:00
1209,5079,1,11,0,2019-12-04 08:00:00
1210,5079,1,1,5078,0001-01-01 00:00:00
1211,5079,1,12,0,2036-01-01 08:00:00
1212,5080,1,11,0,2019-12-11 08:00:00
1213,5080,1,1,5079,0001-01-01 00:00:00
1214,5080,1,12,0,2036-01-01 08:00:00
1215,5081,1,11,0,2019-11-13 08:00:00
1216,5081,1,1,5057,0001-01-01 00:00:00
1217,5082,1,11,0,2019-12-04 08:00:00
1218,5082,1,1,5081,0001-01-01 00:00:00
1219,5083,1,11,0,2020-01-22 08:00:00
1220,5083,1,1,5082,0001-01-01 00:00:00
1221,5084,1,11,0,2019-12-18 08:00:00
1222,5084,1,12,0,2019-12-30 06:00:00
1223,5085,1,1,5084,0001-01-01 00:00:00
1224,5085,1,12,0,2019-12-30 06:00:00
1225,5086,1,1,5085,0001-01-01 00:00:00
1226,5086,1,12,0,2019-12-30 06:00:00
1227,5087,1,1,5086,0001-01-01 00:00:00
1228,5087,1,12,0,2019-12-30 06:00:00
1229,5088,1,11,0,2020-01-01 08:00:00
1230,5088,1,12,0,2020-01-22 06:00:00
1231,5089,1,1,5088,0001-01-01 00:00:00
1232,5089,1,12,0,2020-01-22 06:00:00
1233,5090,1,1,5089,0001-01-01 00:00:00
1234,5090,1,12,0,2020-01-22 06:00:00
1235,5091,1,1,5090,0001-01-01 00:00:00
1236,5091,1,12,0,2020-01-22 06:00:00
1237,5092,1,11,0,2020-02-05 08:00:00
1238,5092,1,12,0,2020-02-19 06:00:00
1239,5093,1,1,5092,0001-01-01 00:00:00
1240,5093,1,12,0,2020-02-19 06:00:00
1241,5094,1,1,5093,0001-01-01 00:00:00
1242,5094,1,12,0,2020-02-19 06:00:00
1243,5095,1,1,5094,0001-01-01 00:00:00
1244,5095,1,12,0,2020-02-19 06:00:00
1245,5100,1,11,0,2020-02-12 08:00:00
1246,5100,1,1,5083,0001-01-01 00:00:00
1247,5101,1,11,0,2020-02-26 08:00:00
1248,5101,1,1,5100,0001-01-01 00:00:00
1249,5102,1,11,0,2020-03-11 08:00:00
1250,5102,1,1,5101,0001-01-01 00:00:00
1251,5103,1,11,0,2020-03-25 08:00:00
1252,5103,1,1,5102,0001-01-01 00:00:00
1253,5104,1,11,0,2020-02-19 08:00:00
1254,5104,1,12,0,2020-03-04 06:00:00
1255,5105,1,1,5104,0001-01-01 00:00:00
1256,5105,1,12,0,2020-03-04 06:00:00
1257,5106,1,1,5105,0001-01-01 00:00:00
1258,5106,1,12,0,2020-03-04 06:00:00
1259,5107,1,1,5106,0001-01-01 00:00:00
1260,5107,1,12,0,2020-03-04 06:00:00
1261,5108,1,11,0,2010-04-22 08:00:00
1262,5108,1,12,0,2010-05-06 06:00:00
1263,5109,1,1,5108,0001-01-01 00:00:00
1264,5109,1,12,0,2010-05-06 06:00:00
1265,5110,1,1,5109,0001-01-01 00:00:00
1266,5110,1,12,0,2010-05-06 06:00:00
1267,5111,1,1,5110,0001-01-01 00:00:00
1268,5111,1,12,0,2010-05-06 06:00:00
1269,5112,1,11,0,2020-06-10 08:00:00
1270,5112,1,12,0,2020-06-24 06:00:00
1271,5113,1,1,5112,0001-01-01 00:00:00
1272,5113,1,12,0,2020-06-24 06:00:00
1273,5114,1,1,5113,0001-01-01 00:00:00
1274,5114,1,12,0,2020-06-24 06:00:00
1275,5115,1,1,5114,0001-01-01 00:00:00
1276,5115,1,12,0,2020-06-24 06:00:00
1277,5116,1,11,0,2020-08-05 08:00:00
1278,5116,1,12,0,2020-08-19 06:00:00
1279,5117,1,1,5116,0001-01-01 00:00:00
1280,5117,1,12,0,2020-08-19 06:00:00
1281,5118,1,1,5117,0001-01-01 00:00:00
1282,5118,1,12,0,2020-08-19 06:00:00
1283,5119,1,1,5118,0001-01-01 00:00:00
1284,5119,1,12,0,2020-08-19 06:00:00
1285,5120,1,11,0,2020-03-11 08:00:00
1286,5120,1,12,0,2020-04-01 06:00:00
1287,5121,1,1,5120,0001-01-01 00:00:00
1288,5121,1,12,0,2020-04-01 06:00:00
1289,5122,1,1,5121,0001-01-01 00:00:00
1290,5122,1,12,0,2020-04-01 06:00:00
1291,5123,1,1,5122,0001-01-01 00:00:00
1292,5123,1,12,0,2020-04-01 06:00:00
1293,5124,1,11,0,2020-04-01 08:00:00
1294,5124,1,12,0,2020-04-15 06:00:00
1295,5125,1,1,5124,0001-01-01 00:00:00
1296,5125,1,12,0,2020-04-15 06:00:00
1297,5126,1,1,5125,0001-01-01 00:00:00
1298,5126,1,12,0,2020-04-15 06:00:00
1299,5127,1,1,5126,0001-01-01 00:00:00
1300,5127,1,12,0,2020-04-15 06:00:00
1301,5128,1,11,0,2010-05-13 08:00:00
1302,5128,1,12,0,2010-05-27 06:00:00
1303,5129,1,1,5128,0001-01-01 00:00:00
1304,5129,1,12,0,2010-05-27 06:00:00
1305,5130,1,1,5129,0001-01-01 00:00:00
1306,5130,1,12,0,2010-05-27 06:00:00
1307,5131,1,1,5130,0001-01-01 00:00:00
1308,5131,1,12,0,2010-05-27 06:00:00
1309,5132,1,11,0,2020-07-01 08:00:00
1310,5132,1,12,0,2020-07-15 06:00:00
1311,5133,1,1,5132,0001-01-01 00:00:00
1312,5133,1,12,0,2020-07-15 06:00:00
1313,5134,1,1,5133,0001-01-01 00:00:00
1314,5134,1,12,0,2020-07-15 06:00:00
1315,5135,1,1,5134,0001-01-01 00:00:00
1316,5135,1,12,0,2020-07-15 06:00:00
1317,5136,1,11,0,2020-07-22 08:00:00
1318,5136,1,12,0,2020-08-05 06:00:00
1319,5137,1,1,5136,0001-01-01 00:00:00
1320,5137,1,12,0,2020-08-05 06:00:00
1321,5138,1,1,5137,0001-01-01 00:00:00
1322,5138,1,12,0,2020-08-05 06:00:00
1323,5139,1,1,5138,0001-01-01 00:00:00
1324,5139,1,12,0,2020-08-05 06:00:00
1325,5140,1,11,0,2020-08-12 08:00:00
1326,5140,1,12,0,2020-08-26 06:00:00
1327,5141,1,1,5140,0001-01-01 00:00:00
1328,5141,1,12,0,2020-08-26 06:00:00
1329,5142,1,1,5141,0001-01-01 00:00:00
1330,5142,1,12,0,2020-08-26 06:00:00
1331,5143,1,1,5142,0001-01-01 00:00:00
1332,5143,1,12,0,2020-08-26 06:00:00
1333,6001,1,3,5,0001-01-01 00:00:00
1334,6002,1,3,5,0001-01-01 00:00:00
1335,6003,1,3,5,0001-01-01 00:00:00
1336,6004,1,3,6,0001-01-01 00:00:00
1337,6005,1,3,6,0001-01-01 00:00:00
1338,6006,1,3,6,0001-01-01 00:00:00
1339,6007,1,3,6,0001-01-01 00:00:00
1340,6008,1,3,7,0001-01-01 00:00:00
1341,6009,1,3,7,0001-01-01 00:00:00
1342,6010,1,2,2,0001-01-01 00:00:00
1343,6011,1,2,3,0001-01-01 00:00:00
1344,6012,1,11,0,2018-12-12 08:00:00
1345,6012,1,2,3,0001-01-01 00:00:00
1346,6012,2,1,6010,0001-01-01 00:00:00
1347,6012,2,1,6011,0001-01-01 00:00:00
1348,6013,1,11,7,2019-07-03 08:00:00
1349,6013,1,1,6042,0001-01-01 00:00:00
1350,6014,1,11,0,2018-12-12 08:00:00
1351,6014,1,12,0,2018-12-26 06:00:00
1352,6015,1,1,6014,0001-01-01 00:00:00
1353,6015,1,11,0,2018-12-12 08:00:00
1354,6015,1,12,0,2018-12-26 06:00:00
1355,6016,1,1,6015,0001-01-01 00:00:00
1356,6016,1,11,0,2018-12-12 08:00:00
1357,6016,1,12,0,2018-12-26 06:00:00
1358,6017,1,11,0,2019-01-01 08:00:00
1359,6017,1,12,0,2019-02-01 06:00:00
1360,6018,1,11,0,2019-01-09 08:00:00
1361,6018,1,2,4,0001-01-01 00:00:00
1362,6018,2,1,6012,0001-01-01 00:00:00
1363,6019,1,11,6013,2036-01-01 08:00:00
1364,6019,1,3,7,0001-01-01 00:00:00
1365,6020,1,11,10,2036-01-01 08:00:00
1366,6020,1,3,10,0001-01-01 00:00:00
1367,6021,1,11,0,2019-02-20 08:00:00
1368,6021,1,2,4,0001-01-01 00:00:00
1369,6021,2,1,6018,0001-01-01 00:00:00
1370,6022,1,11,0,2019-01-09 08:00:00
1371,6022,1,3,7,0001-01-01 00:00:00
1372,6022,2,1,6004,0001-01-01 00:00:00
1373,6023,1,11,13,2036-01-01 08:00:00
1374,6024,1,11,0,2019-03-27 08:00:00
1375,6024,1,1,6021,0001-01-01 00:00:00
1376,6025,1,11,7,2036-01-01 08:00:00
1377,6026,1,11,16,2036-01-01 08:00:00
1378,6027,1,11,4,2019-04-24 08:00:00
1379,6027,1,1,6024,0001-01-01 00:00:00
1380,6028,1,11,5,2036-01-01 08:00:00
1381,6029,1,11,19,2036-01-01 08:00:00
1382,6030,1,11,5,2036-01-01 08:00:00
1383,6031,1,11,5,2036-01-01 08:00:00
1384,6032,1,11,5,2036-01-01 08:00:00
1385,6033,1,11,5,2036-01-01 08:00:00
1386,6034,1,11,5,2036-01-01 08:00:00
1387,6035,1,11,0,2019-02-01 08:00:00
1388,6035,1,12,0,2019-02-15 06:00:00
1389,6037,1,11,0,2020-06-10 08:00:00
1390,6037,1,12,0,2020-06-24 06:00:00
1391,6038,1,11,0,2020-06-10 08:00:00
1392,6038,1,12,0,2020-06-24 06:00:00
1393,6038,1,1,6037,0001-01-01 00:00:00
1394,6039,1,11,0,2020-06-10 08:00:00
1395,6039,1,12,0,2020-06-24 06:00:00
1396,6039,1,1,6038,0001-01-01 00:00:00
1397,6040,1,11,0,2020-06-10 08:00:00
1398,6040,1,12,0,2020-06-24 06:00:00
1399,6040,1,1,6039,0001-01-01 00:00:00
1400,6041,1,11,0,2019-02-20 08:00:00
1401,6041,1,3,8,0001-01-01 00:00:00
1402,6042,1,11,0,2019-02-20 08:00:00
1403,6042,1,3,7,0001-01-01 00:00:00
1404,6042,2,1,6001,0001-01-01 00:00:00
1405,6043,1,11,0,2019-03-27 08:00:00
1406,6043,1,3,9,0001-01-01 00:00:00
1407,6043,1,1,6005,0001-01-01 00:00:00
1408,6044,1,11,0,2019-03-27 08:00:00
1409,6044,1,3,9,0001-01-01 00:00:00
1410,6044,1,1,6006,0001-01-01 00:00:00
1411,6045,1,11,0,2019-03-27 08:00:00
1412,6045,1,3,9,0001-01-01 00:00:00
1413,6045,1,1,6007,0001-01-01 00:00:00
1414,6046,1,11,0,2019-04-24 08:00:00
1415,6046,1,1,6042,0001-01-01 00:00:00
1416,6046,1,3,10,0001-01-01 00:00:00
1417,6047,1,11,0,2019-05-29 08:00:00
1418,6047,1,1,6027,0001-01-01 00:00:00
1419,6048,1,11,0,2036-01-01 08:00:00
1420,6048,2,2,6,0001-01-01 00:00:00
1421,6049,1,3,5,0001-01-01 00:00:00
1422,6049,1,12,0,2019-06-26 08:00:00
1423,6050,1,1,6049,0001-01-01 00:00:00
1424,6050,1,12,0,2019-06-26 08:00:00
1425,6051,1,1,6050,0001-01-01 00:00:00
1426,6051,1,12,0,2019-06-26 08:00:00
1427,6052,1,3,5,0001-01-01 00:00:00
1428,6052,1,12,0,2019-07-31 06:00:00
1429,6053,1,1,6052,0001-01-01 00:00:00
1430,6053,1,12,0,2019-07-31 06:00:00
1431,6054,1,1,6053,0001-01-01 00:00:00
1432,6054,1,12,0,2019-07-31 06:00:00
1433,6055,1,1,6054,0001-01-01 00:00:00
1434,6055,1,12,0,2019-07-31 06:00:00
1435,6056,1,11,0,2019-08-07 06:00:00
1436,6056,1,1,6047,0001-01-01 00:00:00
1437,6057,1,11,0,2019-08-07 06:00:00
1438,6057,1,1,6013,0001-01-01 00:00:00
1439,6058,1,11,0,2019-08-07 06:00:00
1440,6058,1,3,5,0001-01-01 00:00:00
1441,6059,1,11,0,2019-08-07 06:00:00
1442,6059,2,1,6058,0001-01-01 00:00:00
1443,6060,1,11,0,2019-08-07 06:00:00
1444,6060,2,1,6059,0001-01-01 00:00:00
1445,6061,1,11,0,2019-08-07 06:00:00
1446,6061,2,1,6060,0001-01-01 00:00:00
1447,6066,1,11,0,2019-09-11 08:00:00
1448,6066,1,12,0,2019-10-11 06:00:00
1449,6067,1,1,6066,2019-09-11 08:00:00
1450,6067,1,12,0,2019-10-11 06:00:00
1451,6068,1,1,6067,2019-09-11 08:00:00
1452,6068,1,12,0,2019-10-11 06:00:00
1453,6069,1,1,6068,2019-09-11 08:00:00
1454,6069,1,12,0,2019-10-11 06:00:00
1455,6070,1,11,0,2019-10-16 08:00:00
1456,6070,1,12,0,2019-11-15 06:00:00
1457,6071,1,1,6070,2019-10-16 08:00:00
1458,6071,1,12,0,2019-11-15 06:00:00
1459,6072,1,1,6071,2019-10-16 08:00:00
1460,6072,1,12,0,2019-11-15 06:00:00
1461,6073,1,1,6072,2019-10-16 08:00:00
1462,6073,1,12,0,2019-11-15 06:00:00
1463,6074,1,11,0,2019-10-30 08:00:00
1464,6074,1,12,0,2036-01-01 08:00:00
1465,6075,1,11,0,2019-11-06 08:00:00
1466,6075,1,1,6074,0001-01-01 00:00:00
1467,6075,1,12,0,2036-01-01 08:00:00
1468,6076,1,11,0,2019-11-13 08:00:00
1469,6076,1,1,6075,0001-01-01 00:00:00
1470,6076,1,12,0,2036-01-01 08:00:00
1471,6077,1,11,0,2019-11-20 08:00:00
1472,6077,1,1,6076,0001-01-01 00:00:00
1473,6077,1,12,0,2036-01-01 08:00:00
1474,6078,1,11,0,2019-11-27 08:00:00
1475,6078,1,1,6077,0001-01-01 00:00:00
1476,6078,1,12,0,2036-01-01 08:00:00
1477,6079,1,11,0,2019-12-04 08:00:00
1478,6079,1,1,6078,0001-01-01 00:00:00
1479,6079,1,12,0,2036-01-01 08:00:00
1480,6080,1,11,0,2019-12-11 08:00:00
1481,6080,1,1,6079,0001-01-01 00:00:00
1482,6080,1,12,0,2036-01-01 08:00:00
1483,6081,1,11,0,2019-11-13 08:00:00
1484,6081,1,1,6057,0001-01-01 00:00:00
1485,6082,1,11,0,2019-12-04 08:00:00
1486,6082,1,1,6081,0001-01-01 00:00:00
1487,6083,1,11,0,2020-01-22 08:00:00
1488,6083,1,1,6082,0001-01-01 00:00:00
1489,6084,1,11,0,2019-12-18 08:00:00
1490,6084,1,12,0,2019-12-30 06:00:00
1491,6085,1,1,6084,0001-01-01 00:00:00
1492,6085,1,12,0,2019-12-30 06:00:00
1493,6086,1,1,6085,0001-01-01 00:00:00
1494,6086,1,12,0,2019-12-30 06:00:00
1495,6087,1,1,6086,0001-01-01 00:00:00
1496,6087,1,12,0,2019-12-30 06:00:00
1497,6088,1,11,0,2020-01-01 08:00:00
1498,6088,1,12,0,2020-01-22 06:00:00
1499,6089,1,1,6088,0001-01-01 00:00:00
1500,6089,1,12,0,2020-01-22 06:00:00
1501,6090,1,1,6089,0001-01-01 00:00:00
1502,6090,1,12,0,2020-01-22 06:00:00
1503,6091,1,1,6090,0001-01-01 00:00:00
1504,6091,1,12,0,2020-01-22 06:00:00
1505,6092,1,11,0,2020-02-05 08:00:00
1506,6092,1,12,0,2020-02-19 06:00:00
1507,6093,1,1,6092,0001-01-01 00:00:00
1508,6093,1,12,0,2020-02-19 06:00:00
1509,6094,1,1,6093,0001-01-01 00:00:00
1510,6094,1,12,0,2020-02-19 06:00:00
1511,6095,1,1,6094,0001-01-01 00:00:00
1512,6095,1,12,0,2020-02-19 06:00:00
1513,6100,1,11,0,2020-02-12 08:00:00
1514,6100,1,1,6083,0001-01-01 00:00:00
1515,6101,1,11,0,2020-02-26 08:00:00
1516,6101,1,1,6100,0001-01-01 00:00:00
1517,6102,1,11,0,2020-03-11 08:00:00
1518,6102,1,1,6101,0001-01-01 00:00:00
1519,6103,1,11,0,2020-03-25 08:00:00
1520,6103,1,1,6102,0001-01-01 00:00:00
1521,6104,1,11,0,2020-02-19 08:00:00
1522,6104,1,12,0,2020-03-04 06:00:00
1523,6105,1,1,6104,0001-01-01 00:00:00
1524,6105,1,12,0,2020-03-04 06:00:00
1525,6106,1,1,6105,0001-01-01 00:00:00
1526,6106,1,12,0,2020-03-04 06:00:00
1527,6107,1,1,6106,0001-01-01 00:00:00
1528,6107,1,12,0,2020-03-04 06:00:00
1529,6108,1,11,0,2010-04-22 08:00:00
1530,6108,1,12,0,2010-05-06 06:00:00
1531,6109,1,1,6108,0001-01-01 00:00:00
1532,6109,1,12,0,2010-05-06 06:00:00
1533,6110,1,1,6109,0001-01-01 00:00:00
1534,6110,1,12,0,2010-05-06 06:00:00
1535,6111,1,1,6110,0001-01-01 00:00:00
1536,6111,1,12,0,2010-05-06 06:00:00
1537,6112,1,11,0,2020-06-10 08:00:00
1538,6112,1,12,0,2020-06-24 06:00:00
1539,6113,1,1,6112,0001-01-01 00:00:00
1540,6113,1,12,0,2020-06-24 06:00:00
1541,6114,1,1,6113,0001-01-01 00:00:00
1542,6114,1,12,0,2020-06-24 06:00:00
1543,6115,1,1,6114,0001-01-01 00:00:00
1544,6115,1,12,0,2020-06-24 06:00:00
1545,6116,1,11,0,2020-08-05 08:00:00
1546,6116,1,12,0,2020-08-19 06:00:00
1547,6117,1,1,6116,0001-01-01 00:00:00
1548,6117,1,12,0,2020-08-19 06:00:00
1549,6118,1,1,6117,0001-01-01 00:00:00
1550,6118,1,12,0,2020-08-19 06:00:00
1551,6119,1,1,6118,0001-01-01 00:00:00
1552,6119,1,12,0,2020-08-19 06:00:00
1553,6120,1,11,0,2020-03-11 08:00:00
1554,6120,1,12,0,2020-04-01 06:00:00
1555,6121,1,1,6120,0001-01-01 00:00:00
1556,6121,1,12,0,2020-04-01 06:00:00
1557,6122,1,1,6121,0001-01-01 00:00:00
1558,6122,1,12,0,2020-04-01 06:00:00
1559,6123,1,1,6122,0001-01-01 00:00:00
1560,6123,1,12,0,2020-04-01 06:00:00
1561,6124,1,11,0,2020-04-01 08:00:00
1562,6124,1,12,0,2020-04-15 06:00:00
1563,6125,1,1,6124,0001-01-01 00:00:00
1564,6125,1,12,0,2020-04-15 06:00:00
1565,6126,1,1,6125,0001-01-01 00:00:00
1566,6126,1,12,0,2020-04-15 06:00:00
1567,6127,1,1,6126,0001-01-01 00:00:00
1568,6127,1,12,0,2020-04-15 06:00:00
1569,6128,1,11,0,2010-05-13 08:00:00
1570,6128,1,12,0,2010-05-27 06:00:00
1571,6129,1,1,6128,0001-01-01 00:00:00
1572,6129,1,12,0,2010-05-27 06:00:00
1573,6130,1,1,6129,0001-01-01 00:00:00
1574,6130,1,12,0,2010-05-27 06:00:00
1575,6131,1,1,6130,0001-01-01 00:00:00
1576,6131,1,12,0,2010-05-27 06:00:00
1577,6132,1,11,0,2020-07-01 08:00:00
1578,6132,1,12,0,2020-07-15 06:00:00
1579,6133,1,1,6132,0001-01-01 00:00:00
1580,6133,1,12,0,2020-07-15 06:00:00
1581,6134,1,1,6133,0001-01-01 00:00:00
1582,6134,1,12,0,2020-07-15 06:00:00
1583,6135,1,1,6134,0001-01-01 00:00:00
1584,6135,1,12,0,2020-07-15 06:00:00
1585,6136,1,11,0,2020-07-22 08:00:00
1586,6136,1,12,0,2020-08-05 06:00:00
1587,6137,1,1,6136,0001-01-01 00:00:00
1588,6137,1,12,0,2020-08-05 06:00:00
1589,6138,1,1,6137,0001-01-01 00:00:00
1590,6138,1,12,0,2020-08-05 06:00:00
1591,6139,1,1,6138,0001-01-01 00:00:00
1592,6139,1,12,0,2020-08-05 06:00:00
1593,6140,1,11,0,2020-08-12 08:00:00
1594,6140,1,12,0,2020-08-26 06:00:00
1595,6141,1,1,6140,0001-01-01 00:00:00
1596,6141,1,12,0,2020-08-26 06:00:00
1597,6142,1,1,6141,0001-01-01 00:00:00
1598,6142,1,12,0,2020-08-26 06:00:00
1599,6143,1,1,6142,0001-01-01 00:00:00
1600,6143,1,12,0,2020-08-26 06:00:00
