---,PlayerTitleId,PlayerTitleBigCategory,PlayerTitleSmallCategory,GradeId,PlateId,Text,Descprition,IsDefault,IsDefaultEquipped,GameModeId
100175,100174,2,33,3,103,グランデ超ダメ,グランデへ累計1000000ダメージを与えた,False,False,1
100176,100175,2,33,3,101,コアダメ,コアへ累計20000ダメージを与えた,False,False,1
100177,100176,2,33,3,102,コアすげーダメ,コアへ累計300000ダメージを与えた,False,False,1
100178,100177,2,33,3,103,コア超ダメ,コアへ累計1000000ダメージを与えた,False,False,1
100179,100178,2,33,3,101,アサルト使い,アサルトで累計60分対戦した,False,False,1
100180,100179,2,33,3,102,ベテランアサルト,アサルトで累計450分対戦した,False,False,1
100181,100180,2,33,3,103,アサルトマスター,アサルトで累計1500分対戦した,False,False,1
100182,100181,2,33,3,101,ヴァン使い,ヴァンガードで累計60分対戦した,False,False,1
100183,100182,2,33,3,102,ベテランヴァン,ヴァンガードで累計450分対戦した,False,False,1
100184,100183,2,33,3,103,ヴァンガマスター,ヴァンガードで累計1500分対戦した,False,False,1
100185,100184,2,33,3,101,サポーター,サポートで累計60分対戦した,False,False,1
100186,100185,2,33,3,102,ベテランサポーター,サポートで累計450分対戦した,False,False,1
100187,100186,2,33,3,103,サポートマスター,サポートで累計1500分対戦した,False,False,1
100188,100187,1,31,100,101,期待のパイロット,25日ログイン,False,False,1
100189,100188,1,31,100,102,エースパイロット,50日ログイン,False,False,1
100190,100189,1,31,100,103,歴戦のパイロット,100日ログイン,False,False,1
100191,100190,1,31,100,104,,222日ログイン,False,False,1
100192,100191,1,31,100,103,一年星血戦争,365日ログイン,False,False,1
100193,100192,1,31,100,101,四つ星プレイヤー,連続4日ログイン,False,False,1
100194,100193,1,31,100,102,空に輝く五つ星,連続5日ログイン,False,False,1
100195,100194,1,31,100,103,ミルク・ディッパー,連続6日ログイン,False,False,1
100196,100195,1,31,100,204,北斗七星の煌めき,連続7日ログイン,False,False,1
100197,100196,1,33,2,101,パーツコレクター,メカパーツ30個獲得,False,False,1
100198,100197,1,33,2,102,パーツマニア,メカパーツ40個獲得,False,False,1
100199,100198,1,33,2,103,,メカパーツ50個獲得,False,False,1
100200,100199,1,33,2,101,ウェポンコレクター,武器25個獲得,False,False,1
100201,100200,1,33,2,202,ウェポンマニア,武器35個獲得,False,False,1
100202,100201,1,33,2,203,,武器45個獲得,False,False,1
100203,100202,1,33,2,101,タイトルコレクター,称号を50個獲得,False,False,1
100204,100203,1,33,2,302,タイトルマニア,称号を100個獲得,False,False,1
100205,100204,1,33,2,303,,称号を150個獲得,False,False,1
100206,100205,1,33,2,101,エンブレムコレクター,エンブレムパーツ50個獲得,False,False,1
100207,100206,1,33,2,402,エンブレムマニア,エンブレムパーツ100個獲得,False,False,1
100208,100207,1,33,2,403,,エンブレムパーツ150個獲得,False,False,1
100209,100208,1,33,2,101,ラインコレクター,ラインカラー12個獲得,False,False,1
100210,100209,1,33,2,101,ポージングコレクター,勝利ポーズ30個獲得,False,False,1
100211,100210,1,33,2,101,スキルコレクター,アズワンスキル36個獲得,False,False,1
100212,100229,2,9,3,127,キザナのエース,ミッション「キザナ共闘戦線ミッション1」をクリア,False,False,1
100213,100230,2,9,3,127,星血の守護神,ミッション「キザナ共闘戦線ミッション2」をクリア,False,False,1
100214,100231,2,9,3,126,おそうじ名人,ミッション「キザナ共闘戦線ミッション3」をクリア,False,False,1
100215,100232,2,9,3,126,あれれ帰っちゃうの？,ミッション「キザナ共闘戦線ミッション4」をクリア,False,False,1
100216,100233,2,9,3,127,1周年おめでとう！,1周年記念ログインボーナス,False,False,1
100217,100234,1,9,3,128,愛機ソリディア,ソリティアで全国対戦を5時間対戦,False,False,1
100218,100235,2,34,3,102,バックラッシュ,クエスト「キザナ共闘戦線クエスト７」をクリア,False,False,1
100219,100236,2,9,3,126,もっと本気出してよ,ミッション「キザナ共闘戦線ミッション5」をクリア,False,False,1
100220,100237,2,9,3,127,俺に死角はねえ！,ミッション「キザナ共闘戦線ミッション6」をクリア,False,False,1
100221,102003,4,9,1,3,,ミッション「バレンタインキャンペーン２」をクリア,False,False,1
100222,102004,1,9,1,4,,ディスドスで全国対戦を5時間対戦,False,False,1
100223,102005,1,9,1,5,,スクラッパーで全国対戦を5時間対戦,False,False,1
100224,102006,1,9,1,6,,ファルマコンで全国対戦を5時間対戦,False,False,1
100225,102007,1,9,1,7,,ラピスヘッジで全国対戦を5時間対戦,False,False,1
100226,102008,1,9,1,8,,パ・フェクトで全国対戦を5時間対戦,False,False,1
100227,102009,1,9,1,9,,アンゼロイで全国対戦を5時間対戦,False,False,1
100228,102010,1,9,1,10,,オキサイドで全国対戦を5時間対戦,False,False,1
100229,102011,1,9,1,11,,エタニティで全国対戦を5時間対戦,False,False,1
100230,102012,4,8,1,12,,コトブキヤ「ソリディア通常版特典」,False,False,1
100231,102013,4,8,1,13,,コトブキヤ「ソリディア限定版特典」,False,False,1
100232,102020,4,9,1,20,,ミッション「ジューンブライドキャンペーン２」をクリア,False,False,1
100233,102021,4,9,1,21,,ミッション「夏休みキャンペーン３」をクリア,False,False,1
100234,102401,3,9,1,401,,ヒカリのDePSを累積15000獲得,False,False,1
100235,102402,3,9,1,402,,レイカのDePSを累積15000獲得,False,False,1
100236,102403,3,9,1,403,,シャーリーのDePSを累積15000獲得,False,False,1
100237,102404,3,9,1,404,,イサドラのDePSを累積15000獲得,False,False,1
100238,102405,3,9,1,405,,ナギのDePSを累積15000獲得,False,False,1
100239,102406,3,9,1,406,,カズマのDePSを累積15000獲得,False,False,1
100240,102407,4,34,9,407,,クエスト「最の高なクリスマスを４【12/29まで】」をクリア,False,False,1
100241,102408,4,34,9,408,,クエスト「お正月チャレンジクエスト４【1/21まで】」をクリア,False,False,1
100242,102409,4,34,9,409,,クエスト「チョコっと甘～い出撃４【2/18まで】」をクリア,False,False,1
100243,102410,4,9,1,410,,ミッション「5000ナイスプレイチャレンジ」をクリア,False,False,1
100244,102411,4,34,9,411,,クエスト「お返しチョ～だい！」をクリア,False,False,1
100245,102412,4,34,9,412,,クエスト「あっぱれ五月晴れ！」をクリア,False,False,1
100246,102413,4,34,9,413,,クエスト「宇宙でめぐり会う二人」をクリア,False,False,1
100247,102414,4,34,9,414,,クエスト「あっちぃーの夏盛り！」をクリア,False,False,1
100248,103101,4,50,200,101,,公式プレイヤーとマッチングする,False,False,1
100249,103102,4,50,200,102,,公式プレイヤーとマッチングした試合で1回勝利する,False,False,1
100250,103103,4,50,200,103,,公式プレイヤーとマッチングした試合で5回勝利する,False,False,1
100251,103104,4,50,200,104,,公式プレイヤーとマッチングした試合で10回勝利する,False,False,1
100252,103201,4,50,200,201,,公式プレイヤーとマッチングする,False,False,1
100253,103202,4,50,200,202,,公式プレイヤーとマッチングした試合で1回勝利する,False,False,1
100254,103203,4,50,200,203,,公式プレイヤーとマッチングした試合で5回勝利する,False,False,1
100255,103204,4,50,200,204,,公式プレイヤーとマッチングした試合で10回勝利する,False,False,1
100256,103301,4,50,200,301,,公式プレイヤーとマッチングする,False,False,1
100257,103302,4,50,200,302,,公式プレイヤーとマッチングした試合で1回勝利する,False,False,1
100258,103303,4,50,200,303,,公式プレイヤーとマッチングした試合で5回勝利する,False,False,1
100259,103304,4,50,200,304,,公式プレイヤーとマッチングした試合で10回勝利する,False,False,1
100260,103401,4,50,200,401,,公式プレイヤーとマッチングする,False,False,1
100261,103402,4,50,200,402,,公式プレイヤーとマッチングした試合で1回勝利する,False,False,1
100262,103403,4,50,200,403,,公式プレイヤーとマッチングした試合で5回勝利する,False,False,1
100263,103404,4,50,200,404,,公式プレイヤーとマッチングした試合で10回勝利する,False,False,1
100264,103501,4,50,200,501,,公式プレイヤーとマッチングする,False,False,1
100265,103502,4,50,200,502,,公式プレイヤーとマッチングした試合で1回勝利する,False,False,1
100266,103503,4,50,200,503,,公式プレイヤーとマッチングした試合で5回勝利する,False,False,1
100267,103504,4,50,200,504,,公式プレイヤーとマッチングした試合で10回勝利する,False,False,1
100268,103601,4,50,200,601,,公式プレイヤーとマッチングする,False,False,1
100269,103602,4,50,200,602,,公式プレイヤーとマッチングした試合で1回勝利する,False,False,1
100270,103603,4,50,200,603,,公式プレイヤーとマッチングした試合で5回勝利する,False,False,1
100271,103604,4,50,200,604,,公式プレイヤーとマッチングした試合で10回勝利する,False,False,1
100272,103701,4,50,200,701,,公式プレイヤーとマッチングする,False,False,1
100273,103702,4,50,200,702,,公式プレイヤーとマッチングした試合で1回勝利する,False,False,1
100274,103703,4,50,200,703,,公式プレイヤーとマッチングした試合で5回勝利する,False,False,1
100275,103704,4,50,200,704,,公式プレイヤーとマッチングした試合で10回勝利する,False,False,1
100276,104001,4,50,201,1,,公式プレイヤーとマッチングする,False,False,1
100277,104002,4,50,201,2,,公式プレイヤーとマッチングした試合で1回勝利する,False,False,1
100278,104003,4,50,201,3,,公式プレイヤーとマッチングした試合で5回勝利する,False,False,1
100279,104004,4,50,201,4,,公式プレイヤーとマッチングした試合で10回勝利する,False,False,1
100280,104101,4,50,201,101,,公式プレイヤーとマッチングする,False,False,1
100281,104102,4,50,201,102,,公式プレイヤーとマッチングした試合で1回勝利する,False,False,1
100282,104103,4,50,201,103,,公式プレイヤーとマッチングした試合で5回勝利する,False,False,1
100283,104104,4,50,201,104,,公式プレイヤーとマッチングした試合で10回勝利する,False,False,1
100284,104201,4,50,201,201,,公式プレイヤーとマッチングする,False,False,1
100285,104202,4,50,201,202,,公式プレイヤーとマッチングした試合で1回勝利する,False,False,1
100286,104203,4,50,201,203,,公式プレイヤーとマッチングした試合で5回勝利する,False,False,1
100287,104204,4,50,201,204,,公式プレイヤーとマッチングした試合で10回勝利する,False,False,1
100288,105001,4,40,300,101,,翔握戦2019＃1　優勝,False,False,1
100289,105002,4,40,300,102,,翔握戦2019＃1　準優勝,False,False,1
100290,105003,4,40,300,103,,翔握戦2019＃1　三位,False,False,1
100291,105004,4,40,300,104,,翔握戦2019＃2　優勝,False,False,1
100292,105005,4,40,300,105,,翔握戦2019＃2　準優勝,False,False,1
100293,105006,4,40,300,106,,翔握戦2019＃2　三位,False,False,1
100294,105131,4,40,300,131,,翔握戦2019＃3　優勝,False,False,1
100295,105132,4,40,300,132,,翔握戦2019＃3　準優勝,False,False,1
100296,105133,4,40,300,133,,翔握戦2019＃3　三位,False,False,1
100297,105141,4,40,300,141,,翔握戦2019＃4　優勝,False,False,1
100298,105142,4,40,300,142,,翔握戦2019＃4　準優勝,False,False,1
100299,105143,4,40,300,143,,翔握戦2019＃4　三位,False,False,1
100300,105151,4,40,300,151,,翔握戦2019＃5　優勝,False,False,1
100301,105152,4,40,300,152,,翔握戦2019＃5　準優勝,False,False,1
100302,105153,4,40,300,153,,翔握戦2019＃5　三位,False,False,1
100303,105161,4,40,300,161,,翔握戦2019＃6　優勝,False,False,1
100304,105162,4,40,300,162,,翔握戦2019＃6　準優勝,False,False,1
100305,105163,4,40,300,163,,翔握戦2019＃6　三位,False,False,1
100306,105171,4,40,300,171,,翔握戦2019＃7　優勝,False,False,1
100307,105172,4,40,300,172,,翔握戦2019＃7　準優勝,False,False,1
100308,105173,4,40,300,173,,翔握戦2019＃7　三位,False,False,1
100309,105181,4,40,300,181,,翔握戦2019＃8　優勝,False,False,1
100310,105182,4,40,300,182,,翔握戦2019＃8　準優勝,False,False,1
100311,105183,4,40,300,183,,翔握戦2019＃8　三位,False,False,1
100312,105211,4,40,311,211,,翔握戦2020＃1　優勝,False,False,1
100313,105212,4,40,311,212,,翔握戦2020＃1　準優勝,False,False,1
100314,105213,4,40,311,213,,翔握戦2020＃1　三位,False,False,1
100315,105221,4,40,311,221,,翔握戦2020＃2　優勝,False,False,1
100316,105222,4,40,311,222,,翔握戦2020＃2　準優勝,False,False,1
100317,105223,4,40,311,223,,翔握戦2020＃2　三位,False,False,1
100318,105231,4,40,311,231,,翔握戦2020＃3　優勝,False,False,1
100319,105232,4,40,311,232,,翔握戦2020＃3　準優勝,False,False,1
100320,105233,4,40,311,233,,翔握戦2020＃3　三位,False,False,1
100321,105241,4,40,311,241,,翔握戦2020＃4　優勝,False,False,1
100322,105242,4,40,311,242,,翔握戦2020＃4　準優勝,False,False,1
100323,105243,4,40,311,243,,翔握戦2020＃4　三位,False,False,1
100324,100211,1,20,4,122,,スターウィングに初めて到達,False,False,1
100325,105801,4,40,310,101,,Round1Tournament2019＃1　優勝,False,False,1
100326,105802,4,40,310,102,,Round1Tournament2019＃1　準優勝,False,False,1
100327,105803,4,40,310,103,,Round1Tournament2019＃1　三位,False,False,1
100328,105811,4,40,310,111,,Round1Tournament2019＃2　優勝,False,False,1
100329,105812,4,40,310,112,,Round1Tournament2019＃2　準優勝,False,False,1
100330,105813,4,40,310,113,,Round1Tournament2019＃2　三位,False,False,1
100331,105821,4,40,310,121,,Round1Tournament2019＃3　優勝,False,False,1
100332,105822,4,40,310,122,,Round1Tournament2019＃3　準優勝,False,False,1
100333,105823,4,40,310,123,,Round1Tournament2019＃3　三位,False,False,1
100334,105831,4,40,310,131,,Round1Tournament2019＃4　優勝,False,False,1
100335,105832,4,40,310,132,,Round1Tournament2019＃4　準優勝,False,False,1
100336,105833,4,40,310,133,,Round1Tournament2019＃4　三位,False,False,1
100337,105841,4,40,310,141,,Round1Tournament2019＃5　優勝,False,False,1
100338,105842,4,40,310,142,,Round1Tournament2019＃5　準優勝,False,False,1
100339,105843,4,40,310,143,,Round1Tournament2019＃5　三位,False,False,1
100340,106161,4,40,310,161,,Round1Tournament2019＃6　優勝,False,False,1
100341,106162,4,40,310,162,,Round1Tournament2019＃6　準優勝,False,False,1
100342,106163,4,40,310,163,,Round1Tournament2019＃6　三位,False,False,1
100343,106171,4,40,310,171,,Round1Tournament2019＃7　優勝,False,False,1
100344,106172,4,40,310,172,,Round1Tournament2019＃7　準優勝,False,False,1
100345,106173,4,40,310,173,,Round1Tournament2019＃7　三位,False,False,1
100346,106181,4,40,310,181,,Round1Tournament2019＃8　優勝,False,False,1
100347,106182,4,40,310,182,,Round1Tournament2019＃8　準優勝,False,False,1
100348,106183,4,40,310,183,,Round1Tournament2019＃8　三位,False,False,1
100349,106191,4,40,310,191,,Round1Tournament2019＃9　優勝,False,False,1
100350,106192,4,40,310,192,,Round1Tournament2019＃9　準優勝,False,False,1
100351,106193,4,40,310,193,,Round1Tournament2019＃9　三位,False,False,1
100352,106251,4,40,310,251,,Round1Tournament2019＃10　優勝,False,False,1
100353,106252,4,40,310,252,,Round1Tournament2019＃10　準優勝,False,False,1
100354,106253,4,40,310,253,,Round1Tournament2019＃10　三位,False,False,1
100355,106174,4,40,310,174,,RoundAZ-One 優勝,False,False,1
100356,106175,4,40,310,175,,RoundAZ-One 準優勝,False,False,1
100357,106176,4,40,310,176,,RoundAZ-One 三位,False,False,1
100358,106311,4,40,312,311,,Round1Tournament2020＃1　優勝,False,False,1
100359,106312,4,40,312,312,,Round1Tournament2020＃1　準優勝,False,False,1
100360,106313,4,40,312,313,,Round1Tournament2020＃1　三位,False,False,1
100361,106321,4,40,312,321,,Round1Tournament2020＃2　優勝,False,False,1
100362,106322,4,40,312,322,,Round1Tournament2020＃2　準優勝,False,False,1
100363,106323,4,40,312,323,,Round1Tournament2020＃2　三位,False,False,1
100364,106331,4,40,312,331,,Round1Tournament2020＃3　優勝,False,False,1
100365,106332,4,40,312,332,,Round1Tournament2020＃3　準優勝,False,False,1
100366,106333,4,40,312,333,,Round1Tournament2020＃3　三位,False,False,1
100367,106341,4,40,312,341,,Round1Tournament2020＃4　優勝,False,False,1
100368,106342,4,40,312,342,,Round1Tournament2020＃4　準優勝,False,False,1
100369,106343,4,40,312,343,,Round1Tournament2020＃4　三位,False,False,1
100370,106391,4,40,312,391,,RoundAZ-One 2020　優勝,False,False,1
100371,106392,4,40,312,392,,RoundAZ-One 2020　準優勝,False,False,1
100372,106393,4,40,312,393,,RoundAZ-One 2020　三位,False,False,1
100373,106211,4,40,310,211,,Championship2019#1　優勝,False,False,1
100374,106212,4,40,310,212,,Championship2019#1　準優勝,False,False,1
100375,106213,4,40,310,213,,Championship2019#1　三位,False,False,1
100376,106221,4,40,310,221,,Championship2019#2　優勝,False,False,1
100377,106222,4,40,310,222,,Championship2019#2　準優勝,False,False,1
100378,106223,4,40,310,223,,Championship2019#2　三位,False,False,1
100379,106231,4,40,310,231,,Championship2019#3　優勝,False,False,1
100380,106232,4,40,310,232,,Championship2019#3　準優勝,False,False,1
100381,106233,4,40,310,233,,Championship2019#3　三位,False,False,1
100382,106241,4,40,310,241,,Championship2019#4　優勝,False,False,1
100383,106242,4,40,310,242,,Championship2019#4　準優勝,False,False,1
100384,106243,4,40,310,243,,Championship2019#4　三位,False,False,1
100385,106511,4,40,312,511,,Championship2020#1　優勝,False,False,1
100386,106512,4,40,312,512,,Championship2020#1　準優勝,False,False,1
100387,106513,4,40,312,513,,Championship2020#1　三位,False,False,1
100388,106521,4,40,312,521,,Championship2020#2　優勝,False,False,1
100389,106522,4,40,312,522,,Championship2020#2　準優勝,False,False,1
100390,106523,4,40,312,523,,Championship2020#2　三位,False,False,1
100391,106531,4,40,312,531,,Championship2020#3　優勝,False,False,1
100392,106532,4,40,312,532,,Championship2020#3　準優勝,False,False,1
100393,106533,4,40,312,533,,Championship2020#3　三位,False,False,1
100394,106541,4,40,312,541,,Championship2020#4　優勝,False,False,1
100395,106542,4,40,312,542,,Championship2020#4　準優勝,False,False,1
100396,106543,4,40,312,543,,Championship2020#4　三位,False,False,1
100397,105844,4,40,310,201,,女子会に参加した。,False,False,1
100398,100212,1,20,4,123,,スターウィング5に初めて到達,False,False,1
100399,100213,1,20,4,124,,スターウィング10に初めて到達,False,False,1
100400,100214,1,20,101,401,,1回全国対戦に同時出撃する,False,False,1
100401,100215,1,20,101,402,,5回全国対戦に同時出撃する,False,False,1
100402,100216,1,20,101,403,,15回全国対戦に同時出撃する,False,False,1
100403,100217,1,20,101,404,,50回全国対戦に同時出撃する,False,False,1
100404,100218,1,20,101,405,,150回全国対戦に同時出撃する,False,False,1
100405,100219,1,20,101,406,,500回全国対戦に同時出撃する,False,False,1
100406,100220,1,20,101,407,,全国対戦で、同一のプレイヤーと10回同時出撃する,False,False,1
100407,100221,1,20,101,408,,全国対戦で、同一のプレイヤーと30回同時出撃する,False,False,1
100408,100222,1,20,101,409,,全国対戦で、同一のプレイヤーと100回同時出撃する,False,False,1
100409,100223,1,20,101,410,,全国対戦に、異なる3人のプレイヤーと同時出撃する,False,False,1
100410,100224,1,20,101,411,,全国対戦に、異なる10人のプレイヤーと同時出撃する,False,False,1
100411,100225,1,20,101,412,,全国対戦に、異なる25人のプレイヤーと同時出撃する,False,False,1
100412,100226,1,20,101,413,,全国対戦で、5人の異なる所属都道府県のプレイヤーと同時出撃する,False,False,1
100413,100227,1,20,101,414,,全国対戦で、10人の異なる所属都道府県のプレイヤーと同時出撃する,False,False,1
100414,100228,1,20,101,415,,全国対戦で、15人の異なる所属都道府県のプレイヤーと同時出撃する,False,False,1
100415,103105,4,50,200,105,,マッチングチャンス開催日に全国対戦で10勝する（ヒカリ）,False,False,1
100416,103106,4,50,200,106,,マッチングチャンス開催日に全国対戦で20勝する（ヒカリ）,False,False,1
100417,103107,4,50,200,107,,マッチングチャンス開催日に全国対戦で30勝する（ヒカリ）,False,False,1
100418,103108,4,50,200,108,,マッチングチャンス開催日に全国対戦で40勝する（ヒカリ）,False,False,1
100419,103109,4,50,200,109,,マッチングチャンス開催日に全国対戦で50勝する（ヒカリ）,False,False,1
100420,103110,4,50,200,110,,マッチングチャンス開催日に全国対戦で60勝する（ヒカリ）,False,False,1
100421,103205,4,50,200,205,,マッチングチャンス開催日に全国対戦で10勝する（レイカ）,False,False,1
100422,103206,4,50,200,206,,マッチングチャンス開催日に全国対戦で20勝する（レイカ）,False,False,1
100423,103207,4,50,200,207,,マッチングチャンス開催日に全国対戦で30勝する（レイカ）,False,False,1
100424,103208,4,50,200,208,,マッチングチャンス開催日に全国対戦で40勝する（レイカ）,False,False,1
100425,103209,4,50,200,209,,マッチングチャンス開催日に全国対戦で50勝する（レイカ）,False,False,1
100426,103210,4,50,200,210,,マッチングチャンス開催日に全国対戦で60勝する（レイカ）,False,False,1
100427,103305,4,50,200,305,,マッチングチャンス開催日に全国対戦で10勝する（シャーリー）,False,False,1
100428,103306,4,50,200,306,,マッチングチャンス開催日に全国対戦で20勝する（シャーリー）,False,False,1
100429,103307,4,50,200,307,,マッチングチャンス開催日に全国対戦で30勝する（シャーリー）,False,False,1
100430,103308,4,50,200,308,,マッチングチャンス開催日に全国対戦で40勝する（シャーリー）,False,False,1
100431,103309,4,50,200,309,,マッチングチャンス開催日に全国対戦で50勝する（シャーリー）,False,False,1
100432,103310,4,50,200,310,,マッチングチャンス開催日に全国対戦で60勝する（シャーリー）,False,False,1
100433,103405,4,50,200,405,,マッチングチャンス開催日に全国対戦で10勝する（イサドラ）,False,False,1
100434,103406,4,50,200,406,,マッチングチャンス開催日に全国対戦で20勝する（イサドラ）,False,False,1
100435,103407,4,50,200,407,,マッチングチャンス開催日に全国対戦で30勝する（イサドラ）,False,False,1
100436,103408,4,50,200,408,,マッチングチャンス開催日に全国対戦で40勝する（イサドラ）,False,False,1
100437,103409,4,50,200,409,,マッチングチャンス開催日に全国対戦で50勝する（イサドラ）,False,False,1
100438,103410,4,50,200,410,,マッチングチャンス開催日に全国対戦で60勝する（イサドラ）,False,False,1
100439,103505,4,50,200,505,,マッチングチャンス開催日に全国対戦で10勝する（ナギ）,False,False,1
100440,103506,4,50,200,506,,マッチングチャンス開催日に全国対戦で20勝する（ナギ）,False,False,1
100441,103507,4,50,200,507,,マッチングチャンス開催日に全国対戦で30勝する（ナギ）,False,False,1
100442,103508,4,50,200,508,,マッチングチャンス開催日に全国対戦で40勝する（ナギ）,False,False,1
100443,103509,4,50,200,509,,マッチングチャンス開催日に全国対戦で50勝する（ナギ）,False,False,1
100444,103510,4,50,200,510,,マッチングチャンス開催日に全国対戦で60勝する（ナギ）,False,False,1
100445,103605,4,50,200,605,,マッチングチャンス開催日に全国対戦で10勝する（カズマ）,False,False,1
100446,103606,4,50,200,606,,マッチングチャンス開催日に全国対戦で20勝する（カズマ）,False,False,1
100447,103607,4,50,200,607,,マッチングチャンス開催日に全国対戦で30勝する（カズマ）,False,False,1
100448,103608,4,50,200,608,,マッチングチャンス開催日に全国対戦で40勝する（カズマ）,False,False,1
100449,103609,4,50,200,609,,マッチングチャンス開催日に全国対戦で50勝する（カズマ）,False,False,1
100450,103610,4,50,200,610,,マッチングチャンス開催日に全国対戦で60勝する（カズマ）,False,False,1
100451,104301,4,50,201,401,,公式プレイヤーとマッチングする,False,False,1
100452,104302,4,50,201,402,,公式プレイヤーとマッチングした試合で1回勝利する,False,False,1
100453,104303,4,50,201,403,,公式プレイヤーとマッチングした試合で5回勝利する,False,False,1
100454,104304,4,50,201,404,,公式プレイヤーとマッチングした試合で10回勝利する,False,False,1
100455,106801,4,40,310,801,,最強アズワントーナメント予選 優勝,False,False,1
100456,106802,4,40,310,802,,最強アズワントーナメント予選 準優勝,False,False,1
100457,106803,4,40,310,803,,最強アズワントーナメント予選 三位,False,False,1
100458,106804,4,40,310,804,,最強アズワントーナメント決勝 優勝,False,False,1
100459,106805,4,40,310,805,,最強アズワントーナメント決勝 準優勝,False,False,1
100460,106806,4,40,310,806,,最強アズワントーナメント決勝 三位,False,False,1
100461,101002,0,0,0,102,バックラッシュ,未配布,False,False,1
100462,102500,1,9,500,100,,2on2用ミッション報酬「候補生」,False,False,1
100463,102501,1,9,500,101,,2on2用ミッション報酬「使い」,False,False,1
100464,102502,1,9,500,102,,2on2用ミッション報酬「マスター」,False,False,1
100465,102503,1,9,500,103,,2on2用ミッション報酬「候補生」,False,False,1
100466,102504,1,9,500,104,,2on2用ミッション報酬「使い」,False,False,1
100467,102505,1,9,500,105,,2on2用ミッション報酬「マスター」,False,False,1
100468,102506,1,9,500,106,,2on2用ミッション報酬「候補生」,False,False,1
100469,102507,1,9,500,107,,2on2用ミッション報酬「使い」,False,False,1
100470,102508,1,9,500,108,,2on2用ミッション報酬「マスター」,False,False,1
100471,102509,1,9,500,109,,2on2用ミッション報酬「候補生」,False,False,1
100472,102510,1,9,500,110,,2on2用ミッション報酬「使い」,False,False,1
100473,102511,1,9,500,111,,2on2用ミッション報酬「マスター」,False,False,1
100474,102512,1,9,500,112,,2on2用ミッション報酬「候補生」,False,False,1
100475,102513,1,9,500,113,,2on2用ミッション報酬「使い」,False,False,1
100476,102514,1,9,500,114,,2on2用ミッション報酬「マスター」,False,False,1
100477,102515,1,9,500,115,,2on2用ミッション報酬「候補生」,False,False,1
100478,102516,1,9,500,116,,2on2用ミッション報酬「使い」,False,False,1
100479,102517,1,9,500,117,,2on2用ミッション報酬「マスター」,False,False,1
100480,102518,1,9,500,118,,2on2用ミッション報酬「候補生」,False,False,1
100481,102519,1,9,500,119,,2on2用ミッション報酬「使い」,False,False,1
100482,102520,1,9,500,120,,2on2用ミッション報酬「マスター」,False,False,1
100483,102521,1,9,500,121,,2on2用ミッション報酬「候補生」,False,False,1
100484,102522,1,9,500,122,,2on2用ミッション報酬「使い」,False,False,1
100485,102523,1,9,500,123,,2on2用ミッション報酬「マスター」,False,False,1
100486,102524,1,9,500,124,,2on2用ミッション報酬「候補生」,False,False,1
100487,102525,1,9,500,125,,2on2用ミッション報酬「使い」,False,False,1
100488,102526,1,9,500,126,,2on2用ミッション報酬「マスター」,False,False,1
100489,102527,1,9,500,127,,2on2用ミッション報酬「候補生」,False,False,1
100490,102528,1,9,500,128,,2on2用ミッション報酬「使い」,False,False,1
100491,102529,1,9,500,129,,2on2用ミッション報酬「マスター」,False,False,1
100492,102530,1,9,500,130,,2on2用ミッション報酬「候補生」,False,False,1
100493,102531,1,9,500,131,,2on2用ミッション報酬「使い」,False,False,1
100494,102532,1,9,500,132,,2on2用ミッション報酬「マスター」,False,False,1
100495,102533,1,9,500,133,,2on2用ミッション報酬「候補生」,False,False,1
100496,102534,1,9,500,134,,2on2用ミッション報酬「使い」,False,False,1
100497,102535,1,9,500,135,,2on2用ミッション報酬「マスター」,False,False,1
100498,102536,1,9,500,136,,2on2用ミッション報酬「候補生」,False,False,1
100499,102537,1,9,500,137,,2on2用ミッション報酬「使い」,False,False,1
100500,102538,1,9,500,138,,2on2用ミッション報酬「マスター」,False,False,1
100501,102539,1,9,500,139,,2on2用ミッション報酬「候補生」,False,False,1
100502,102540,1,9,500,140,,2on2用ミッション報酬「使い」,False,False,1
100503,102541,1,9,500,141,,2on2用ミッション報酬「マスター」,False,False,1
100504,102542,1,9,500,200,,2on2用ミッション報酬「愛機」,False,False,1
100505,102543,1,9,500,201,,2on2用ミッション報酬「愛機」,False,False,1
100506,102544,1,9,500,202,,2on2用ミッション報酬「愛機」,False,False,1
100507,102545,1,9,500,203,,2on2用ミッション報酬「愛機」,False,False,1
100508,102546,1,9,500,204,,2on2用ミッション報酬「愛機」,False,False,1
100509,102547,1,9,500,900,,2on2用専用ミッション報酬称号,False,False,1
100510,102548,1,9,500,901,,2on2用専用ミッション報酬称号,False,False,1
100511,102549,1,9,500,902,,2on2用専用ミッション報酬称号,False,False,1
100512,102550,1,9,500,903,,2on2用専用ミッション報酬称号,False,False,1
100513,102551,1,9,500,904,,2on2用専用ミッション報酬称号,False,False,1
100514,102552,1,9,500,905,,2on2用専用ミッション報酬称号,False,False,1
100515,102553,1,9,500,906,,2on2用専用ミッション報酬称号,False,False,1
100516,102554,1,9,500,205,,2on2用専用ミッション報酬称号,False,False,1
