---,Attribute,DamageValue,CrossBreakDamageRate,TAGComboStart,ArmorDamageValue,ShieldDamageValue,ShieldAreaDamageValue,MobDamageValue,MobBigDamageValue,MidStrongholdDamageValue,GuardStrongholdDamageValue,StrongholdDamageValue,DownValue,CrossBreakDownValueRate,HeadShotRate,CriticalHitRate,ScoreRate,ScoreRateNonPlayer,MyDamageRate,FriendDamageRate,VsBossDamageRate,VsBossDownValueRate,FlinchValue,ReactionType,DamageType,AbnormalStateType,AbnormalStateValue,AbnormalStateTime,BlowOffPowerValue,BlowOffType,BlowOffPitchDeg,BlowOffYawDeg,FlinchTime,KnockBackPowerValue,KnockBackPowerValueShield,PeculiarDamageType,PeculiarDamageValue,Mob3Damage,AttackHitStopTime,DamageHitStopTime,ShakeType,StrengthShake,ShakeRate
Coop_ATK_Cannon_Coop02,Bomb,160,2,400,200,170,200,500,290,0,220,350,0,1000,0,1,1,1,1,1,1,1,1000,Flinch,InvincibleBlowOff,None,0,0,10000,Center,30,0,0.8,2000,0,None,0,True,0,0,ImpactDynamic,5,1
Coop_ATK_TwinBastardRifle_Coop01,BeamBomb,48,1.75,96,65,400,400,150,540,0,270,1150,200,200,0,1,1,1,1,1,1,1,1000,Flinch,InvincibleBlowOff,None,0,0,8000,Center,70,0,0,0,0,None,0,True,0,0.1,ImpactStatic,1,1
Coop_ATK_TwinBastardRifle_Coop02,BeamBomb,48,1.75,96,37,400,400,150,540,0,270,0,200,200,0,1,1,1,1,1,1,1,1000,Flinch,InvincibleBlowOff,None,0,0,8000,Center,70,0,0,0,0,None,0,True,0,0.1,ImpactStatic,1,1
Coop_ATK_SatelliteMortar_Bullet01,Rocket,0,1.5,0,250,250,250,100,50,0,30,0,0,0,0,1,1,1,1,1,1,1,0,None,InvincibleBlowOff,None,0,0,0,Unit,0,0,0,0,0,None,0,True,0,1,ImpactDynamic,1,1
Coop_ATK_SatelliteMortar_Coop01,Bomb,280,1.3,224,350,250,250,100,40,0,30,0,1000,1000,0,1,1,1,1,1,1,1,0,None,InvincibleBlowOff,None,0,0,10000,Center,45,0,0,0,0,None,0,True,0,0.05,ImpactDynamic,5,1
Coop_ATK_HarpoonGun_Coop01,Bomb,200,1,500,200,0,0,0,0,0,0,0,0,2000,0,1,1,1,1,1,1,1,0,None,InvincibleBlowOff,None,0,0,10000,UnitXY,45,0,0,0,0,None,0,False,0,0.07,ImpactDynamic,5,1
Coop_ATK_SatelliteLaser_Bullet01,Laser,0,1.5,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,None,InvincibleBlowOff,None,0,0,0,Unit,0,0,1,500,0,None,0,True,0,0.03,RapidDynamic,1,1
Coop_ATK_SatelliteLaser_Coop01,Bomb,600,1.5,500,600,1000,1000,500,350,0,175,0,0,2000,0,1,1,1,1,1,1,1,0,None,InvincibleBlowOff,None,0,0,12000,UnitXY,70,0,0,0,0,None,0,True,0,0,None,1,1
Coop_ATK_TacticalNuclear_Coop01,Bomb,150,1.5,50,150,1000,1000,150,44,0,22,69,0,200,0,1,1,1,1,0,0.2,0.2,1000,BlowOff,InvincibleBlowOff,None,0,0,15000,UnitXY,80,0,0,0,0,None,0,True,0,0.05,RapidRandom,0.5,0.5
Coop_ATK_BoundBubble_Coop01,Bomb,0,1.5,0,0,0,0,300,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,None,InvincibleBlowOff,None,0,0,0,Unit,0,0,0,0,0,None,0,True,0,0,ImpactStatic,1,1
Coop_ATK_MobHijackJammer_Coop01,Normal,0,1.5,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,None,InvincibleBlowOff,None,0,0,0,Unit,0,0,0,0,0,MobHijack,0,False,0,0,RapidDynamic,1,1
Coop_ATK_Hammer_Coop01,Bomb,50,1.6,75,100,150,10,10,9,0,6,18,0,350,0,1,1,1,1,1,1.5,1,350,BlowOff,InvincibleBlowOff,Burning,1000,9,8000,Center,45,0,0,0,0,UseException,1,True,0,0.2,RapidRandom,1,1
Coop_ATK_SentryGun_Coop01,Beam,24,1.1,60,40,50,50,80,34,0,19,30,0,100,0,1,0.5,0.5,1,1,1,1,0,None,InvincibleBlowOff,None,0,0,0,Unit,0,0,0,0,0,None,0,False,0,0.03,ImpactStatic,0.1,0.7
Coop_ATK_Grenade_Coop01,Bomb,120,1.5,240,200,400,300,250,130,0,65,120,500,500,0,1,1,1,1,1,1,1,1000,BlowOff,InvincibleBlowOff,None,0,0,5000,UnitXY,45,0,0,0,0,None,0,True,0,0.05,ImpactDynamic,5,1
Coop_ATK_3WayGrenade_Coop01,Bomb,40,1.5,25,40,40,40,50,225,0,150,300,0,100,0,1,1,1,1,1,1,1,100,BlowOff,InvincibleBlowOff,None,0,0,0,Unit,0,0,0,0,0,None,0,False,0,0,ImpactStatic,1,1
Coop_ATK_HealArea_Etc01,Heal,8,1.5,4,0,0,0,0,0,0,0,0,0,0,0,1,0.3,1,1,1,1,1,0,None,InvincibleBlowOff,None,0,0,0,Unit,0,0,0,0,0,None,0,False,0,0,None,1,1
Coop_ATK_LineBomb_Coop01,Bomb,36,1.5,72,60,200,150,200,100,0,100,53,200,200,0,1,1,1,1,1,1.5,1,0,None,InvincibleBlowOff,Burning,1000,12,10000,UnitXY,60,0,0,0,0,UseException,1,True,0,0.03,ImpactStatic,0.5,0.5
Coop_ATK_Jammer_Coop01,Normal,0,1.5,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1.5,1,0,None,InvincibleBlowOff,Jamming,1000,4.5,0,Unit,0,0,0,0,0,None,0,False,0,0,RapidRandom,1,1
Coop_ATK_Mine_Coop01,Bomb,70,1.5,0,55,70,70,200,75,0,50,100,0,0,0,1,1,1,1,1,1,1,0,None,InvincibleBlowOff,None,0,0,0,Unit,0,0,0,0,0,None,0,False,0,0,None,1,1
Coop_ATK_FireBomb_Coop01,Bomb,50,1.6,100,80,150,10,10,9,0,6,18,0,350,0,1,1,1,1,1,1.5,1,350,BlowOff,InvincibleBlowOff,Burning,1000,9,5000,Center,45,0,0,0,0,UseException,1,True,0,0.2,RapidRandom,1,1
Coop_ATK_GravityField_Etc01,Normal,0,1.5,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,None,InvincibleBlowOff,Gravity,1000,10,0,Unit,0,0,0,0,0,UseException,0.5,False,0,0,None,1,1
Coop_ATK_TrapBeamNet_Coop01,Beam,40,1,60,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1.5,1,0,None,InvincibleBlowOff,Palsy,1000,3.5,0,Unit,80,0,0,0,0,None,0,False,0,0.02,ImpactStatic,1.2,1.2
Coop_ATK_Drone_Coop01,Beam,80,1.5,40,100,125,125,150,60,0,30,0,0,160,0,1,1,1,1,1,1,1,0,None,InvincibleBlowOff,None,0,0,0,Unit,0,0,0,0,0,None,0,False,0,0.02,DampedDynamic,1,1
Coop_ATK_TornadoArea_Coop01,Object,25,1.5,17.5,25,20,20,40,10,0,5,30,0,70,0,1,1,1,1,0,1.5,1,0,None,InvincibleBlowOff,MoveSlow,1000,2,0,Center,80,0,0,0,0,UseException,0.6,True,0,0,None,1,1
Coop_ATK_Options_Coop01,Beam,20,1.5,7.5,25,30,50,50,30,0,10,10,0,30,0,1,1,1,1,1,1,1,0,None,InvincibleBlowOff,None,0,0,0,Unit,0,0,0,0,0,None,0,False,0,0,None,1,1
Coop_ATK_Options_Coop02,Heal,6,1.5,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,None,InvincibleBlowOff,None,0,0,0,Unit,0,0,0,0,0,None,0,False,0,0,None,1,1
Coop_ATK_SentryGunType03_Coop01,Rocket,50,1.1,125,70,100,100,50,120,0,25,80,250,200,0,1,1,1,1,1,1,1,1000,Flinch,InvincibleBlowOff,None,0,0,0,Unit,0,0,0,0,0,None,0,False,0,0.1,ImpactStatic,0.5,1
Coop_ATK_SentryGunType03_Coop02,Bomb,0,1.5,0,0,0,0,100,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,None,InvincibleBlowOff,None,0,0,0,Center,0,0,0.4,5000,0,None,0,False,0,0,None,1,1
Coop_ATK_PulseGunType02_Coop01,Bomb,10,1.5,0,8,20,20,10,4,0,3,6,0,0,0,1,1,1,1,1,1,1,0,None,InvincibleBlowOff,None,0,0,0,Unit,0,0,0,0,0,None,0,False,0,0,RapidRandom,0.5,0.5
Coop_ATK_SatelliteMortarType02_Bullet01,Rocket,30,1.5,0,25,25,25,40,6,0,4,8,0,0,0,1,1,1,1,1,1,1,0,None,InvincibleBlowOff,None,0,0,0,Unit,0,0,0,0,0,None,0,False,0,0,ImpactDynamic,1,1
Coop_ATK_SatelliteMortarType02_Coop01,Bomb,120,1.5,0,100,100,100,150,30,0,20,40,0,0,0,1,1,1,1,1,1,1,1000,BlowOff,InvincibleBlowOff,None,0,0,0,Unit,15,0,0,0,0,None,0,False,0,0.05,ImpactDynamic,5,1
Coop_ATK_PlasmaGunType02_Coop01,Bomb,50,1.5,45,50,68,68,50,60,0,20,0,0,180,0,1,1,1,1,1,1,1,0,None,InvincibleBlowOff,None,0,0,0,Unit,0,0,0,0,0,None,0,False,0,0,RapidRandom,0.5,0.5
Coop_ATK_3WayGrenadeType02_Coop01,Bomb,40,1.5,25,40,40,40,50,225,0,150,300,0,100,0,1,1,1,1,1,1,1,100,BlowOff,InvincibleBlowOff,None,0,0,0,Unit,0,0,0,0,0,None,0,False,0,0,ImpactStatic,1,1
Coop_ATK_RocketLauncherType03_Coop01,Bomb,45,2.25,68,20,0,0,50,0,0,0,0,175,350,0,1,1,1,1,1,1,1,0,None,InvincibleBlowOff,None,0,0,7500,Center,20,0,0,0,0,None,0,True,0,0,ImpactStatic,1,1
Coop_ATK_HarpoonGunType02_Coop01,Bomb,160,1,240,0,0,0,0,0,0,0,0,0,2000,0,1,1,1,1,1,1,1,0,None,InvincibleBlowOff,None,0,0,10000,UnitXY,45,0,0,0,0,None,0,False,0,0.07,ImpactDynamic,5,1
Coop_ATK_GrenadeType02_Coop01,Bomb,160,2,240,300,200,200,250,220,0,110,300,500,1000,0,1,1,1,1,1,1,1,1000,BlowOff,InvincibleBlowOff,None,0,0,5000,UnitXY,60,0,0.8,0,0,None,0,True,0,0.05,ImpactDynamic,5,1
Coop_ATK_FireBombType02_Coop01,Bomb,70,1.5,12.5,90,150,10,10,9,0,6,18,0,50,0,1,1,1,1,1,1.5,1,350,BlowOff,InvincibleBlowOff,Burning,1000,12,8000,Center,45,0,0,0,0,UseException,0.4,True,0,0.2,RapidRandom,1,1
Coop_ATK_FireBombType02_Coop02,Bomb,70,1.5,12.5,90,150,10,10,9,0,6,18,0,50,0,1,1,1,1,1,1.5,1,350,BlowOff,InvincibleBlowOff,Burning,1000,12,8000,Center,45,0,0,0,0,UseException,0.4,True,0,0.2,RapidRandom,1,1
Coop_ATK_OptionsType02_Coop01,Beam,14,1.5,7.5,16,20,60,75,40,0,20,25,0,30,0,1,1,1,1,1,1,1,0,None,InvincibleBlowOff,None,0,0,0,Unit,0,0,0,0,0,None,0,False,0,0,None,1,1
Coop_ATK_OptionsType03_Coop01,Beam,16,1.5,7.5,19,20,60,75,40,0,20,15,0,30,0,1,1,1,1,1,1,1,0,None,InvincibleBlowOff,None,0,0,0,Unit,0,0,0,0,0,None,0,False,0,0,None,1,1
Coop_ATK_MultiRocketLauncher_Coop01,Bomb,0,1.5,0,0,0,0,50,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,None,InvincibleBlowOff,None,0,0,0,Unit,0,0,0,0,0,None,0,True,0,0,None,1,1
Coop_ATK_MultiRocketLauncherType02_Coop01,Bomb,0,1.5,0,0,0,0,50,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,None,InvincibleBlowOff,None,0,0,0,Unit,0,0,0,0,0,None,0,True,0,0,None,1,1
Coop_ATK_RocketLauncherType04_Coop01,Bomb,10,1.5,30,0,0,0,80,30,0,0,0,0,120,0,1,1,1,1,1,1,1,0,None,InvincibleBlowOff,None,0,0,0,Unit,0,0,0.3,5000,0,None,0,False,0,0,None,1,1
Coop_ATK_RocketLauncherType05_Coop01,Bomb,10,1.5,30,0,0,0,80,30,0,0,0,0,120,0,1,1,1,1,1,1,1,0,None,InvincibleBlowOff,None,0,0,0,Unit,0,0,0.3,5000,0,None,0,False,0,0,None,1,1
Coop_ATK_IceLineBomb_Coop01,Bomb,144,1.7,360,240,200,150,200,100,0,100,53,500,1000,0,1,1,1,1,1,1.5,1,1000,Flinch,InvincibleBlowOff,Freeze,1000,4.5,10000,UnitXY,60,0,0.8,2000,0,UseException,0.9,True,0,0.06,ImpactStatic,0.5,0.5
Coop_ATK_SentryGunType04_Coop01,Bullet,35,1.5,21.5,40,50,50,80,34,0,19,30,0,86,0,1,0.5,0.5,1,1,1,1,0,None,InvincibleBlowOff,None,0,0,0,Unit,0,0,0,0,0,None,0,False,0,0.03,ImpactStatic,0.1,0.7
Coop_ATK_TrapBomb_Coop01,Bomb,150,1.6,300,240,400,300,250,130,0,65,120,0,1000,0,1,1,1,1,1,1,1,1000,BlowOff,InvincibleBlowOff,None,0,0,5000,UnitXY,60,0,0.4,0,0,None,0,True,0,0.05,ImpactDynamic,5,1
MOB_ATK,None,0,1.5,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,None,InvincibleBlowOff,None,0,0,0,Unit,0,0,0,0,0,None,0,False,0,0,None,1,1
ATK_MobAttack01_Bullet01_Atk01,Beam,10,1.5,0,7,10,10,20,5,0,50,5,0,0,0,1,1,1,1,1,1,1,0,None,InvincibleBlowOff,None,0,0,0,Unit,0,0,0,0,0,None,0,False,0,0,None,1,1
ATK_MobAttack01_Bullet01_Atk02,Beam,10,1.5,0,7,10,10,40,5,0,50,5,0,0,0,1,1,1,1,1,1,1,0,None,InvincibleBlowOff,None,0,0,0,Unit,0,0,0,0,0,None,0,False,0,0,None,1,1
ATK_MobAttack01_Bullet02_Atk01,Beam,0,1.5,0,0,0,0,0,0,50,0,0,0,0,0,1,1,1,1,1,1,1,0,None,InvincibleBlowOff,None,0,0,0,Unit,0,0,0,0,0,None,0,False,0,0,None,1,1
ATK_MobAttack01_Bullet02_Atk02,Beam,0,1.5,0,0,0,0,0,0,75,0,0,0,0,0,1,1,1,1,1,1,1,0,None,InvincibleBlowOff,None,0,0,0,Unit,0,0,0,0,0,None,0,False,0,0,None,1,1
ATK_MobAttack01_Bullet03_Atk01,Beam,0,1.5,0,0,0,0,0,0,60,0,0,0,0,0,1,1,1,1,1,1,1,0,None,InvincibleBlowOff,None,0,0,0,Unit,0,0,0,0,0,None,0,False,0,0,None,1,1
ATK_MobAttack01_Bullet03_Atk02,Beam,0,1.5,0,0,0,0,0,0,90,0,0,0,0,0,1,1,1,1,1,1,1,0,None,InvincibleBlowOff,None,0,0,0,Unit,0,0,0,0,0,None,0,False,0,0,None,1,1
ATK_MobAttack01_Bullet04_Atk01,Beam,0,1.5,0,0,0,0,0,0,70,0,0,0,0,0,1,1,1,1,1,1,1,0,None,InvincibleBlowOff,None,0,0,0,Unit,0,0,0,0,0,None,0,False,0,0,None,1,1
ATK_MobAttack01_Bullet04_Atk02,Beam,0,1.5,0,0,0,0,0,0,105,0,0,0,0,0,1,1,1,1,1,1,1,0,None,InvincibleBlowOff,None,0,0,0,Unit,0,0,0,0,0,None,0,False,0,0,None,1,1
ATK_MobAttack01_Sp_Bullet01,Beam,0,1.5,0,0,0,0,0,0,0,0,150,0,0,0,1,1,1,1,1,1,1,0,None,InvincibleBlowOff,None,0,0,0,Unit,0,0,0,0,0,None,0,False,0,0,None,1,1
ATK_MobAttack01_Sp_Bullet02,Beam,0,1.5,0,0,0,0,0,0,0,0,200,0,0,0,1,1,1,1,1,1,1,0,None,InvincibleBlowOff,None,0,0,0,Unit,0,0,0,0,0,None,0,False,0,0,None,1,1
ATK_MobAttack01_Sp_Bullet03,Beam,0,1.5,0,0,0,0,0,0,0,0,300,0,0,0,1,1,1,1,1,1,1,0,None,InvincibleBlowOff,None,0,0,0,Unit,0,0,0,0,0,None,0,False,0,0,None,1,1
ATK_MobAttack02_Bullet01_Atk01,Beam,90,1.5,90,68,90,90,100,4,0,100,5,0,360,0,1,1,1,1,1,1,1,0,None,InvincibleBlowOff,None,0,0,0,Unit,0,0,0,0,0,None,0,False,0,0,DampedDynamic,1,1
ATK_MobAttack02_Bullet01_Atk02,Beam,90,1.5,90,68,90,90,125,4,0,100,5,0,360,0,1,1,1,1,1,1,1,0,None,InvincibleBlowOff,None,0,0,0,Unit,0,0,0,0,0,None,0,False,0,0,DampedDynamic,1,1
ATK_MobAttack02_Bullet02_Atk01,Rocket,100,1.5,150,100,100,100,0,20,0,50,25,0,600,0,1,1,1,1,1,1,1,1000,Flinch,InvincibleBlowOff,None,0,0,0,Unit,0,0,0.3,2000,0,None,0,False,0,0.1,DampedDynamic,1,1
ATK_MobAttack02_Bullet02_Atk02,Rocket,120,1.5,150,120,120,120,0,20,0,50,25,0,600,0,1,1,1,1,1,1,1,1000,Flinch,InvincibleBlowOff,None,0,0,0,Unit,0,0,0.3,2000,0,None,0,False,0,0.1,DampedDynamic,1,1
ATK_MobAttack02_Bullet03,Rocket,100,1.5,150,100,100,100,0,20,0,50,25,0,600,0,1,1,1,1,1,1,1,1000,Flinch,InvincibleBlowOff,None,0,0,0,Unit,0,0,0.3,2000,0,None,0,False,0,0.1,DampedDynamic,1,1
ATK_MobAttack02_Sp_Bullet01,Beam,0,1.5,0,0,0,0,0,0,0,0,1000,0,0,0,1,1,1,1,1,1,1,0,None,InvincibleBlowOff,None,0,0,0,Unit,0,0,0,0,0,None,0,False,0,0,None,1,1
ATK_MobAttack02_Etc01_Atk01,Bomb,250,1.5,500,188,250,250,0,4,0,100,5,0,2000,0,1,1,1,1,1,1,1,0,None,InvincibleBlowOff,None,0,0,10000,UnitXY,15,0,0,0,0,None,0,True,0,0,ImpactDynamic,1,1
ATK_MobAttack02_Etc01_Atk02,Bomb,500,1.5,500,300,500,500,0,8,0,300,10,0,2000,0,1,1,1,1,1,1,1,0,None,InvincibleBlowOff,None,0,0,10000,UnitXY,15,0,0,0,0,None,0,True,0,0,ImpactDynamic,1,1
ATK_MobAttack03_Bullet01,Laser,275,1.5,175,275,275,275,100,750,0,50,800,0,700,0,1,1,1,1,1,1,1,500,Flinch,InvincibleBlowOff,None,0,0,1000,UnitXY,15,0,0,0,0,None,0,True,0,0.05,RapidDynamic,1,1
ATK_MobAttack03_Bullet02,Laser,100,1.5,90,150,35,35,75,8,0,25,10,0,360,0,1,1,1,1,1,1,1,350,Flinch,InvincibleBlowOff,None,0,0,1000,UnitXY,15,0,1,0,0,None,0,False,0,0.05,ImpactDynamic,1,1
ATK_MobAttack03_Bullet03,Laser,60,1.5,50,100,100,100,100,8,0,50,10,0,200,0,1,1,1,1,1,1,1,1000,BlowOff,InvincibleBlowOff,None,0,0,5000,UnitXY,15,0,0,0,0,None,0,True,0,0.05,ImpactStatic,0.6,1
ATK_MobAttack03_Bullet04,Laser,150,1.5,100,150,100,100,75,8,0,25,10,0,400,0,1,1,1,1,1,1,1,350,Flinch,InvincibleBlowOff,None,0,0,1000,UnitXY,15,0,1,0,0,None,0,False,0,0.05,ImpactDynamic,1,1
ATK_MobAttack03_Bullet05,Laser,275,1.5,175,275,275,275,100,750,0,50,600,0,700,0,1,1,1,1,1,1,1,500,Flinch,InvincibleBlowOff,None,0,0,1000,UnitXY,15,0,0,0,0,None,0,True,0,0.05,RapidDynamic,1,1
ATK_MobAttack03_Bullet06,Laser,275,1.5,175,275,275,275,100,750,0,50,400,0,700,0,1,1,1,1,1,1,1,500,Flinch,InvincibleBlowOff,None,0,0,1000,UnitXY,15,0,0,0,0,None,0,True,0,0.05,RapidDynamic,1,1
ATK_MobAttack03_Bullet07,Laser,275,1.5,175,275,275,275,100,750,0,50,200,0,700,0,1,1,1,1,1,1,1,500,Flinch,InvincibleBlowOff,None,0,0,1000,UnitXY,15,0,0,0,0,None,0,True,0,0.05,RapidDynamic,1,1
ATK_MobAttack03_Etc01_Atk01,Bomb,60,1.5,50,90,200,200,300,10,0,100,5,0,200,0,1,1,1,1,1,1,1,1000,BlowOff,InvincibleBlowOff,None,0,0,16000,Center,30,0,0,0,0,None,0,True,0,0.1,ImpactStatic,0.6,0.8
ATK_StorongholdAttack02_Bullet01,Laser,100,1.5,75,140,30,35,75,8,0,25,10,0,300,0,1,1,1,1,1,1,1,350,Flinch,InvincibleBlowOff,None,0,0,1000,Unit,0,0,0,0,0,None,0,False,0,0.05,RapidDynamic,1,1
ATK_StorongholdAttack02_Bullet02,Laser,100,1.5,75,140,150,150,75,8,0,25,10,0,300,0,1,1,1,1,1,1,1,350,Flinch,InvincibleBlowOff,None,0,0,1000,Unit,0,0,0,0,0,None,0,False,0,0.05,RapidDynamic,1,1
ATK_StorongholdAttack02_Bullet03,Beam,200,1.5,0,200,100,30,35,8,0,10,10,0,0,0,1,1,1,1,1,1,1,0,None,InvincibleBlowOff,None,0,0,0,Unit,0,0,0,0,0,None,0,False,0,0.1,ImpactDynamic,1,1
ATK_BossMob_LineStan_Bullet01,Laser,125,1.5,0,125,63,63,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,None,InvincibleBlowOff,Palsy,1000,3.2,0,Unit,0,0,0,0,0,None,0,False,0,0,RapidRandom,1,1
ATK_BossMob_Laser_Bullet01,Laser,100,1.5,75,140,30,35,75,8,0,25,10,0,300,0,1,1,1,1,1,1,1,350,Flinch,InvincibleBlowOff,None,0,0,1000,Unit,0,0,0,0,0,None,0,False,0,0.05,RapidDynamic,1,1
Coop_MOB_ATK,None,0,1.5,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,None,InvincibleBlowOff,None,0,0,0,Unit,0,0,0,0,0,None,0,False,0,0,None,1,1
Coop_MOB_ATK_BossMob_TornadoArea_Coop01,Object,63,1.5,17.5,63,31,31,40,10,0,5,30,0,70,0,1,1,1,1,1,1,1,0,None,InvincibleBlowOff,MoveSlow,1000,2,0,Center,80,0,0,0,0,UseException,0.5,True,0,0,None,1,1
BOSS_ATK,None,0,1.5,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,None,InvincibleBlowOff,None,0,0,0,Unit,0,0,0,0,0,None,0,False,0,0,None,1,1
Boss_ATK_BeamRifleBoss01_Bullet01,Beam,225,1.5,125,225,113,113,200,200,0,130,300,0,500,0,1,1,1,1,1,1,1,0,None,InvincibleBlowOff,None,0,0,0,Unit,0,0,0,0,0,None,0,False,0,0.02,ImpactStatic,1,1.2
Boss_ATK_LargeSwordBoss01_Grap01,Grap,1250,1.5,500,1250,0,0,100,180,0,90,1500,0,2000,0,1,1,1,1,1,1,1,1000,Flinch,InvincibleBlowOff,None,0,0,15000,OwnerXY,0,0,0,0,0,None,0,True,0.05,0.05,DampedDynamic,3,3
Boss_ATK_LargeSwordBoss01_Grap02,Grap,1250,1.5,500,1250,0,0,100,200,0,100,1500,0,2000,0,1,1,1,1,1,1,1,1000,BlowOff,InvincibleBlowOff,None,0,0,15000,OwnerXY,80,0,0,0,0,None,0,True,0.1,0.1,DampedDynamic,3,3
Boss_ATK_MachineHijackBoss01_Bullet01,Bomb,225,1.5,0,225,225,225,200,200,0,600,1100,0,0,0,1,1,1,1,1,1,1,0,None,InvincibleBlowOff,Palsy,1000,3.2,0,Unit,0,0,1,5000,0,Stop,5,True,0,0,None,1,1
Boss_ATK_TacticalNuclearBoss01_Bullet01,Rocket,0,1.5,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,None,InvincibleBlowOff,None,0,0,0,Unit,0,0,0,0,0,None,0,False,0,0,None,1,1
Boss_ATK_WideShotBoss01_Bullet01,Beam,338,1.5,250,338,169,169,130,180,0,85,160,0,1000,0,1,1,1,1,1,1,1,1000,Flinch,InvincibleBlowOff,None,0,0,8000,OwnerXY,10,0,0.5,5000,0,None,0,True,0,0.05,DampedStatic,0.5,1.2
Boss_ATK_WideShotBoss01_Bullet02,Beam,338,1.5,250,338,169,169,130,180,0,85,160,0,1000,0,1,1,1,1,1,1,1,1000,Flinch,InvincibleBlowOff,None,0,0,8000,OwnerXY,10,0,0.5,5000,0,None,0,True,0,0.05,DampedStatic,0.5,1.2
Boss_ATK_LaserBoss01_Bullet01,Laser,100,1.5,56,100,100,10,1000,1000,0,200,50,0,224,0,1,1,1,1,1,1,1,350,Flinch,InvincibleBlowOff,None,0,0,0,Unit,0,0,0.2,500,0,None,0,False,0,0.05,RapidDynamic,1,1
Boss_ATK_LaserType02Boss01_Bullet01,Laser,1000,1.5,56,1000,200,200,1000,1000,0,200,60,0,224,0,1,1,1,1,1,1,1,350,Flinch,InvincibleBlowOff,None,0,0,0,Unit,0,0,0.2,500,0,None,0,False,0,0.05,RapidDynamic,1,1
Boss_ATK_WideShotType02Boss01_Bullet01,Beam,675,1.5,500,675,338,338,150,200,0,100,500,0,2000,0,1,1,1,1,1,1,1,0,None,InvincibleBlowOff,None,0,0,0,Unit,0,0,0.5,5000,0,None,0,True,0,0.05,DampedStatic,0.5,1.2
Coop_Boss_ATK,None,0,1.5,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,None,InvincibleBlowOff,None,0,0,0,Unit,0,0,0,0,0,None,0,False,0,0,None,1,1
Coop_Boss_ATK_TacticalNuclearBoss01_Coop01,Bomb,180,1.5,72.5,180,1000,1000,150,44,0,22,69,0,290,0,1,1,1,0,0,1,1,1000,BlowOff,InvincibleBlowOff,None,0,0,10000,UnitXY,80,0,0,0,0,None,0,True,0,0.05,RapidRandom,0.5,0.5
Coop_Boss_ATK_TornadoAreaBoss01_Coop01,Object,10,1.5,17.5,20,20,20,40,10,0,5,30,0,70,0,1,1,1,1,1,1,1,0,None,InvincibleBlowOff,MoveSlow,1000,1.5,0,Center,80,0,0,0,0,UseException,0.5,True,0,0,None,1,1
Coop_Boss_ATK_SpBombing_Bullet01,Rocket,450,1.5,0,450,1000,1000,100,50,0,30,0,0,0,0,1,1,1,1,1,1,1,0,None,InvincibleBlowOff,None,0,0,0,Unit,0,0,0,0,0,None,0,True,0,1,ImpactDynamic,1,1
Coop_Boss_ATK_SpBombing_Coop01,Bomb,450,1.5,250,450,1000,1000,100,40,0,30,0,0,1000,0,1,1,1,1,1,1,1,1000,Flinch,InvincibleBlowOff,None,0,0,10000,Center,45,0,0,0,0,None,0,True,0,0.05,ImpactDynamic,5,1
Coop_Boss_ATK_LineBombBoss01_Coop01,Bomb,450,1.5,500,450,1000,1000,200,100,0,100,1000,0,0,0,1,1,1,1,1,1,1,1000,BlowOff,InvincibleBlowOff,Burning,1000,24,12000,UnitXY,75,0,0,0,0,UseException,0.4,True,0,0.06,ImpactStatic,0.5,0.5
Coop_Boss_ATK_SatelliteMortarBoss01_Bullet01,Rocket,450,1.5,0,450,1000,1000,100,50,0,30,0,0,0,0,1,1,1,1,1,1,1,0,None,InvincibleBlowOff,None,0,0,0,Unit,0,0,0,0,0,None,0,True,0,1,ImpactDynamic,1,1
Coop_Boss_ATK_SatelliteMortarBoss01_Coop01,Bomb,450,1.5,250,450,1000,1000,100,40,0,30,0,0,1000,0,1,1,1,1,1,1,1,1000,Flinch,InvincibleBlowOff,None,0,0,10000,Center,45,0,0,0,0,None,0,True,0,0.05,ImpactDynamic,5,1
VS_Skill_ATK,None,0,1.5,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,None,InvincibleBlowOff,None,0,0,0,Unit,0,0,0,0,0,None,0,False,0,0,None,1,1
