---,EmblemPartsId,Name,EmblemPartsType,DefaultEmblemPartsFlag,IsEditable,Texture,FlagTexture,Descprition,GameModeId
195,20146,山梨,OutLine,False,True,Texture2D'/Game/GUI/Common/Tex/Emblem/02/Tex_Emblem_02_0146.Tex_Emblem_02_0146',Texture2D'/Game/GUI/Common/Tex/Emblem/02/Tex_Emblem_02_0146_Flag.Tex_Emblem_02_0146_Flag',,0
196,20147,長野,OutLine,False,True,Texture2D'/Game/GUI/Common/Tex/Emblem/02/Tex_Emblem_02_0147.Tex_Emblem_02_0147',Texture2D'/Game/GUI/Common/Tex/Emblem/02/Tex_Emblem_02_0147_Flag.Tex_Emblem_02_0147_Flag',,0
197,20148,岐阜,OutLine,False,True,Texture2D'/Game/GUI/Common/Tex/Emblem/02/Tex_Emblem_02_0148.Tex_Emblem_02_0148',Texture2D'/Game/GUI/Common/Tex/Emblem/02/Tex_Emblem_02_0148_Flag.Tex_Emblem_02_0148_Flag',,0
198,20149,静岡,OutLine,False,True,Texture2D'/Game/GUI/Common/Tex/Emblem/02/Tex_Emblem_02_0149.Tex_Emblem_02_0149',Texture2D'/Game/GUI/Common/Tex/Emblem/02/Tex_Emblem_02_0149_Flag.Tex_Emblem_02_0149_Flag',,0
199,20150,愛知,OutLine,False,True,Texture2D'/Game/GUI/Common/Tex/Emblem/02/Tex_Emblem_02_0150.Tex_Emblem_02_0150',Texture2D'/Game/GUI/Common/Tex/Emblem/02/Tex_Emblem_02_0150_Flag.Tex_Emblem_02_0150_Flag',,0
200,20151,三重,OutLine,False,True,Texture2D'/Game/GUI/Common/Tex/Emblem/02/Tex_Emblem_02_0151.Tex_Emblem_02_0151',Texture2D'/Game/GUI/Common/Tex/Emblem/02/Tex_Emblem_02_0151_Flag.Tex_Emblem_02_0151_Flag',,0
201,20152,滋賀,OutLine,False,True,Texture2D'/Game/GUI/Common/Tex/Emblem/02/Tex_Emblem_02_0152.Tex_Emblem_02_0152',Texture2D'/Game/GUI/Common/Tex/Emblem/02/Tex_Emblem_02_0152_Flag.Tex_Emblem_02_0152_Flag',,0
202,20153,京都,OutLine,False,True,Texture2D'/Game/GUI/Common/Tex/Emblem/02/Tex_Emblem_02_0153.Tex_Emblem_02_0153',Texture2D'/Game/GUI/Common/Tex/Emblem/02/Tex_Emblem_02_0153_Flag.Tex_Emblem_02_0153_Flag',,0
203,20154,大阪,OutLine,False,True,Texture2D'/Game/GUI/Common/Tex/Emblem/02/Tex_Emblem_02_0154.Tex_Emblem_02_0154',Texture2D'/Game/GUI/Common/Tex/Emblem/02/Tex_Emblem_02_0154_Flag.Tex_Emblem_02_0154_Flag',,0
204,20155,兵庫,OutLine,False,True,Texture2D'/Game/GUI/Common/Tex/Emblem/02/Tex_Emblem_02_0155.Tex_Emblem_02_0155',Texture2D'/Game/GUI/Common/Tex/Emblem/02/Tex_Emblem_02_0155_Flag.Tex_Emblem_02_0155_Flag',,0
205,20156,奈良,OutLine,False,True,Texture2D'/Game/GUI/Common/Tex/Emblem/02/Tex_Emblem_02_0156.Tex_Emblem_02_0156',Texture2D'/Game/GUI/Common/Tex/Emblem/02/Tex_Emblem_02_0156_Flag.Tex_Emblem_02_0156_Flag',,0
206,20157,和歌山,OutLine,False,True,Texture2D'/Game/GUI/Common/Tex/Emblem/02/Tex_Emblem_02_0157.Tex_Emblem_02_0157',Texture2D'/Game/GUI/Common/Tex/Emblem/02/Tex_Emblem_02_0157_Flag.Tex_Emblem_02_0157_Flag',,0
207,20158,鳥取,OutLine,False,True,Texture2D'/Game/GUI/Common/Tex/Emblem/02/Tex_Emblem_02_0158.Tex_Emblem_02_0158',Texture2D'/Game/GUI/Common/Tex/Emblem/02/Tex_Emblem_02_0158_Flag.Tex_Emblem_02_0158_Flag',,0
208,20159,島根,OutLine,False,True,Texture2D'/Game/GUI/Common/Tex/Emblem/02/Tex_Emblem_02_0159.Tex_Emblem_02_0159',Texture2D'/Game/GUI/Common/Tex/Emblem/02/Tex_Emblem_02_0159_Flag.Tex_Emblem_02_0159_Flag',,0
209,20160,岡山,OutLine,False,True,Texture2D'/Game/GUI/Common/Tex/Emblem/02/Tex_Emblem_02_0160.Tex_Emblem_02_0160',Texture2D'/Game/GUI/Common/Tex/Emblem/02/Tex_Emblem_02_0160_Flag.Tex_Emblem_02_0160_Flag',,0
210,20161,広島,OutLine,False,True,Texture2D'/Game/GUI/Common/Tex/Emblem/02/Tex_Emblem_02_0161.Tex_Emblem_02_0161',Texture2D'/Game/GUI/Common/Tex/Emblem/02/Tex_Emblem_02_0161_Flag.Tex_Emblem_02_0161_Flag',,0
211,20162,山口,OutLine,False,True,Texture2D'/Game/GUI/Common/Tex/Emblem/02/Tex_Emblem_02_0162.Tex_Emblem_02_0162',Texture2D'/Game/GUI/Common/Tex/Emblem/02/Tex_Emblem_02_0162_Flag.Tex_Emblem_02_0162_Flag',,0
212,20163,徳島,OutLine,False,True,Texture2D'/Game/GUI/Common/Tex/Emblem/02/Tex_Emblem_02_0163.Tex_Emblem_02_0163',Texture2D'/Game/GUI/Common/Tex/Emblem/02/Tex_Emblem_02_0163_Flag.Tex_Emblem_02_0163_Flag',,0
213,20164,香川,OutLine,False,True,Texture2D'/Game/GUI/Common/Tex/Emblem/02/Tex_Emblem_02_0164.Tex_Emblem_02_0164',Texture2D'/Game/GUI/Common/Tex/Emblem/02/Tex_Emblem_02_0164_Flag.Tex_Emblem_02_0164_Flag',,0
214,20165,愛媛,OutLine,False,True,Texture2D'/Game/GUI/Common/Tex/Emblem/02/Tex_Emblem_02_0165.Tex_Emblem_02_0165',Texture2D'/Game/GUI/Common/Tex/Emblem/02/Tex_Emblem_02_0165_Flag.Tex_Emblem_02_0165_Flag',,0
215,20166,高知,OutLine,False,True,Texture2D'/Game/GUI/Common/Tex/Emblem/02/Tex_Emblem_02_0166.Tex_Emblem_02_0166',Texture2D'/Game/GUI/Common/Tex/Emblem/02/Tex_Emblem_02_0166_Flag.Tex_Emblem_02_0166_Flag',,0
216,20167,福岡,OutLine,False,True,Texture2D'/Game/GUI/Common/Tex/Emblem/02/Tex_Emblem_02_0167.Tex_Emblem_02_0167',Texture2D'/Game/GUI/Common/Tex/Emblem/02/Tex_Emblem_02_0167_Flag.Tex_Emblem_02_0167_Flag',,0
217,20168,佐賀,OutLine,False,True,Texture2D'/Game/GUI/Common/Tex/Emblem/02/Tex_Emblem_02_0168.Tex_Emblem_02_0168',Texture2D'/Game/GUI/Common/Tex/Emblem/02/Tex_Emblem_02_0168_Flag.Tex_Emblem_02_0168_Flag',,0
218,20169,長崎,OutLine,False,True,Texture2D'/Game/GUI/Common/Tex/Emblem/02/Tex_Emblem_02_0169.Tex_Emblem_02_0169',Texture2D'/Game/GUI/Common/Tex/Emblem/02/Tex_Emblem_02_0169_Flag.Tex_Emblem_02_0169_Flag',,0
219,20170,熊本,OutLine,False,True,Texture2D'/Game/GUI/Common/Tex/Emblem/02/Tex_Emblem_02_0170.Tex_Emblem_02_0170',Texture2D'/Game/GUI/Common/Tex/Emblem/02/Tex_Emblem_02_0170_Flag.Tex_Emblem_02_0170_Flag',,0
220,20171,大分,OutLine,False,True,Texture2D'/Game/GUI/Common/Tex/Emblem/02/Tex_Emblem_02_0171.Tex_Emblem_02_0171',Texture2D'/Game/GUI/Common/Tex/Emblem/02/Tex_Emblem_02_0171_Flag.Tex_Emblem_02_0171_Flag',,0
221,20172,宮崎,OutLine,False,True,Texture2D'/Game/GUI/Common/Tex/Emblem/02/Tex_Emblem_02_0172.Tex_Emblem_02_0172',Texture2D'/Game/GUI/Common/Tex/Emblem/02/Tex_Emblem_02_0172_Flag.Tex_Emblem_02_0172_Flag',,0
222,20173,鹿児島,OutLine,False,True,Texture2D'/Game/GUI/Common/Tex/Emblem/02/Tex_Emblem_02_0173.Tex_Emblem_02_0173',Texture2D'/Game/GUI/Common/Tex/Emblem/02/Tex_Emblem_02_0173_Flag.Tex_Emblem_02_0173_Flag',,0
223,20174,沖縄,OutLine,False,True,Texture2D'/Game/GUI/Common/Tex/Emblem/02/Tex_Emblem_02_0174.Tex_Emblem_02_0174',Texture2D'/Game/GUI/Common/Tex/Emblem/02/Tex_Emblem_02_0174_Flag.Tex_Emblem_02_0174_Flag',,0
224,20175,初心者,Main,True,True,Texture2D'/Game/GUI/Common/Tex/Emblem/02/Tex_Emblem_02_0091.Tex_Emblem_02_0091',Texture2D'/Game/GUI/Common/Tex/Emblem/02/Tex_Emblem_02_0091_Flag.Tex_Emblem_02_0091_Flag',,0
225,20176,ソリディアメイン,Main,False,True,Texture2D'/Game/GUI/Common/Tex/Emblem/02/Tex_Emblem_02_0187.Tex_Emblem_02_0187',Texture2D'/Game/GUI/Common/Tex/Emblem/02/Tex_Emblem_02_0187_Flag.Tex_Emblem_02_0187_Flag',,0
226,20177,カーディナルメイン,Main,False,True,Texture2D'/Game/GUI/Common/Tex/Emblem/02/Tex_Emblem_02_0188.Tex_Emblem_02_0188',Texture2D'/Game/GUI/Common/Tex/Emblem/02/Tex_Emblem_02_0188_Flag.Tex_Emblem_02_0188_Flag',,0
227,20178,スクラッパーメイン,Main,False,True,Texture2D'/Game/GUI/Common/Tex/Emblem/02/Tex_Emblem_02_0189.Tex_Emblem_02_0189',Texture2D'/Game/GUI/Common/Tex/Emblem/02/Tex_Emblem_02_0189_Flag.Tex_Emblem_02_0189_Flag',,0
228,20179,サイトヘッドメイン,Main,False,True,Texture2D'/Game/GUI/Common/Tex/Emblem/02/Tex_Emblem_02_0190.Tex_Emblem_02_0190',Texture2D'/Game/GUI/Common/Tex/Emblem/02/Tex_Emblem_02_0190_Flag.Tex_Emblem_02_0190_Flag',,0
229,20180,シーユー・レイターメイン,Main,False,True,Texture2D'/Game/GUI/Common/Tex/Emblem/02/Tex_Emblem_02_0191.Tex_Emblem_02_0191',Texture2D'/Game/GUI/Common/Tex/Emblem/02/Tex_Emblem_02_0191_Flag.Tex_Emblem_02_0191_Flag',,0
230,20181,ゴールテン・ダーメイン,Main,False,True,Texture2D'/Game/GUI/Common/Tex/Emblem/02/Tex_Emblem_02_0192.Tex_Emblem_02_0192',Texture2D'/Game/GUI/Common/Tex/Emblem/02/Tex_Emblem_02_0192_Flag.Tex_Emblem_02_0192_Flag',,0
231,20182,アンゼロイメイン,Main,False,True,Texture2D'/Game/GUI/Common/Tex/Emblem/02/Tex_Emblem_02_0193.Tex_Emblem_02_0193',Texture2D'/Game/GUI/Common/Tex/Emblem/02/Tex_Emblem_02_0193_Flag.Tex_Emblem_02_0193_Flag',,0
232,20183,ディスドスメイン,Main,False,True,Texture2D'/Game/GUI/Common/Tex/Emblem/02/Tex_Emblem_02_0194.Tex_Emblem_02_0194',Texture2D'/Game/GUI/Common/Tex/Emblem/02/Tex_Emblem_02_0194_Flag.Tex_Emblem_02_0194_Flag',,0
233,20184,サブライガメイン,Main,False,True,Texture2D'/Game/GUI/Common/Tex/Emblem/02/Tex_Emblem_02_0195.Tex_Emblem_02_0195',Texture2D'/Game/GUI/Common/Tex/Emblem/02/Tex_Emblem_02_0195_Flag.Tex_Emblem_02_0195_Flag',,0
234,20185,ファルマコンメイン,Main,False,True,Texture2D'/Game/GUI/Common/Tex/Emblem/02/Tex_Emblem_02_0196.Tex_Emblem_02_0196',Texture2D'/Game/GUI/Common/Tex/Emblem/02/Tex_Emblem_02_0196_Flag.Tex_Emblem_02_0196_Flag',,0
235,20186,ラピスヘッジメイン,Main,False,True,Texture2D'/Game/GUI/Common/Tex/Emblem/02/Tex_Emblem_02_0197.Tex_Emblem_02_0197',Texture2D'/Game/GUI/Common/Tex/Emblem/02/Tex_Emblem_02_0197_Flag.Tex_Emblem_02_0197_Flag',,0
236,20187,パ・フェクトメイン,Main,False,True,Texture2D'/Game/GUI/Common/Tex/Emblem/02/Tex_Emblem_02_0198.Tex_Emblem_02_0198',Texture2D'/Game/GUI/Common/Tex/Emblem/02/Tex_Emblem_02_0198_Flag.Tex_Emblem_02_0198_Flag',,0
237,20188,エタニティメイン,Main,False,True,Texture2D'/Game/GUI/Common/Tex/Emblem/02/Tex_Emblem_02_0199.Tex_Emblem_02_0199',Texture2D'/Game/GUI/Common/Tex/Emblem/02/Tex_Emblem_02_0199_Flag.Tex_Emblem_02_0199_Flag',,0
238,20189,オキサイドメイン,Main,False,True,Texture2D'/Game/GUI/Common/Tex/Emblem/02/Tex_Emblem_02_0200.Tex_Emblem_02_0200',Texture2D'/Game/GUI/Common/Tex/Emblem/02/Tex_Emblem_02_0200_Flag.Tex_Emblem_02_0200_Flag',,0
239,20190,ブーケ,Main,False,True,Texture2D'/Game/GUI/Common/Tex/Emblem/02/Tex_Emblem_02_0201.Tex_Emblem_02_0201',Texture2D'/Game/GUI/Common/Tex/Emblem/02/Tex_Emblem_02_0201_Flag.Tex_Emblem_02_0201_Flag',,0
240,20204,WXW,Main,False,True,Texture2D'/Game/GUI/Common/Tex/Emblem/02/Tex_Emblem_02_0204.Tex_Emblem_02_0204',Texture2D'/Game/GUI/Common/Tex/Emblem/02/Tex_Emblem_02_0204_Flag.Tex_Emblem_02_0204_Flag',,0
241,20205,殴重鋼匠,Main,False,True,Texture2D'/Game/GUI/Common/Tex/Emblem/02/Tex_Emblem_02_0205.Tex_Emblem_02_0205',Texture2D'/Game/GUI/Common/Tex/Emblem/02/Tex_Emblem_02_0205_Flag.Tex_Emblem_02_0205_Flag',,0
242,20206,MA-I,Main,False,True,Texture2D'/Game/GUI/Common/Tex/Emblem/02/Tex_Emblem_02_0206.Tex_Emblem_02_0206',Texture2D'/Game/GUI/Common/Tex/Emblem/02/Tex_Emblem_02_0206_Flag.Tex_Emblem_02_0206_Flag',,0
243,20207,AVENIR,Main,False,True,Texture2D'/Game/GUI/Common/Tex/Emblem/02/Tex_Emblem_02_0207.Tex_Emblem_02_0207',Texture2D'/Game/GUI/Common/Tex/Emblem/02/Tex_Emblem_02_0207_Flag.Tex_Emblem_02_0207_Flag',,0
244,30001,クロスライト,Sub,True,True,Texture2D'/Game/GUI/Common/Tex/Emblem/03/Tex_Emblem_03_0001.Tex_Emblem_03_0001',Texture2D'/Game/GUI/Common/Tex/Emblem/03/Tex_Emblem_03_0001_Flag.Tex_Emblem_03_0001_Flag',,0
245,30002,シャイニングフロスト,Sub,False,True,Texture2D'/Game/GUI/Common/Tex/Emblem/03/Tex_Emblem_03_0002.Tex_Emblem_03_0002',Texture2D'/Game/GUI/Common/Tex/Emblem/03/Tex_Emblem_03_0002_Flag.Tex_Emblem_03_0002_Flag',,0
246,30003,ツインドラゴン,Sub,False,True,Texture2D'/Game/GUI/Common/Tex/Emblem/03/Tex_Emblem_03_0003.Tex_Emblem_03_0003',Texture2D'/Game/GUI/Common/Tex/Emblem/03/Tex_Emblem_03_0003_Flag.Tex_Emblem_03_0003_Flag',,0
247,30004,バーニング,Sub,False,True,Texture2D'/Game/GUI/Common/Tex/Emblem/03/Tex_Emblem_03_0004.Tex_Emblem_03_0004',Texture2D'/Game/GUI/Common/Tex/Emblem/03/Tex_Emblem_03_0004_Flag.Tex_Emblem_03_0004_Flag',,0
248,30005,ザ・サン,Sub,False,True,Texture2D'/Game/GUI/Common/Tex/Emblem/03/Tex_Emblem_03_0005.Tex_Emblem_03_0005',Texture2D'/Game/GUI/Common/Tex/Emblem/03/Tex_Emblem_03_0005_Flag.Tex_Emblem_03_0005_Flag',,0
249,30006,スパイダーネット,Sub,False,True,Texture2D'/Game/GUI/Common/Tex/Emblem/03/Tex_Emblem_03_0006.Tex_Emblem_03_0006',Texture2D'/Game/GUI/Common/Tex/Emblem/03/Tex_Emblem_03_0006_Flag.Tex_Emblem_03_0006_Flag',,0
250,30007,ビーハウス,Sub,False,True,Texture2D'/Game/GUI/Common/Tex/Emblem/03/Tex_Emblem_03_0007.Tex_Emblem_03_0007',Texture2D'/Game/GUI/Common/Tex/Emblem/03/Tex_Emblem_03_0007_Flag.Tex_Emblem_03_0007_Flag',,0
251,30008,ポリスバッジ,Sub,False,True,Texture2D'/Game/GUI/Common/Tex/Emblem/03/Tex_Emblem_03_0008.Tex_Emblem_03_0008',Texture2D'/Game/GUI/Common/Tex/Emblem/03/Tex_Emblem_03_0008_Flag.Tex_Emblem_03_0008_Flag',,0
252,30009,コースター,Sub,True,True,Texture2D'/Game/GUI/Common/Tex/Emblem/03/Tex_Emblem_03_0009.Tex_Emblem_03_0009',Texture2D'/Game/GUI/Common/Tex/Emblem/03/Tex_Emblem_03_0009_Flag.Tex_Emblem_03_0009_Flag',,0
253,30010,折り紙,Sub,False,True,Texture2D'/Game/GUI/Common/Tex/Emblem/03/Tex_Emblem_03_0010.Tex_Emblem_03_0010',Texture2D'/Game/GUI/Common/Tex/Emblem/03/Tex_Emblem_03_0010_Flag.Tex_Emblem_03_0010_Flag',,0
254,30011,シルエットダイヤ,Sub,False,True,Texture2D'/Game/GUI/Common/Tex/Emblem/03/Tex_Emblem_03_0011.Tex_Emblem_03_0011',Texture2D'/Game/GUI/Common/Tex/Emblem/03/Tex_Emblem_03_0011_Flag.Tex_Emblem_03_0011_Flag',,0
255,30012,シルエットスター,Sub,False,True,Texture2D'/Game/GUI/Common/Tex/Emblem/03/Tex_Emblem_03_0012.Tex_Emblem_03_0012',Texture2D'/Game/GUI/Common/Tex/Emblem/03/Tex_Emblem_03_0012_Flag.Tex_Emblem_03_0012_Flag',,0
256,30013,シルエットハート,Sub,False,True,Texture2D'/Game/GUI/Common/Tex/Emblem/03/Tex_Emblem_03_0013.Tex_Emblem_03_0013',Texture2D'/Game/GUI/Common/Tex/Emblem/03/Tex_Emblem_03_0013_Flag.Tex_Emblem_03_0013_Flag',,0
257,30014,禁止,Sub,False,True,Texture2D'/Game/GUI/Common/Tex/Emblem/03/Tex_Emblem_03_0014.Tex_Emblem_03_0014',Texture2D'/Game/GUI/Common/Tex/Emblem/03/Tex_Emblem_03_0014_Flag.Tex_Emblem_03_0014_Flag',,0
258,30015,ローテーション,Sub,False,True,Texture2D'/Game/GUI/Common/Tex/Emblem/03/Tex_Emblem_03_0015.Tex_Emblem_03_0015',Texture2D'/Game/GUI/Common/Tex/Emblem/03/Tex_Emblem_03_0015_Flag.Tex_Emblem_03_0015_Flag',,0
259,30016,フロストダイヤ,Sub,False,True,Texture2D'/Game/GUI/Common/Tex/Emblem/03/Tex_Emblem_03_0016.Tex_Emblem_03_0016',Texture2D'/Game/GUI/Common/Tex/Emblem/03/Tex_Emblem_03_0016_Flag.Tex_Emblem_03_0016_Flag',,0
260,30017,シルエットクラウン,Sub,False,True,Texture2D'/Game/GUI/Common/Tex/Emblem/03/Tex_Emblem_03_0017.Tex_Emblem_03_0017',Texture2D'/Game/GUI/Common/Tex/Emblem/03/Tex_Emblem_03_0017_Flag.Tex_Emblem_03_0017_Flag',,0
261,30018,もみじリーフ,Sub,False,True,Texture2D'/Game/GUI/Common/Tex/Emblem/03/Tex_Emblem_03_0018.Tex_Emblem_03_0018',Texture2D'/Game/GUI/Common/Tex/Emblem/03/Tex_Emblem_03_0018_Flag.Tex_Emblem_03_0018_Flag',,0
262,30019,サークルエッジ,Sub,False,True,Texture2D'/Game/GUI/Common/Tex/Emblem/03/Tex_Emblem_03_0019.Tex_Emblem_03_0019',Texture2D'/Game/GUI/Common/Tex/Emblem/03/Tex_Emblem_03_0019_Flag.Tex_Emblem_03_0019_Flag',,0
263,30020,スプラッシュ,Sub,False,True,Texture2D'/Game/GUI/Common/Tex/Emblem/03/Tex_Emblem_03_0020.Tex_Emblem_03_0020',Texture2D'/Game/GUI/Common/Tex/Emblem/03/Tex_Emblem_03_0020_Flag.Tex_Emblem_03_0020_Flag',,0
264,30021,ダスト,Sub,False,True,Texture2D'/Game/GUI/Common/Tex/Emblem/03/Tex_Emblem_03_0021.Tex_Emblem_03_0021',Texture2D'/Game/GUI/Common/Tex/Emblem/03/Tex_Emblem_03_0021_Flag.Tex_Emblem_03_0021_Flag',,0
265,30022,アングリー,Sub,False,True,Texture2D'/Game/GUI/Common/Tex/Emblem/03/Tex_Emblem_03_0022.Tex_Emblem_03_0022',Texture2D'/Game/GUI/Common/Tex/Emblem/03/Tex_Emblem_03_0022_Flag.Tex_Emblem_03_0022_Flag',,0
266,30023,バニシング,Sub,False,True,Texture2D'/Game/GUI/Common/Tex/Emblem/03/Tex_Emblem_03_0023.Tex_Emblem_03_0023',Texture2D'/Game/GUI/Common/Tex/Emblem/03/Tex_Emblem_03_0023_Flag.Tex_Emblem_03_0023_Flag',,0
267,30024,ギャラクシー,Sub,False,True,Texture2D'/Game/GUI/Common/Tex/Emblem/03/Tex_Emblem_03_0024.Tex_Emblem_03_0024',Texture2D'/Game/GUI/Common/Tex/Emblem/03/Tex_Emblem_03_0024_Flag.Tex_Emblem_03_0024_Flag',,0
268,30025,サークルスラッシュ,Sub,False,True,Texture2D'/Game/GUI/Common/Tex/Emblem/03/Tex_Emblem_03_0025.Tex_Emblem_03_0025',Texture2D'/Game/GUI/Common/Tex/Emblem/03/Tex_Emblem_03_0025_Flag.Tex_Emblem_03_0025_Flag',,0
269,30026,ダブルスター,Sub,False,True,Texture2D'/Game/GUI/Common/Tex/Emblem/03/Tex_Emblem_03_0026.Tex_Emblem_03_0026',Texture2D'/Game/GUI/Common/Tex/Emblem/03/Tex_Emblem_03_0026_Flag.Tex_Emblem_03_0026_Flag',,0
270,30027,ツインタイド,Sub,False,True,Texture2D'/Game/GUI/Common/Tex/Emblem/03/Tex_Emblem_03_0027.Tex_Emblem_03_0027',Texture2D'/Game/GUI/Common/Tex/Emblem/03/Tex_Emblem_03_0027_Flag.Tex_Emblem_03_0027_Flag',,0
271,30028,ダイヤサークル,Sub,False,True,Texture2D'/Game/GUI/Common/Tex/Emblem/03/Tex_Emblem_03_0028.Tex_Emblem_03_0028',Texture2D'/Game/GUI/Common/Tex/Emblem/03/Tex_Emblem_03_0028_Flag.Tex_Emblem_03_0028_Flag',,0
272,30029,ツインハート,Sub,False,True,Texture2D'/Game/GUI/Common/Tex/Emblem/03/Tex_Emblem_03_0029.Tex_Emblem_03_0029',Texture2D'/Game/GUI/Common/Tex/Emblem/03/Tex_Emblem_03_0029_Flag.Tex_Emblem_03_0029_Flag',,0
273,30030,ハナマル,Sub,False,True,Texture2D'/Game/GUI/Common/Tex/Emblem/03/Tex_Emblem_03_0030.Tex_Emblem_03_0030',Texture2D'/Game/GUI/Common/Tex/Emblem/03/Tex_Emblem_03_0030_Flag.Tex_Emblem_03_0030_Flag',,0
274,30031,音符記号,Sub,False,True,Texture2D'/Game/GUI/Common/Tex/Emblem/03/Tex_Emblem_03_0031.Tex_Emblem_03_0031',Texture2D'/Game/GUI/Common/Tex/Emblem/03/Tex_Emblem_03_0031_Flag.Tex_Emblem_03_0031_Flag',,0
275,30032,アングリーマーク,Sub,False,True,Texture2D'/Game/GUI/Common/Tex/Emblem/03/Tex_Emblem_03_0032.Tex_Emblem_03_0032',Texture2D'/Game/GUI/Common/Tex/Emblem/03/Tex_Emblem_03_0032_Flag.Tex_Emblem_03_0032_Flag',,0
276,30033,ビックリマーク,Sub,False,True,Texture2D'/Game/GUI/Common/Tex/Emblem/03/Tex_Emblem_03_0033.Tex_Emblem_03_0033',Texture2D'/Game/GUI/Common/Tex/Emblem/03/Tex_Emblem_03_0033_Flag.Tex_Emblem_03_0033_Flag',,0
277,30034,クエスチョンマーク,Sub,False,True,Texture2D'/Game/GUI/Common/Tex/Emblem/03/Tex_Emblem_03_0034.Tex_Emblem_03_0034',Texture2D'/Game/GUI/Common/Tex/Emblem/03/Tex_Emblem_03_0034_Flag.Tex_Emblem_03_0034_Flag',,0
278,30035,ダブルダレマーク,Sub,False,True,Texture2D'/Game/GUI/Common/Tex/Emblem/03/Tex_Emblem_03_0035.Tex_Emblem_03_0035',Texture2D'/Game/GUI/Common/Tex/Emblem/03/Tex_Emblem_03_0035_Flag.Tex_Emblem_03_0035_Flag',,0
279,30036,プレイボタン,Sub,False,True,Texture2D'/Game/GUI/Common/Tex/Emblem/03/Tex_Emblem_03_0036.Tex_Emblem_03_0036',Texture2D'/Game/GUI/Common/Tex/Emblem/03/Tex_Emblem_03_0036_Flag.Tex_Emblem_03_0036_Flag',,0
280,30037,スピードアップ,Sub,False,True,Texture2D'/Game/GUI/Common/Tex/Emblem/03/Tex_Emblem_03_0037.Tex_Emblem_03_0037',Texture2D'/Game/GUI/Common/Tex/Emblem/03/Tex_Emblem_03_0037_Flag.Tex_Emblem_03_0037_Flag',,0
281,30038,ターゲット,Sub,False,True,Texture2D'/Game/GUI/Common/Tex/Emblem/03/Tex_Emblem_03_0038.Tex_Emblem_03_0038',Texture2D'/Game/GUI/Common/Tex/Emblem/03/Tex_Emblem_03_0038_Flag.Tex_Emblem_03_0038_Flag',,0
282,30039,ト音記号,Sub,False,True,Texture2D'/Game/GUI/Common/Tex/Emblem/03/Tex_Emblem_03_0039.Tex_Emblem_03_0039',Texture2D'/Game/GUI/Common/Tex/Emblem/03/Tex_Emblem_03_0039_Flag.Tex_Emblem_03_0039_Flag',,0
283,30040,矢印,Sub,False,True,Texture2D'/Game/GUI/Common/Tex/Emblem/03/Tex_Emblem_03_0040.Tex_Emblem_03_0040',Texture2D'/Game/GUI/Common/Tex/Emblem/03/Tex_Emblem_03_0040_Flag.Tex_Emblem_03_0040_Flag',,0
284,30041,マインドライト,Sub,False,True,Texture2D'/Game/GUI/Common/Tex/Emblem/03/Tex_Emblem_03_0041.Tex_Emblem_03_0041',Texture2D'/Game/GUI/Common/Tex/Emblem/03/Tex_Emblem_03_0041_Flag.Tex_Emblem_03_0041_Flag',,0
285,30042,コメントLOVE,Sub,False,True,Texture2D'/Game/GUI/Common/Tex/Emblem/03/Tex_Emblem_03_0042.Tex_Emblem_03_0042',Texture2D'/Game/GUI/Common/Tex/Emblem/03/Tex_Emblem_03_0042_Flag.Tex_Emblem_03_0042_Flag',,0
286,30043,コンフューズド,Sub,False,True,Texture2D'/Game/GUI/Common/Tex/Emblem/03/Tex_Emblem_03_0043.Tex_Emblem_03_0043',Texture2D'/Game/GUI/Common/Tex/Emblem/03/Tex_Emblem_03_0043_Flag.Tex_Emblem_03_0043_Flag',,0
287,30044,ラウンドビックリマーク,Sub,False,True,Texture2D'/Game/GUI/Common/Tex/Emblem/03/Tex_Emblem_03_0044.Tex_Emblem_03_0044',Texture2D'/Game/GUI/Common/Tex/Emblem/03/Tex_Emblem_03_0044_Flag.Tex_Emblem_03_0044_Flag',,0
288,30045,ダウンサンダー,Sub,False,True,Texture2D'/Game/GUI/Common/Tex/Emblem/03/Tex_Emblem_03_0045.Tex_Emblem_03_0045',Texture2D'/Game/GUI/Common/Tex/Emblem/03/Tex_Emblem_03_0045_Flag.Tex_Emblem_03_0045_Flag',,0
289,30046,プラント,Sub,False,True,Texture2D'/Game/GUI/Common/Tex/Emblem/03/Tex_Emblem_03_0046.Tex_Emblem_03_0046',Texture2D'/Game/GUI/Common/Tex/Emblem/03/Tex_Emblem_03_0046_Flag.Tex_Emblem_03_0046_Flag',,0
290,30047,通信OK,Sub,False,True,Texture2D'/Game/GUI/Common/Tex/Emblem/03/Tex_Emblem_03_0047.Tex_Emblem_03_0047',Texture2D'/Game/GUI/Common/Tex/Emblem/03/Tex_Emblem_03_0047_Flag.Tex_Emblem_03_0047_Flag',,0
291,30048,レイニー,Sub,False,True,Texture2D'/Game/GUI/Common/Tex/Emblem/03/Tex_Emblem_03_0048.Tex_Emblem_03_0048',Texture2D'/Game/GUI/Common/Tex/Emblem/03/Tex_Emblem_03_0048_Flag.Tex_Emblem_03_0048_Flag',,0
