---,PlateID,BodyTexture,AlphaTexture,Animation,Descprition
200_506,200_506,Texture2D'/Game/GUI/Common/Tex/PlayerTitle/playertitle_200_506.playertitle_200_506',None,-1,
200_507,200_507,Texture2D'/Game/GUI/Common/Tex/PlayerTitle/playertitle_200_507.playertitle_200_507',None,-1,
200_508,200_508,Texture2D'/Game/GUI/Common/Tex/PlayerTitle/playertitle_200_508.playertitle_200_508',None,-1,
200_509,200_509,Texture2D'/Game/GUI/Common/Tex/PlayerTitle/playertitle_200_509.playertitle_200_509',None,-1,
200_510,200_510,Texture2D'/Game/GUI/Common/Tex/PlayerTitle/playertitle_200_510.playertitle_200_510',None,-1,
200_605,200_605,Texture2D'/Game/GUI/Common/Tex/PlayerTitle/playertitle_200_605.playertitle_200_605',None,-1,
200_606,200_606,Texture2D'/Game/GUI/Common/Tex/PlayerTitle/playertitle_200_606.playertitle_200_606',None,-1,
200_607,200_607,Texture2D'/Game/GUI/Common/Tex/PlayerTitle/playertitle_200_607.playertitle_200_607',None,-1,
200_608,200_608,Texture2D'/Game/GUI/Common/Tex/PlayerTitle/playertitle_200_608.playertitle_200_608',None,-1,
200_609,200_609,Texture2D'/Game/GUI/Common/Tex/PlayerTitle/playertitle_200_609.playertitle_200_609',None,-1,
200_610,200_610,Texture2D'/Game/GUI/Common/Tex/PlayerTitle/playertitle_200_610.playertitle_200_610',None,-1,
201_401,201_401,Texture2D'/Game/GUI/Common/Tex/PlayerTitle/playertitle_201_401.playertitle_201_401',None,-1,
201_402,201_402,Texture2D'/Game/GUI/Common/Tex/PlayerTitle/playertitle_201_402.playertitle_201_402',None,-1,
201_403,201_403,Texture2D'/Game/GUI/Common/Tex/PlayerTitle/playertitle_201_403.playertitle_201_403',None,-1,
201_404,201_404,Texture2D'/Game/GUI/Common/Tex/PlayerTitle/playertitle_201_404.playertitle_201_404',None,-1,
310_801,310_801,Texture2D'/Game/GUI/Common/Tex/PlayerTitle/playertitle_310_801.playertitle_310_801',None,-1,最強アズワントーナメント予選 優勝
310_802,310_802,Texture2D'/Game/GUI/Common/Tex/PlayerTitle/playertitle_310_802.playertitle_310_802',None,-1,最強アズワントーナメント予選 準優勝
310_803,310_803,Texture2D'/Game/GUI/Common/Tex/PlayerTitle/playertitle_310_803.playertitle_310_803',None,-1,最強アズワントーナメント予選 三位
310_804,310_804,Texture2D'/Game/GUI/Common/Tex/PlayerTitle/playertitle_310_804.playertitle_310_804',None,-1,最強アズワントーナメント決勝 優勝
310_805,310_805,Texture2D'/Game/GUI/Common/Tex/PlayerTitle/playertitle_310_805.playertitle_310_805',None,-1,最強アズワントーナメント決勝 準優勝
310_806,310_806,Texture2D'/Game/GUI/Common/Tex/PlayerTitle/playertitle_310_806.playertitle_310_806',None,-1,最強アズワントーナメント決勝 三位
000_102,000_102,Texture2D'/Game/GUI/Common/Tex/PlayerTitle/ui_com_playertitle_backlash.ui_com_playertitle_backlash',None,-1,CPU用_称号。ボスモード用。
500_100,500_100,Texture2D'/Game/GUI/Common/Tex/PlayerTitle/playertitle_500_100.playertitle_500_100',None,-1,2on2用汎用プレート「候補生」
500_101,500_101,Texture2D'/Game/GUI/Common/Tex/PlayerTitle/playertitle_500_101.playertitle_500_101',None,-1,2on2用汎用プレート「使い」
500_102,500_102,Texture2D'/Game/GUI/Common/Tex/PlayerTitle/playertitle_500_102.playertitle_500_102',None,-1,2on2用汎用プレート「マスター」
500_103,500_103,Texture2D'/Game/GUI/Common/Tex/PlayerTitle/playertitle_500_103.playertitle_500_103',None,-1,2on2用汎用プレート「候補生」
500_104,500_104,Texture2D'/Game/GUI/Common/Tex/PlayerTitle/playertitle_500_104.playertitle_500_104',None,-1,2on2用汎用プレート「使い」
500_105,500_105,Texture2D'/Game/GUI/Common/Tex/PlayerTitle/playertitle_500_105.playertitle_500_105',None,-1,2on2用汎用プレート「マスター」
500_106,500_106,Texture2D'/Game/GUI/Common/Tex/PlayerTitle/playertitle_500_106.playertitle_500_106',None,-1,2on2用汎用プレート「候補生」
500_107,500_107,Texture2D'/Game/GUI/Common/Tex/PlayerTitle/playertitle_500_107.playertitle_500_107',None,-1,2on2用汎用プレート「使い」
500_108,500_108,Texture2D'/Game/GUI/Common/Tex/PlayerTitle/playertitle_500_108.playertitle_500_108',None,-1,2on2用汎用プレート「マスター」
500_109,500_109,Texture2D'/Game/GUI/Common/Tex/PlayerTitle/playertitle_500_109.playertitle_500_109',None,-1,2on2用汎用プレート「候補生」
500_110,500_110,Texture2D'/Game/GUI/Common/Tex/PlayerTitle/playertitle_500_110.playertitle_500_110',None,-1,2on2用汎用プレート「使い」
500_111,500_111,Texture2D'/Game/GUI/Common/Tex/PlayerTitle/playertitle_500_111.playertitle_500_111',None,-1,2on2用汎用プレート「マスター」
500_112,500_112,Texture2D'/Game/GUI/Common/Tex/PlayerTitle/playertitle_500_112.playertitle_500_112',None,-1,2on2用汎用プレート「候補生」
500_113,500_113,Texture2D'/Game/GUI/Common/Tex/PlayerTitle/playertitle_500_113.playertitle_500_113',None,-1,2on2用汎用プレート「使い」
500_114,500_114,Texture2D'/Game/GUI/Common/Tex/PlayerTitle/playertitle_500_114.playertitle_500_114',None,-1,2on2用汎用プレート「マスター」
500_115,500_115,Texture2D'/Game/GUI/Common/Tex/PlayerTitle/playertitle_500_115.playertitle_500_115',None,-1,2on2用汎用プレート「候補生」
500_116,500_116,Texture2D'/Game/GUI/Common/Tex/PlayerTitle/playertitle_500_116.playertitle_500_116',None,-1,2on2用汎用プレート「使い」
500_117,500_117,Texture2D'/Game/GUI/Common/Tex/PlayerTitle/playertitle_500_117.playertitle_500_117',None,-1,2on2用汎用プレート「マスター」
500_118,500_118,Texture2D'/Game/GUI/Common/Tex/PlayerTitle/playertitle_500_118.playertitle_500_118',None,-1,2on2用汎用プレート「候補生」
500_119,500_119,Texture2D'/Game/GUI/Common/Tex/PlayerTitle/playertitle_500_119.playertitle_500_119',None,-1,2on2用汎用プレート「使い」
500_120,500_120,Texture2D'/Game/GUI/Common/Tex/PlayerTitle/playertitle_500_120.playertitle_500_120',None,-1,2on2用汎用プレート「マスター」
500_121,500_121,Texture2D'/Game/GUI/Common/Tex/PlayerTitle/playertitle_500_121.playertitle_500_121',None,-1,2on2用汎用プレート「候補生」
500_122,500_122,Texture2D'/Game/GUI/Common/Tex/PlayerTitle/playertitle_500_122.playertitle_500_122',None,-1,2on2用汎用プレート「使い」
500_123,500_123,Texture2D'/Game/GUI/Common/Tex/PlayerTitle/playertitle_500_123.playertitle_500_123',None,-1,2on2用汎用プレート「マスター」
500_124,500_124,Texture2D'/Game/GUI/Common/Tex/PlayerTitle/playertitle_500_124.playertitle_500_124',None,-1,2on2用汎用プレート「候補生」
500_125,500_125,Texture2D'/Game/GUI/Common/Tex/PlayerTitle/playertitle_500_125.playertitle_500_125',None,-1,2on2用汎用プレート「使い」
500_126,500_126,Texture2D'/Game/GUI/Common/Tex/PlayerTitle/playertitle_500_126.playertitle_500_126',None,-1,2on2用汎用プレート「マスター」
500_127,500_127,Texture2D'/Game/GUI/Common/Tex/PlayerTitle/playertitle_500_127.playertitle_500_127',None,-1,2on2用汎用プレート「候補生」
500_128,500_128,Texture2D'/Game/GUI/Common/Tex/PlayerTitle/playertitle_500_128.playertitle_500_128',None,-1,2on2用汎用プレート「使い」
500_129,500_129,Texture2D'/Game/GUI/Common/Tex/PlayerTitle/playertitle_500_129.playertitle_500_129',None,-1,2on2用汎用プレート「マスター」
500_130,500_130,Texture2D'/Game/GUI/Common/Tex/PlayerTitle/playertitle_500_130.playertitle_500_130',None,-1,2on2用汎用プレート「候補生」
500_131,500_131,Texture2D'/Game/GUI/Common/Tex/PlayerTitle/playertitle_500_131.playertitle_500_131',None,-1,2on2用汎用プレート「使い」
500_132,500_132,Texture2D'/Game/GUI/Common/Tex/PlayerTitle/playertitle_500_132.playertitle_500_132',None,-1,2on2用汎用プレート「マスター」
500_133,500_133,Texture2D'/Game/GUI/Common/Tex/PlayerTitle/playertitle_500_133.playertitle_500_133',None,-1,2on2用汎用プレート「候補生」
500_134,500_134,Texture2D'/Game/GUI/Common/Tex/PlayerTitle/playertitle_500_134.playertitle_500_134',None,-1,2on2用汎用プレート「使い」
500_135,500_135,Texture2D'/Game/GUI/Common/Tex/PlayerTitle/playertitle_500_135.playertitle_500_135',None,-1,2on2用汎用プレート「マスター」
500_136,500_136,Texture2D'/Game/GUI/Common/Tex/PlayerTitle/playertitle_500_136.playertitle_500_136',None,-1,2on2用汎用プレート「候補生」
500_137,500_137,Texture2D'/Game/GUI/Common/Tex/PlayerTitle/playertitle_500_137.playertitle_500_137',None,-1,2on2用汎用プレート「使い」
500_138,500_138,Texture2D'/Game/GUI/Common/Tex/PlayerTitle/playertitle_500_138.playertitle_500_138',None,-1,2on2用汎用プレート「マスター」
500_139,500_139,Texture2D'/Game/GUI/Common/Tex/PlayerTitle/playertitle_500_139.playertitle_500_139',None,-1,2on2用汎用プレート「候補生」
500_140,500_140,Texture2D'/Game/GUI/Common/Tex/PlayerTitle/playertitle_500_140.playertitle_500_140',None,-1,2on2用汎用プレート「使い」
500_141,500_141,Texture2D'/Game/GUI/Common/Tex/PlayerTitle/playertitle_500_141.playertitle_500_141',None,-1,2on2用汎用プレート「マスター」
500_200,500_200,Texture2D'/Game/GUI/Common/Tex/PlayerTitle/playertitle_500_200.playertitle_500_200',None,-1,2on2用専用プレート「愛機」
500_201,500_201,Texture2D'/Game/GUI/Common/Tex/PlayerTitle/playertitle_500_201.playertitle_500_201',None,-1,2on2用専用プレート「愛機」
500_202,500_202,Texture2D'/Game/GUI/Common/Tex/PlayerTitle/playertitle_500_202.playertitle_500_202',None,-1,2on2用専用プレート「愛機」
500_203,500_203,Texture2D'/Game/GUI/Common/Tex/PlayerTitle/playertitle_500_203.playertitle_500_203',None,-1,2on2用専用プレート「愛機」
500_204,500_204,Texture2D'/Game/GUI/Common/Tex/PlayerTitle/playertitle_500_204.playertitle_500_204',None,-1,2on2用専用プレート「愛機」
500_900,500_900,Texture2D'/Game/GUI/Common/Tex/PlayerTitle/playertitle_500_900.playertitle_500_900',None,-1,2on2用専用プレート「マチあり」
500_901,500_901,Texture2D'/Game/GUI/Common/Tex/PlayerTitle/playertitle_500_901.playertitle_500_901',None,-1,2on2用専用プレート「バトルマニア」
500_902,500_902,Texture2D'/Game/GUI/Common/Tex/PlayerTitle/playertitle_500_902.playertitle_500_902',None,-1,2on2用専用プレート「スペシャリスト」
500_903,500_903,Texture2D'/Game/GUI/Common/Tex/PlayerTitle/playertitle_500_903.playertitle_500_903',None,-1,2on2用専用プレート「ウォージャンキー」
500_904,500_904,Texture2D'/Game/GUI/Common/Tex/PlayerTitle/playertitle_500_904.playertitle_500_904',None,-1,2on2用専用プレート「ウィングスパイカー」
500_905,500_905,Texture2D'/Game/GUI/Common/Tex/PlayerTitle/playertitle_500_905.playertitle_500_905',None,-1,2on2用専用プレート「俺とお前で」
500_906,500_906,Texture2D'/Game/GUI/Common/Tex/PlayerTitle/playertitle_500_906.playertitle_500_906',None,-1,2on2用専用プレート「阿吽乃呼吸」
500_205,500_205,Texture2D'/Game/GUI/Common/Tex/PlayerTitle/playertitle_500_205.playertitle_500_205',None,-1,2on2用専用プレート「愛機」
